name	fit_state	warnings	star_mask_used	noise_mask_used	chirality_maj	chirality_alenWtd	chirality_wtdPangSum	chirality_longestArc	badBulgeFitFlag	bulgeAxisRatio	bulgeMajAxsLen	bulgeMajAxsAngle	bulgeAvgBrt	bulgeDiskBrtRatio	numElpsRefits	diskAxisRatio	diskMinAxsLen	diskMajAxsLen	diskMajAxsAngleRadians	inputCenterR	inputCenterC	iptSz	muDist	muDistProp	covarFit	wtdLik	likOfCtr	brtUnifScore	gaussLogLik	contourBrtRatio	standardizedCenterR	standardizedCenterC	hasDeletedCtrClus	failed2revDuringMergeCheck	failed2revDuringSecondaryMerging	failed2revInOutput	cpu_time	wall_time	bar_candidate_available	bar_used	alenAt25pct	alenAt50pct	alenAt75pct	rankAt25pct	rankAt50pct	rankAt75pct	avgArcLength	minArcLength	lowerQuartileArcLength	medianArcLength	upperQuartileArcLength	maxArcLength	totalArcLength	totalNumArcs	chirality_votes_maj	chirality_votes_alenWtd	alenWtdPangSum	top2_chirality_agreement	pa_longest	pa_avg	pa_avg__abs	pa_avg_domChiralityOnly	pa_alenWtd_avg	paErr_alenWtd_stdev	pa_alenWtd_avg__abs	paErr_alenWtd_stdev__abs	pa_alenWtd_avg_domChiralityOnly	paErr_alenWtd_stdev_domChiralityOnly	pa_totBrtWtd	pa_avgBrtWtd	pa_alenWtd_median	pa_alenWtd_lowQuartile	pa_alenWtd_highQuartile	pa_alenWtd_lowDecile	pa_alenWtd_highDecile	pa_alenWtd_median_domChiralityOnly	pa_alenWtd_lowQuartile_domChiralityOnly	pa_alenWtd_highQuartile_domChiralityOnly	pa_alenWtd_lowDecile_domChiralityOnly	pa_alenWtd_highDecile_domChiralityOnly	sorted_agreeing_pangs	sorted_agreeing_arclengths	numArcs_largest_length_gap	numDcoArcs_largest_length_gap	numArcs_arclength_function_flattening	numDcoArcs_arclength_function_flattening	bar_score_img	bar_cand_score_orifld	bar_angle_input_img	bar_half_length_input_img	bar_angle_standardized_img	bar_half_length_standardized_img	numArcsGE000	numArcsGE010	numArcsGE020	numArcsGE040	numArcsGE050	numArcsGE055	numArcsGE060	numArcsGE065	numArcsGE070	numArcsGE075	numArcsGE080	numArcsGE085	numArcsGE090	numArcsGE095	numArcsGE100	numArcsGE120	numArcsGE140	numArcsGE160	numArcsGE180	numArcsGE200	numArcsGE220	numArcsGE240	numArcsGE260	numArcsGE280	numArcsGE300	numArcsGE350	numArcsGE400	numArcsGE450	numArcsGE500	numArcsGE550	numArcsGE600	numDcoArcsGE000	numDcoArcsGE010	numDcoArcsGE020	numDcoArcsGE040	numDcoArcsGE050	numDcoArcsGE055	numDcoArcsGE060	numDcoArcsGE065	numDcoArcsGE070	numDcoArcsGE075	numDcoArcsGE080	numDcoArcsGE085	numDcoArcsGE090	numDcoArcsGE095	numDcoArcsGE100	numDcoArcsGE120	numDcoArcsGE140	numDcoArcsGE160	numDcoArcsGE180	numDcoArcsGE200	numDcoArcsGE220	numDcoArcsGE240	numDcoArcsGE260	numDcoArcsGE280	numDcoArcsGE300	numDcoArcsGE350	numDcoArcsGE400	numDcoArcsGE450	numDcoArcsGE500	numDcoArcsGE550	numDcoArcsGE600	_
1237654880741294238	OK	lgspFitting_highErrPerLenForLongArc_1450.00|	unavailable	unavailable	Zwise	Swise	Swise	Swise	false	0.7502425374	15.73380882	-0.307658918	0.94936407	2.167824761	9	0.762933337	59.89314436	78.50377149	-0.3716438859	64.69573711	64.47530454	[129_129]	0.6065321336	0.00940359897	[47.78559986_7.1515244757.151524475_32.22420353]	0.8821238332	0.004109689974	0.5411764706	-711522.8397	1.027328647	127.1238498	127.6594208	false	false	false	false	120	101.083877	false	false	225.7529715	86.4048896	48.32867326	2	6	13	64.11808272	16.25656667	26.51484865	48.29583817	74.63081662	253.9284434	1731.188233	27	[13_14]	[1055.890518_675.2977159]	6348.97819	'agree'	16.39166147	-0.941870563	23.17004135	23.08310043	3.667410665	21.31911375	19.82694192	8.651409509	19.26011555	6.793364949	17.3606395	21.51122605	13.33097385	-16.25283277	18.04745345	-22.5976223	26.7765106	16.39166147	13.33097385	25.46552955	13.33097385	30.43745995	[16.39166147_13.33097385_26.7765106_18.04745345_10.19131622_30.43745995_25.46552955_14.30842096_21.32239201_34.76556548_33.8187191_28.56546153_26.65884145]	[253.9284434_225.7529715_99.97819222_86.4048896_69.47680812_65.33161637_59.37205804_56.7470614_48.32867326_30.68525461_24.91860191_18.70938043_16.25656667]	2	2	3	2	0.7744	6.3626	58.2064	35.7539	169.5000	135.0000	27	27	25	14	12	12	10	9	7	7	6	6	5	5	4	3	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	13	13	11	9	8	8	6	6	4	4	4	4	3	3	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	_
