SDSS_dr8objid	GZ_dr8objid
1237655744552632390	1237655744552632390
1237655744552829079	1237655744552829079
1237655744558596421	1237655744558596421
1237662236951904336	1237655745097564171
1237662236953805260	1237655745099465152
1237655748311318697	1237655748311318697
1237655748316823734	1237655748316823734
1237655748848910370	1237655748848910370
1237655748856054020	1237655748856054020
1237655749382701409	1237655749382701409
1237655749388468234	1237655749388468234
1237656908488048897	1237656238472626606
1237656494030193001	1237656240625484217
1237656494032289983	1237656240627581135
1237652942625833397	1237656241159471631
1237656494571847892	1237656241167139033
1237652942638022907	1237656241171661029
1237656495103213725	1237656241698504851
1237656495109898444	1237656241705189589
1237656495111536665	1237656241706827818
1237652943698264597	1237656242231902805
1237656495637397629	1237656242232688807
1237656495639101709	1237656242234392829
1237656495649784148	1237656242245075285
1237656496709435682	1237656243304661635
1237652944779477003	1237656243313115148
1237652944784720037	1237656243318423746
1237656494026719522	1237656494026719522
1237656494040350922	1237656494040350922
1237656494569947463	1237656494569947463
1237656494571454649	1237656494571454649
1237656494571913254	1237656494571913254
1237656495652405435	1237656495652405435
1237656496170008622	1237656496170008622
1237656496170795538	1237656496170795538
1237656496173810113	1237656496173810113
1237656496173810224	1237656496173810224
1237656496181412071	1237656496181412071
1237656496182985000	1237656496182985000
1237651310535770424	1237656528919593281
1237651312146842010	1237656530530664829
1237652933499093442	1237656532678214101
1237656536976261216	1237656536976261216
1237656538590150835	1237656538590150835
1237656538590806170	1237656538590806170
1237656538591854690	1237656538591854690
1237656539661009030	1237656539661009030
1237656563283525785	1237656563283525785
1237656563285360962	1237656563285360962
1237656563289489867	1237656563289489867
1237656563289817448	1237656563289817448
1237656563291062657	1237656563291062657
1237656563291390327	1237656563291390327
1237656563818889489	1237656563818889489
1237656563824656630	1237656563824656630
1237656563826360839	1237656563826360839
1237655747779625157	1237656563826884765
1237656563827343767	1237656563827343767
1237656563831144831	1237656563831144831
1237656564357005786	1237656564357005786
1237656564357595555	1237656564357595555
1237656564892107180	1237656564892107180
1237656564896563421	1237656564896563421
1237656564897808671	1237656564897808671
1237656564898594917	1237656564898594917
1237656564901740671	1237656564901740671
1237656565433565471	1237656565433565471
1237656567042539991	1237656567042539991
1237656567575937452	1237656567575937452
1237656567576396670	1237656567576396670
1237660025564823724	1237656568120148259
1237656569721585832	1237656569721585832
1237656895066931656	1237656895066931656
1237656906350461122	1237656906350461122
1237656906354655331	1237656906354655331
1237657232759062701	1237657069546897522
1237657232759849147	1237657069547684062
1237657232761028742	1237657069548798092
1237657233302618269	1237657070090453061
1237657234370789505	1237657071158558867
1237657234370855020	1237657071158624430
1237657234907005049	1237657071694774452
1237657234908840047	1237657071696609527
1237657234910281865	1237657071698116706
1237657241894780966	1237657117339680953
1237657242428965023	1237657117873864877
1237657242959544768	1237657118404444790
1237657243505066156	1237657118949966051
1237657606961168421	1237657119482839163
1237656906355900580	1237657189832261770
1237656906892640430	1237657190369067247
1237656906892902585	1237657190369329237
1237656907412537398	1237657190888898714
1237656907426693127	1237657190903054376
1237656907428397215	1237657190904758546
1237656907429970029	1237657190906396787
1237656907430559924	1237657190906986691
1237656907967037686	1237657191443464439
1237656907970117710	1237657191446478984
1237656908500828415	1237657191977255093
1237656909040320577	1237657192516681981
1237657220947640454	1237657220947640454
1237657220948099179	1237657220948099179
1237657241896091789	1237657241896091789
1237657241897795640	1237657241897795640
1237657242433224828	1237657242433224828
1237657243506573401	1237657243506573401
1237657243507163141	1237657243507163141
1237657400804704519	1237657400804704519
1237657400806277320	1237657400806277320
1237657400807325846	1237657400807325846
1237657401335021918	1237657401335021918
1237657233846435973	1237657586030346269
1237657234915000468	1237657587098910877
1237657589240299727	1237657589240299727
1237657589243314273	1237657589243314273
1237657589249015880	1237657589249015880
1237657589783462029	1237657589783462029
1237657401347407972	1237657590311616620
1237657590315352216	1237657590315352216
1237657590321381540	1237657590321381540
1237657590322298950	1237657590322298950
1237657590851240046	1237657590851240046
1237657590854058558	1237657590854058558
1237657590857269334	1237657590857269334
1237657590857597196	1237657590857597196
1237657590858252461	1237657590858252461
1237657590858514571	1237657590858514571
1237657590858776636	1237657590858776636
1237657591386931369	1237657591386931369
1237657591388045529	1237657591388045529
1237657591394467915	1237657591394467915
1237657591395516506	1237657591395516506
1237657591396433980	1237657591396433980
1237657591929438422	1237657591929438422
1237657591930880120	1237657591930880120
1237657591931470079	1237657591931470079
1237657402411581755	1237657593537429567
1237657594606649934	1237657594606649934
1237657594611761339	1237657594611761339
1237657594614382903	1237657594614382903
1237657770702078126	1237657594615758914
1237657595146797463	1237657595146797463
1237657771238817943	1237657595152433341
1237654626248688048	1237657595682030119
1237657595685830954	1237657595685830954
1237657595686027392	1237657595686027392
1237657595686092857	1237657595686092857
1237657402414399633	1237657606424887423
1237657402414727340	1237657606425215169
1237657402416693469	1237657606427181194
1237657244041085122	1237657606427443387
1237657606962282614	1237657606962282614
1237657606962806995	1237657606962806995
1237657606966935722	1237657606966935722
1237657607497318470	1237657607497318470
1237657607497384050	1237657607497384050
1237657607498957054	1237657607498957054
1237657607500202194	1237657607500202194
1237657608036745424	1237657608036745424
1237657608037269754	1237657608037269754
1237657608037531812	1237657608037531812
1237657608565162732	1237657608565162732
1237657608567062950	1237657608567062950
1237657608567914602	1237657608567914602
1237657608572895590	1237657608572895590
1237657608572895602	1237657608572895602
1237657608573419635	1237657608573419635
1237654626784051754	1237657609102033548
null	1237657609103671350
1237657609110094034	1237657609110094034
1237657609111732401	1237657609111732401
null	1237657610723786866
1237657610726539321	1237657610726539321
1237657610726932601	1237657610726932601
1237657610729750552	1237657610729750552
1237657610729881642	1237657610729881642
1237657770174644338	1237657611260067913
1237657611800215768	1237657611800215768
1237657611801002052	1237657611801002052
1237657611805261993	1237657611805261993
1237657612336758899	1237657612336758899
1237657612337217618	1237657612337217618
1237657612337676450	1237657612337676450
1237657613411156024	1237657613411156024
1237657613413449748	1237657613413449748
1237658192681959456	1237657627895202081
1237658192685039995	1237657627898347883
1237657875400228994	1237657627902017700
1237657627905032441	1237657627905032441
1237657875404357775	1237657627906146323
null	1237657627913289774
1237658192681173591	1237657628431352528
1237657628438233163	1237657628438233163
1237657628438560864	1237657628438560864
1237657628440592541	1237657628440592541
1237657628445900918	1237657628445900918
1237657628447211759	1237657628447211759
1237657628447473764	1237657628447473764
1237657628448391250	1237657628448391250
1237657628450291941	1237657628450291941
1237657628451209310	1237657628451209310
1237657628453437679	1237657628453437679
1237657628456058983	1237657628456058983
1237657628973531166	1237657628973531166
1237657628976152857	1237657628976152857
1237657628988997683	1237657628988997683
1237657629505618280	1237657629505618280
1237657629505815155	1237657629505815155
1237657629510861054	1237657629510861054
1237657629512827188	1237657629512827188
1237657629524885662	1237657629524885662
1237657629526851719	1237657629526851719
1237657630042161415	1237657630042161415
1237657630046945548	1237657630046945548
1237657630047797517	1237657630047797517
1237657630053826660	1237657630053826660
1237657630055596145	1237657630055596145
1237657630061822071	1237657630061822071
1237657400268226793	1237657630585716998
1237657630586634285	1237657630586634285
1237657630590238967	1237657630590238967
1237657630590370030	1237657630590370030
1237657630597185642	1237657630597185642
1237657630598758519	1237657630598758519
1237657633261879340	1237657633261879340
1237657221483790593	1237657633802354957
1237657634334441642	1237657634334441642
1237657222556483628	1237657634875047985
1237657222556680328	1237657634875244733
1237657769630302354	1237657769630302354
1237657769631809605	1237657769631809605
1237657769636331635	1237657769636331635
1237657770170056796	1237657770170056796
1237657770171891838	1237657770171891838
1237657770704437350	1237657770704437350
1237657770704568465	1237657770704568465
1237657770711121958	1237657770711121958
1237657611799298208	1237657770713874585
1237657771247337545	1237657771247337545
1237657771249500250	1237657771249500250
1237657771779424264	1237657771779424264
1237657771780669569	1237657771780669569
1237657771782635531	1237657771782635531
1237655107288170639	1237657772313411824
1237657879152689522	1237657773925597748
1237657627906998329	1237657773936410732
1237657774461747509	1237657774461747509
1237657774466072786	1237657774466072786
1237657774999404578	1237657774999404578
1237657775003926692	1237657775003926692
1237657775004516535	1237657775004516535
1237657775004844193	1237657775004844193
1237657775007334849	1237657775007334849
1237657775542436168	1237657775542436168
1237657776071770428	1237657776071770428
1237657241885999343	1237657776071901468
1237657241886130491	1237657776072032430
1237657776078848107	1237657776078848107
1237657776079438138	1237657776079438138
1237657400269668531	1237657776616571188
1237657855527813334	1237657851233763415
1237657855531155592	1237657855531155592
1237657855532269667	1237657855532269667
1237657856064618589	1237657856064618589
1237657856065077334	1237657856065077334
1237657856065994762	1237657856065994762
1237657856070582347	1237657856070582347
1237657856607387812	1237657856607387812
1237657856608960583	1237657856608960583
1237657856609943686	1237657856609943686
1237657857142882391	1237657857142882391
1237657857676345541	1237657857676345541
1237657857676738711	1237657857676738711
1237657857678639337	1237657857678639337
1237657857679687916	1237657857679687916
1237657857683423369	1237657857683423369
1237657858213544042	1237657858213544042
1237657858221670526	1237657858221670526
1237657873257988107	1237657873257988107
1237657873792172061	1237657873792172061
1237657874327601398	1237657874327601398
1237657874329763952	1237657874329763952
1237657874331598896	1237657874331598896
1237657874332123332	1237657874332123332
1237657874867093707	1237657874867093707
1237660562966119013	1237657877001142964
1237660636518416737	1237657877005009281
1237660344464310535	1237657877005664476
1237657878074884558	1237657878074884558
1237657878079144286	1237657878079144286
1237657878611100403	1237657878611100403
1237657878612672935	1237657878612672935
1237657878613721251	1237657878613721251
1237658191607366063	1237658191607366063
1237658192145154483	1237658192145154483
1237658192146137515	1237658192146137515
1237658192149872803	1237658192149872803
1237658192685433127	1237658192685433127
1237658192686219440	1237658192686219440
1237658205568762073	1237658201275105446
1237658205570138310	1237658201276416250
1237658203419640051	1237658203419640051
1237658203421147337	1237658203421147337
1237658203422130202	1237658203422130202
1237658203424555166	1237658203424555166
1237658203425472585	1237658203425472585
1237658203429470338	1237658203429470338
1237658203430125695	1237658203430125695
1237658203431174321	1237658203431174321
1237658203431895161	1237658203431895161
1237658203432943880	1237658203432943880
1237658203442380932	1237658203442380932
1237658203449065634	1237658203449065634
1237658203964375176	1237658203964375176
1237658203967914111	1237658203967914111
1237658203969880228	1237658203969880228
1237658203970994385	1237658203970994385
1237658203974271096	1237658203974271096
1237658203975844003	1237658203975844003
1237658203976695965	1237658203976695965
1237658203978072155	1237658203978072155
1237658204493250744	1237658204493250744
1237658204493840431	1237658204493840431
1237658204497641650	1237658204497641650
1237658204502556786	1237658204502556786
1237658204503539910	1237658204503539910
1237658204505309283	1237658204505309283
1237658204509175899	1237658204509175899
1237658204511928510	1237658204511928510
1237658204512649304	1237658204512649304
1237658204517695685	1237658204517695685
1237658204522283123	1237658204522283123
1237658204524314718	1237658204524314718
1237658205028417794	1237658205028417794
1237658205034315851	1237658205034315851
1237658205037265041	1237658205037265041
1237658205038051448	1237658205038051448
1237658205045260329	1237658205045260329
1237658205048012822	1237658205048012822
1237658205051224147	1237658205051224147
1237658205051945109	1237658205051945109
1237658205054304414	1237658205054304414
1237658205573939256	1237658205573939256
1237658205575708737	1237658205575708737
1237658205577674925	1237658205577674925
1237658205582262523	1237658205582262523
1237658205583179783	1237658205583179783
1237658205583376614	1237658205583376614
1237658205588815878	1237658205588815878
1237658205591634069	1237658205591634069
1237658205595041863	1237658205595041863
1237658206115922019	1237658206115922019
1237658206116774008	1237658206116774008
1237658206120312945	1237658206120312945
1237658206120312954	1237658206120312954
1237654602636329098	1237658297918881886
1237654606934835208	1237658297922551842
1237658297922683110	1237658297922683110
1237654602088448053	1237658298444677488
1237658298448150783	1237658298448150783
1237658298461192337	1237658298461192337
1237658298982072840	1237658298982072840
1237658298984497426	1237658298984497426
1237658298985677204	1237658298985677204
1237658298994196681	1237658298994196681
1237658298998325342	1237658298998325342
1237658298999963768	1237658298999963768
1237658299519992384	1237658299519992384
1237658299523858722	1237658299523858722
1237658299527659664	1237658299527659664
1237658300064137401	1237658300064137401
1237658300069249037	1237658300069249037
1237658300069249040	1237658300069249040
1237660411572978105	1237658300595634668
1237660411573436656	1237658300596158672
1237658491723645157	1237658300598321383
1237660411040760036	1237658300600352790
1237660582831915089	1237658300603433126
1237658302205984915	1237658302205984915
1237658302206705696	1237658302206705696
1237658302740824190	1237658302740824190
1237658302742986909	1237658302742986909
1237658303276515550	1237658303276515550
1237658303277564100	1237658303277564100
1237658303817646244	1237658303817646244
1237658303817842927	1237658303817842927
1237658304350388362	1237658304350388362
1237658304355041474	1237658304355041474
1237658304889487581	1237658304889487581
1237658304891715674	1237658304891715674
1237658310794346589	1237658310794346589
1237658310794412217	1237658310794412217
1237658311332266102	1237658311332266102
1237658311869792332	1237658311869792332
1237658312939798567	1237658312939798567
1237658313478045752	1237658313478045752
1237658313479618660	1237658313479618660
1237654602090086747	1237658422465462751
1237658422487744578	1237658422487744578
1237658423018520684	1237658423018520684
1237658423023239323	1237658423023239323
1237658423546216587	1237658423546216587
1237658423548641497	1237658423548641497
1237658423550804028	1237658423550804028
1237658423551590565	1237658423551590565
1237658423557816441	1237658423557816441
1237658423561617504	1237658423561617504
1237658424075813067	1237658424075813067
1237658424095342685	1237658424095342685
1237658424095342740	1237658424095342740
1237658424097571057	1237658424097571057
1237658424622907599	1237658424622907599
1237660582832046085	1237658425159516276
1237658491199750303	1237658425167315042
1237658425171116053	1237658425171116053
1237658491198832772	1237658491198832772
1237658491202306114	1237658491202306114
1237658491207221324	1237658491207221324
1237658491208400968	1237658491208400968
1237658491209056431	1237658491209056431
1237658491731706039	1237658491731706039
1237658491739111430	1237658491739111430
null	1237658491750121570
1237658492262416579	1237658492262416579
1237658492277686426	1237658492277686426
1237658492278276204	1237658492278276204
1237658492280897661	1237658492280897661
1237658492284960856	1237658492284960856
1237658492285157516	1237658492285157516
1237658492798238960	1237658492798238960
1237658492800729233	1237658492800729233
1237658492805185659	1237658492805185659
null	1237658492808855558
1237658492809511086	1237658492809511086
1237658492814950582	1237658492814950582
1237658492816261172	1237658492816261172
1237658493333733518	1237658493333733518
1237658493335503110	1237658493335503110
1237658493345988693	1237658493345988693
1237658493351035192	1237658493351035192
1237658493352083595	1237658493352083595
1237658493352411207	1237658493352411207
1237658493352738993	1237658493352738993
1237658493352739053	1237658493352739053
1237658493353001069	1237658493353001069
1237658493354377304	1237658493354377304
1237658493354704942	1237658493354704942
1237658493355884588	1237658493355884588
1237658493879910465	1237658493879910465
1237658493881090172	1237658493881090172
1237658493884235897	1237658493884235897
1237658493884956823	1237658493884956823
1237658493887709286	1237658493887709286
1237658493890265125	1237658493890265125
1237658493891903500	1237658493891903500
1237658493892231254	1237658493892231254
1237658493893607529	1237658493893607529
1237654400766836837	1237658608222011488
1237655107840835649	1237658609293066392
1237661417668280395	1237658609829019750
1237655368750792812	1237658609830723716
1237651272973811802	1237658609833410759
1237658611446775895	1237658611446775895
1237658611447038017	1237658611447038017
1237658611977748656	1237658611977748656
1237658611979321443	1237658611979321443
1237657873797480555	1237658612513570923
1237658612514029575	1237658612514029575
1237658612514029731	1237658612514029731
1237658612521369739	1237658612521369739
1237657874334416990	1237658613050572806
1237658613590065209	1237658613590065209
1237658613595111509	1237658613595111509
1237658614127984770	1237658614127984770
1237661948644950168	1237658628621664427
1237661813350072467	1237658630769672321
1237658800418914456	1237658800418914456
1237658800429924474	1237658800429924474
1237658800430514224	1237658800430514224
1237658800961159186	1237658800961159186
1237658800961683626	1237658800961683626
1237658800961814661	1237658800961814661
1237658801494884499	1237658801494884499
1237658801496784953	1237658801496784953
1237658801498292281	1237658801498292281
1237658801498620065	1237658801498620065
1237658801499144353	1237658801499144353
1237658801501962411	1237658801501962411
1237658802043617423	1237658802043617423
1237658802572361900	1237658802572361900
1237658802573213869	1237658802573213869
1237658802573476009	1237658802573476009
1237658802574590185	1237658802574590185
1237658802575245483	1237658802575245483
1237658802580357208	1237658802580357208
1237659120395747419	1237658802581995600
1237658803106742412	1237658803106742412
1237658803109232770	1237658803109232770
1237658803109560429	1237658803109560429
1237658803109757300	1237658803109757300
1237658803112247440	1237658803112247440
1237658803116179514	1237658803116179514
1237658916385914968	1237658916385914968
1237659131130478696	1237658916386570346
1237658916921081877	1237658916921081877
1237658916921081879	1237658916921081879
1237659131667742862	1237658916923834489
1237657590323150942	1237658917455921288
1237658917995872393	1237658917995872393
1237658917996789984	1237658917996789984
1237659118248788024	1237659118248788024
1237659119324168284	1237659119324168284
1237659119329804440	1237659119329804440
1237659119334326492	1237659119334326492
1237659119862284420	1237659119862284420
1237659119868117059	1237659119868117059
1237659119869296830	1237659119869296830
1237659120399810687	1237659120399810687
1237659120399941635	1237659120399941635
1237659120405578035	1237659120405578035
1237659120936157214	1237659120936157214
1237659131134214358	1237659131134214358
1237659131134738554	1237659131134738554
1237659131681505473	1237659131681505473
1237659132207104155	1237659132207104155
1237659132209070277	1237659132209070277
1237659132211036238	1237659132211036238
1237659132746399878	1237659132746399878
1237659132746858575	1237659132746858575
1237659132749611173	1237659132749611173
1237659132751577102	1237659132751577102
1237659132751642708	1237659132751642708
1237659132753936679	1237659132753936679
1237659133287465091	1237659133287465091
1237659145631891601	1237659145631891601
1237659146169680125	1237659146169680125
1237659146705698884	1237659146705698884
1237659149384483029	1237659149384483029
1237659149923975236	1237659149923975236
1237659150997127314	1237659150997127314
1237662500015964573	1237659152614556220
1237659153148150176	1237659153148150176
1237659153682530703	1237659153682530703
1237659132756426844	1237659154217042015
1237659154217894157	1237659154217894157
1237659120939630696	1237659161198133415
1237659120941006856	1237659161199509518
1237659120942711001	1237659161201213735
1237659133291593979	1237659161201672552
1237659133293363599	1237659161203507667
1237659133293953231	1237659161204097324
1237659161733824717	1237659161733824717
1237659161738543364	1237659161738543364
1237661386541957221	1237659161738870899
1237659161739919574	1237659161739919574
1237659161739985086	1237659161739985086
1237659161740902730	1237659161740902730
1237659161742803300	1237659161742803300
1237659162274299971	1237659162274299971
1237659162280919298	1237659162280919298
1237659162813595823	1237659162813595823
1237659162815758447	1237659162815758447
1237659163344175391	1237659163344175391
1237659163345551369	1237659163345551369
1237659163346403557	1237659163346403557
1237659163347255502	1237659163347255502
1237659163347583110	1237659163347583110
1237659163351580818	1237659163351580818
1237659163880456285	1237659163880456285
1237659163880456439	1237659163880456439
null	1237659324418555996
1237661388153225732	1237659324418556303
1237659163353743687	1237659324422160879
1237658311335084196	1237659324941402253
1237659324942647478	1237659324942647478
1237659324945334467	1237659324945334467
1237659324946710628	1237659324946710628
1237659324953460779	1237659324953460779
1237659324955426909	1237659324955426909
1237659324957327379	1237659324957327379
1237659324960669958	1237659324960669958
1237659325481943237	1237659325481943237
1237659325483122828	1237659325483122828
1237659325483647185	1237659325483647185
1237659325484761253	1237659325484761253
1237659325492035674	1237659325492035674
1237659325496033602	1237659325496033602
1237659326016716873	1237659326016716873
1237659326021107787	1237659326021107787
1237659326022615342	1237659326022615342
1237659326024974518	1237659326024974518
1237659326025433129	1237659326025433129
1237659326030348596	1237659326030348596
1237659326033559691	1237659326033559691
1237659326552539333	1237659326552539333
1237659326555095204	1237659326555095204
1237659326555357328	1237659326555357328
1237659326557061189	1237659326557061189
1237659326558830874	1237659326558830874
1237659326562369698	1237659326562369698
1237659326565580841	1237659326565580841
1237659326569644393	1237659326569644393
1237655373579682172	1237659326572462638
1237659327096422600	1237659327096422600
1237655472356065569	1237659327101534390
1237655373574045733	1237659327103696926
1237655373577585085	1237659327107236220
1237659329236631664	1237659329236631664
1237659329239253111	1237659329239253111
1237659330310635737	1237659330310635737
1237659330314829940	1237659330314829940
1237659330318041384	1237659330318041384
1237659330848686169	1237659330848686169
1237655347281789131	1237659331384967314
null	1237659896173232171
1237651299261088071	1237659897783517644
1237651299262267815	1237659897784697361
1237659753923870904	1237660024520638678
1237659753924657250	1237660024521425160
1237659753927082188	1237660024523849987
1237660025031819567	1237660025031819567
1237659756074959048	1237660241386078396
1237657233841782790	1237660339090030669
1237660343389978981	1237660343389978981
1237660343392862366	1237660343392862366
1237660343400464494	1237660343400464494
1237660343400595593	1237660343400595593
1237660343401119920	1237660343401119920
1237660343925997780	1237660343925997780
1237660343928225849	1237660343928225849
1237660343929340127	1237660343929340127
1237660343930585344	1237660343930585344
1237660344461689187	1237660344461689187
1237657873780113570	1237660344997052795
1237660412111618152	1237660412111618152
1237660412115288322	1237660412115288322
1237660412650389762	1237660412650389762
1237660413189292185	1237660413189292185
1237660582835585173	1237660582835585173
1237660583367868440	1237660583367868440
1237660583368720476	1237660583368720476
1237660584445149283	1237660584445149283
1237660584978546854	1237660584978546854
1237660585520332885	1237660585520332885
1237660613437882484	1237660613437882484
1237660614513131530	1237660614513131530
1237660634391707670	1237660634391707670
1237660634924449909	1237660634924449909
1237660634926678156	1237660634926678156
1237660635459027093	1237660635459027093
1237660635460862058	1237660635460862058
1237660635460862076	1237660635460862076
1237660635462107159	1237660635462107159
1237660635983184083	1237660635983184083
1237660635996291172	1237660635996291172
1237660635998126326	1237660635998126326
1237660636533031076	1237660636533031076
1237660636537159778	1237660636537159778
1237658191077703781	1237660637060923409
1237660637075865646	1237660637075865646
1237660669280321660	1237660669280321660
1237660669281370268	1237660669281370268
1237660669805854739	1237660669805854739
1237660669808935010	1237660669808935010
1237660669809197290	1237660669809197290
1237660669811359950	1237660669811359950
1237660669815357578	1237660669815357578
1237660669815685290	1237660669815685290
1237660669819355274	1237660669819355274
1237660670353604870	1237660670353604870
1237660670886543394	1237660670886543394
1237660670889689147	1237660670889689147
1237660670894211210	1237660670894211210
1237660671429902353	1237660671429902353
1237660671429902544	1237660671429902544
1237660671430754375	1237660671430754375
1237660671431868495	1237660671431868495
1237660763233648767	1237660763233648767
1237660771808510021	1237660763235156024
1237660764299526417	1237660764299526417
1237660764303130768	1237660764303130768
1237660764839674050	1237660764839674050
1237660765366715154	1237660765366715154
1237660765372678326	1237660765372678326
1237660765373792532	1237660765373792532
1237660765374185669	1237660765374185669
1237660634908000578	1237660765908893968
1237660342855991506	1237660765911580891
1237660772346429658	1237660772346429658
1237660774493061147	1237660774493061147
1237651701378777234	1237660935553941705
1237651702452453451	1237660936627617911
1237661125609980305	1237660956495708618
1237660958644633650	1237660958644633650
1237660634910621903	1237660959184650430
1237660961324859410	1237660961324859410
1237660962401157417	1237660962401157417
1237660342860185781	1237660963477127332
1237658493331243291	1237661063870611807
1237661063875133463	1237661063875133463
1237658493873225847	1237661063875723426
1237661063877886169	1237661063877886169
1237661063880179720	1237661063880179720
1237661064404271423	1237661064404271423
1237661064404599372	1237661064404599372
1237661064409579626	1237661064409579626
1237661064412791042	1237661064412791042
1237661064417181787	1237661064417181787
1237661949168517245	1237661064419213378
1237661064947826964	1237661064947826964
1237661064949989522	1237661064949989522
1237661064952480026	1237661064952480026
1237664285629678309	1237661066014360201
1237664285629809279	1237661066014491176
1237664285631512899	1237661066016129586
1237661068701991208	1237661066017702442
1237661068702449928	1237661066018161125
1237664286168777250	1237661066553458821
1237661069239714212	1237661066555490689
1237660670882545887	1237661068167479694
1237661066024452293	1237661068171805067
null	1237661068175278274
1237660671427477629	1237661068175605984
1237661951316459678	1237661068177637476
1237661951318294676	1237661068179472527
1237661068189302966	1237661068189302966
1237661068705202250	1237661068705202250
1237661068709134354	1237661068709134354
1237661068715098354	1237661068715098354
1237661068715360470	1237661068715360470
1237661068724011075	1237661068724011075
1237661068725714969	1237661068725714969
1237661068725715146	1237661068725715146
1237661069240435001	1237661069240435001
1237661069243449478	1237661069243449478
1237661069245874290	1237661069245874290
1237661069249282052	1237661069249282052
1237661069249675389	1237661069249675389
1237661069249871911	1237661069249871911
1237661069252165847	1237661069252165847
1237661069253738658	1237661069253738658
1237661069260685486	1237661069260685486
1237661069262586021	1237661069262586021
1237661069773964006	1237661069773964006
1237661069774553502	1237661069774553502
1237661069774750339	1237661069774750339
1237661069777633323	1237661069777633323
1237661069781500050	1237661069781500050
1237661069787201639	1237661069787201639
1237661069788774548	1237661069788774548
1237661069789691921	1237661069789691921
1237661069792313507	1237661069792313507
1237661069792903355	1237661069792903355
1237661069793951911	1237661069793951911
1237661069794934938	1237661069794934938
1237661070324007174	1237661070324007174
1237661070326300761	1237661070326300761
1237661070328332462	1237661070328332462
1237661070329512094	1237661070329512094
1237661070332067851	1237661070332067851
1237661070333706326	1237661070333706326
1237661070865072245	1237661070865072245
1237661070865727666	1237661070865727666
1237661070868152410	1237661070868152410
1237661086414864537	1237661086414864537
1237661086420173134	1237661086420173134
1237661086424105085	1237661086424105085
1237661086952915118	1237661086952915118
1237661086958092535	1237661086958092535
1237661086958354567	1237661086958354567
1237661087493194082	1237661087493194082
1237661087493390815	1237661087493390815
1237661087497322594	1237661087497322594
1237660764294283872	1237661088026788369
1237660764295397848	1237661088027902439
1237660957032120395	1237661088028295176
1237660957034086707	1237661088030261437
1237661124539384041	1237661124539384041
1237661125071077785	1237661125071077785
1237661125071601994	1237661125071601994
1237661125076254878	1237661125076254878
1237661125606572630	1237661125606572630
1237661125611618393	1237661125611618393
1237661125615354038	1237661125615354038
1237661136885252191	1237661136885252191
1237661137417339004	1237661137417339004
1237661137424416950	1237661137424416950
1237661137958994007	1237661137958994007
1237661137962139735	1237661137962139735
1237661138493374611	1237661138493374611
1237661139030245508	1237661139030245508
1237661139030573178	1237661139030573178
1237661139030900758	1237661139030900758
1237661139032866977	1237661139032866977
1237661150309515472	1237661150309515472
1237661151915933874	1237661151915933874
1237661211511619626	1237661211511619626
1237661212044034257	1237661212044034257
1237661212044951562	1237661212044951562
1237661416056946822	1237661351632437412
1237661416592900183	1237661352168390773
1237661417128853556	1237661352704344116
1237661417131737150	1237661352707227721
1237661418203119767	1237661353778610363
1237661418204758083	1237661353780248665
1237661355928649852	1237661355928649852
1237660342866477193	1237661356461457578
1237661356464799823	1237661356464799823
1237661356465979508	1237661356465979508
1237661356468600985	1237661356468600985
1237661356470763634	1237661356470763634
1237661357000360101	1237661357000360101
1237661357001670798	1237661357001670798
1237661357002391657	1237661357002391657
1237661357006782622	1237661357006782622
1237661357538279499	1237661357538279499
1237661357538345073	1237661357538345073
1237661357541818494	1237661357541818494
1237661357543915610	1237661357543915610
1237660635994128533	1237661358071283829
1237661358075150506	1237661358075150506
1237661358079737958	1237661358079737958
1237660345013436557	1237661358608416906
1237661358609531036	1237661358609531036
1237661358619754625	1237661358619754625
1237661360225452083	1237661360225452083
1237661360760815785	1237661360760815785
1237661360762323098	1237661360762323098
1237661360767434963	1237661360767434963
1237661360769269975	1237661360769269975
1237661360769597652	1237661360769597652
1237661357008814230	1237661361294082177
1237661357008879677	1237661361294147632
1237661361297096868	1237661361297096868
1237661361299718250	1237661361299718250
1237661357547913316	1237661361833181279
1237661361834361001	1237661361834361001
1237661358084587590	1237661362369855564
1237661362371625064	1237661362371625064
1237661362376278238	1237661362376278238
1237661362376998941	1237661362376998941
1237661362377982145	1237661362377982145
null	1237661381697798288
1237664670044979256	1237661381701074999
1237661381702647942	1237661381702647942
1237664670047797339	1237661381703893047
1237661085886841086	1237661382230409520
1237661085887365209	1237661382230933525
1237661382235652124	1237661382235652124
1237661382236110866	1237661382236110866
1237661382240305308	1237661382240305308
1237661382240698483	1237661382240698483
1237661382771671118	1237661382771671118
1237661382773244083	1237661382773244083
null	1237661382773440633
1237661382773702901	1237661382773702901
1237661382776062136	1237661382776062136
1237661382777503816	1237661382777503816
null	1237661383312736335
1237661383314702493	1237661383314702493
1237661383843905699	1237661383843905699
1237661383845150935	1237661383845150935
1237661383845347566	1237661383845347566
1237661383851835541	1237661383851835541
1237660763764949155	1237661384377827491
1237660960790020250	1237661384378417320
1237661384386609282	1237661384386609282
1237661384387723510	1237661384387723510
1237661384388444199	1237661384388444199
null	1237661384388771901
1237661385991192761	1237661385991192761
1237661385991258206	1237661385991258206
1237661386001088573	1237661386001088573
1237659120943366288	1237661386004955435
1237661386528784541	1237661386528784541
1237661386534879289	1237661386534879289
1237661386540187877	1237661386540187877
