SDSS_dr8objid	GZ_dr8objid
1237661386543399170	1237661386543399170
1237657611806244983	1237661387062837385
1237661387071029426	1237661387071029426
1237661387072143530	1237661387072143530
1237661387076796545	1237661387076796545
1237661387078107358	1237661387078107358
1237661387081318719	1237661387081318719
1237661387084267960	1237661387084267960
1237661387603837155	1237661387603837155
1237661387604951163	1237661387604951163
1237661387606196388	1237661387606196388
1237661387611373736	1237661387611373736
1237661387616682239	1237661387616682239
1237661387619827966	1237661387619827966
1237661388139331744	1237661388139331744
1237661388141363348	1237661388141363348
1237661388146540564	1237661388146540564
1237661388149227687	1237661388149227687
1237657613416202362	1237661388672794729
1237661388676464709	1237661388676464709
1237659148312051837	1237661388680986787
1237659329240826050	1237661388689506406
1237659325500227731	1237661388698026223
1237661416058978509	1237661416058978509
1237661416060420292	1237661416060420292
1237661416065400958	1237661416065400958
1237661416596308048	1237661416596308048
1237661416600240294	1237661416600240294
1237661417135407271	1237661417135407271
1237661417141567622	1237661417141567622
1237661417142878263	1237661417142878263
1237661417673916574	1237661417673916574
1237661417676865600	1237661417676865600
1237661418206330975	1237661418206330975
1237661418749755490	1237661418749755490
1237661418750542003	1237661418750542003
1237660634392690740	1237661433233801264
1237661433242845377	1237661433242845377
1237661433244549221	1237661433244549221
1237661433772310697	1237661433772310697
1237661433774145666	1237661433774145666
1237661433775128750	1237661433775128750
1237661433781551174	1237661433781551174
1237661463835181160	1237661433785090276
1237661434314752138	1237661434314752138
1237661434316259504	1237661434316259504
1237661434317045798	1237661434317045798
1237661434321043685	1237661434321043685
1237661434852540620	1237661434852540620
1237661434855227554	1237661434855227554
1237661434857259123	1237661434857259123
1237660636539977922	1237661435381088532
1237661435385741344	1237661435385741344
1237661435385872563	1237661435385872563
1237661435385872674	1237661435385872674
1237661435389280488	1237661435389280488
1237661435390066760	1237661435390066760
1237661435391574116	1237661435391574116
1237661435391967294	1237661435391967294
1237661435392295157	1237661435392295157
1237661435920646302	1237661435920646302
1237661435923333279	1237661435923333279
1237661209897074999	1237661435928576099
1237661463300145395	1237661463300145395
1237661874030248099	1237661463300735386
1237661463304339639	1237661463304339639
1237662620800516386	1237661463306568027
1237661463836754073	1237661463836754073
1237661463841669377	1237661463841669377
1237661463841669408	1237661463841669408
1237661463842455568	1237661463842455568
1237661463842521123	1237661463842521123
1237661463845405156	1237661463845405156
1237661463848616163	1237661463848616123
1237661464374608070	1237661464374608070
1237661464377426181	1237661464377426181
1237661464384045704	1237661464384045704
1237661464909774973	1237661464909774973
1237661464909971628	1237661464909971628
1237661464912789691	1237661464912789691
1237661464915935525	1237661464915935525
1237661464916197674	1237661464916197674
1237661464916394269	1237661464916394269
1237661464917442930	1237661464917442930
1237661464917704936	1237661464917704936
1237661464922095728	1237661464922095728
1237661465447432231	1237661465447432231
1237661465447694553	1237661465447694553
1237661465457459701	1237661465457459701
1237662473154986124	1237661465987055674
1237662503222771926	1237661465990070679
1237662473697362031	1237661465992626207
1237662503764296205	1237661465994789217
1237662503764492724	1237661465994985718
1237661811202195629	1237661811202195629
1237661811729760293	1237661811729760293
1237661811737952367	1237661811737952367
1237661812271546567	1237661812271546567
1237661812274036810	1237661812274036810
1237661812808548417	1237661812808548417
1237661812810383576	1237661812810383576
1237661813340635251	1237661813340635251
1237661813343322247	1237661813343322247
1237661813345222780	1237661813345222780
1237661813345550444	1237661813345550444
1237661813348958318	1237661813348958318
1237661813877309487	1237661813877309487
1237661813880258640	1237661813880258640
1237661816025317520	1237661816025317520
1237661817096568982	1237661817096568982
1237661817634291814	1237661817634291814
1237661817634947202	1237661817634947202
1237661817639141537	1237661817639141537
1237661849853689998	1237661849853689998
1237661849857949727	1237661849857949727
1237661849862996076	1237661849862996076
1237661849867452552	1237661849867452552
1237661850385645747	1237661850385645747
1237661850393641045	1237661850393641045
1237661850395476104	1237661850395476104
1237661850396000326	1237661850396000326
1237661850404651143	1237661850404651143
1237661850406944913	1237661850406944913
1237661850412777561	1237661850412777561
1237661850413301931	1237661850413301931
1237661850920943798	1237661850920943798
1237661850924679300	1237661850924679300
1237661850925531218	1237661850925531218
1237661850926186623	1237661850926186623
1237661850926776465	1237661850926776465
1237661850932871310	1237661850932871310
1237661850936606846	1237661850936606846
1237661850937655387	1237661850937655387
1237661850946961603	1237661850946961603
1237661850949582960	1237661850949582960
1237661851472363656	1237661851472363656
1237661851478523953	1237661851478523953
1237661851478589567	1237661851478589567
1237661851482915048	1237661851482915048
1237661851487764623	1237661851487764623
1237661851996782823	1237661851996782823
1237661851996979457	1237661851996979457
1237661852004843683	1237661852004843683
1237661852010676372	1237661852010676372
1237661852019720344	1237661852019720344
1237661355928387667	1237661852537782458
1237661852544073800	1237661852544073800
1237661852549447774	1237661852549447774
1237661871326756971	1237661871326756971
1237661871327674593	1237661871327674593
1237661871857336413	1237661871857336413
1237661871857729632	1237661871857729632
1237661871865331782	1237661871865331782
1237661871872016534	1237661871872016534
1237661871873196070	1237661871873196070
1237661872393617505	1237661872393617505
1237661872397222099	1237661872397222099
1237661872399450246	1237661872399450246
1237661872400957510	1237661872400957510
1237661872402333806	1237661872402333806
1237661872405348482	1237661872405348482
1237661872413278349	1237661872413278349
1237661872420421700	1237661872420421700
1237661872931012745	1237661872931012745
1237661872937042089	1237661872937042089
1237661872941301884	1237661872941301884
1237661872942153825	1237661872942153825
1237661873467490423	1237661873467490423
1237661873467687070	1237661873467687070
1237661873470046285	1237661873470046285
1237661873472798738	1237661873472798738
1237661873478828168	1237661873478828168
1237661873479483496	1237661873479483496
1237661873481318442	1237661873481318442
1237661873481908367	1237661873481908367
1237661873491279966	1237661873491279966
1237661874017009703	1237661874017009703
1237661874018582711	1237661874018582711
1237661874020221047	1237661874020221047
1237661874028806242	1237661874028806242
1237660671421841538	1237661922868134028
1237661923405398112	1237661923405398112
null	1237661923405791480
1237661923942268978	1237661923942268977
1237661948645081150	1237661948645081150
1237661949170548850	1237661949170548850
1237661949175988493	1237661949175988493
1237661949178216472	1237661949178216472
1237661949178609846	1237661949178609846
1237661949188243644	1237661949188243644
1237661949188964505	1237661949188964505
1237661949195124770	1237661949195124770
1237661949197877429	1237661949197877429
1237661949705912376	1237661949705912376
1237661949714104629	1237661949714104629
1237661949721772048	1237661949721772048
1237661949726884009	1237661949726884009
1237661949727866994	1237661949727866994
1237661949729702285	1237661949729702285
1237661949730357364	1237661949730357364
1237661949730422942	1237661949730422942
1237661949732782298	1237661949732782298
1237661949733896485	1237661949733896485
1237661949735796849	1237661949735796849
1237661949736714543	1237661949736714543
1237661949739597973	1237661949739597973
1237661950246125846	1237661950246125846
1237661950247633024	1237661950247633024
1237661950251565153	1237661950251565153
1237661950259101831	1237661950259101831
1237661950260215832	1237661950260215832
1237661950263099605	1237661950263099605
1237661950266900673	1237661950266900673
1237661950272012547	1237661950272012547
1237661950277976520	1237661950277976520
1237661950790467657	1237661950790467657
1237661950790926377	1237661950790926377
1237661950792958031	1237661950792958031
1237661950796235017	1237661950796235017
1237661950798790731	1237661950798790731
1237661950802133206	1237661950802133206
1237661950803312795	1237661950803312795
1237661950808752330	1237661950808752330
1237661951326093373	1237661951326093373
1237661951327010972	1237661951327010972
1237661951332515938	1237661951332515938
1237661951335071946	1237661951335071946
1237661951335596204	1237661951335596204
1237661951338348884	1237661951338348884
1237662528996901148	1237661951345230055
1237657627921940492	1237661957219745834
1237658206130864281	1237661957225185497
1237657628458942581	1237661957756813408
1237661957757862032	1237661957757862032
1237661957758517359	1237661957758517359
1237661957760876659	1237661957760876659
1237661957760876710	1237661957760876710
1237661957763235985	1237661957763235985
1237661957763825704	1237661957763825704
1237657628995682447	1237661958293553277
1237661958294929529	1237661958294929529
1237661958297419781	1237661958297419781
1237661958299648138	1237661958299648138
1237661958300500059	1237661958300500059
1237661958833242309	1237661958833242309
1237661958833897603	1237661958833897603
1237657630068637721	1237661959366443256
1237657630069096584	1237661959366901906
1237657630069293186	1237661959367098583
1237661959374110853	1237661959374110853
1237661959904952458	1237661959904952458
1237661965820166272	1237661965820166272
1237661965821608177	1237661965821608177
1237661966352515187	1237661966352515187
1237661966896201812	1237661966896201812
1237661967426519178	1237661967426519178
1237661967435104450	1237661967435104450
1237661967960309918	1237661967960309918
1237661967963783262	1237661967963783262
1237661968498819222	1237661968498819222
1237661968502685784	1237661968502685784
1237661968507273271	1237661968507273271
1237661968507797551	1237661968507797551
1237661970106155062	1237661970106155062
1237654881803501635	1237661970117623859
1237658298464075949	1237661970640928906
1237661970655608981	1237661970655608981
1237661970659278996	1237661970659278996
1237661971185336496	1237661971185336496
1237661971186516268	1237661971186516268
1237661971192086776	1237661971192086776
1237661971196477454	1237661971196477454
1237661971716178002	1237661971716178002
1237661971725418666	1237661971725418666
1237661971733610701	1237661971733610701
1237661972254359701	1237661972254359701
1237661972255801520	1237661972255801520
1237661972256325802	1237661972256325802
1237661972259733658	1237661972259733658
1237661972268581052	1237661972268581052
1237661972793786479	1237661972793786479
1237661972799750254	1237661972799750254
1237661972802306265	1237661972802306265
1237661972807155834	1237661972807155834
1237661975474602050	1237661975474602050
1237661975475191922	1237661975475191922
1237661976011276460	1237661976011276460
1237661977084035257	1237661977084035257
1237661977084493935	1237661977084493935
1237662193454678182	1237662193454678182
1237662193463460008	1237662193463460008
1237662193984143522	1237662193984143522
1237662193984274535	1237662193984274535
1237662193984602142	1237662193984602142
1237662193985323157	1237662193985323157
1237662193987747953	1237662193987747953
1237662193988862019	1237662193988862019
1237662193989517340	1237662193989517340
1237662193991090294	1237662193991090294
1237662193995939938	1237662193995939938
1237662194526650489	1237662194526650489
1237662194526781661	1237662194526781661
1237662194533466243	1237662194533466243
1237662194535039120	1237662194535039120
1237662194535760021	1237662194535760021
1237662194536939592	1237662194536939592
1237662194538643636	1237662194538643636
1237662194540347457	1237662194540347457
1237662194541133862	1237662194541133862
1237662195057950790	1237662195057950790
1237662195061620944	1237662195061620944
1237662195061686313	1237662195061686313
1237662195070074965	1237662195070074965
1237662195595542644	1237662195595542644
1237662195596197973	1237662195596197973
1237662195598229645	1237662195598229645
1237662195612647601	1237662195612647601
1237662196135428270	1237662196135428270
1237662196138049750	1237662196138049750
1237662196143882397	1237662196143882397
1237662238558912550	1237662197747023988
1237662238559436992	1237662197747548414
1237662238560616503	1237662197748728074
1237662238026432789	1237662197751415197
1237662238026432937	1237662197751480695
1237662198276685864	1237662198276685864
1237662198280814889	1237662198280814889
1237662198283370504	1237662198283370504
1237662198283633002	1237662198283633002
1237662238563696868	1237662198288744612
1237662198814671043	1237662198814671043
1237662198817882224	1237662198817882224
1237662198817947903	1237662198817947903
1237662198818341151	1237662198818341151
1237662198818406410	1237662198818406410
1237662198823649660	1237662198823649660
1237662198823911677	1237662198823911677
1237662199350362301	1237662199350362301
1237662199357505705	1237662199357505705
1237662199357571204	1237662199357571204
1237662199358750987	1237662199358750987
1237662199359799578	1237662199359799578
1237662199362290046	1237662199362290046
1237662199889002762	1237662199889002762
1237662199893655714	1237662199893655714
1237662199897063779	1237662199897063779
1237662199897981218	1237662199897981218
1237662533283807465	1237662200432492804
1237662223532490801	1237662223532490801
1237662223535898870	1237662223535898870
1237662223536685186	1237662223536685186
1237662223541076108	1237662223541076108
1237664854719463530	1237662223543107709
null	1237662223544352954
1237662224055795752	1237662224055795752
1237662224069886045	1237662224069886045
1237662224071721016	1237662224071721016
1237662224076046407	1237662224076046407
1237662224078733510	1237662224078733510
1237662224078995568	1237662224078995568
1237662224085024955	1237662224085024955
1237662224087908620	1237662224087908620
1237662224089546922	1237662224089546922
1237662224090136657	1237662224090136657
1237662224598696037	1237662224598696037
1237662224602169510	1237662224602169510
1237662224602693644	1237662224602693644
1237662224610361488	1237662224610361488
1237662224610558154	1237662224610558154
1237662224616784071	1237662224616784071
1237662224617308319	1237662224617308319
1237662224619864394	1237662224619864394
1237662224621895874	1237662224621895874
1237662224624124136	1237662224624124136
1237662224625369287	1237662224625369287
1237662224625762539	1237662224625762539
1237662224627532100	1237662224627532100
1237662224627597483	1237662224627597483
1237662224630153751	1237662224630153751
1237662224631267462	1237662224631267462
1237662224632381846	1237662224632381846
1237662225132552564	1237662225132552564
1237662225132683436	1237662225132683436
1237662225133600938	1237662225133600938
1237662225140023420	1237662225140023420
1237662225143824493	1237662225143824493
1237662225143955468	1237662225143955468
null	1237662225144414325
1237662225144676431	1237662225144676431
1237662225145200838	1237662225145200838
1237662225146314931	1237662225146314931
1237662225151164517	1237662225151164517
1237662225151623272	1237662225151623272
1237662225152606361	1237662225152606361
1237662225152606422	1237662225152606422
1237662225154572385	1237662225154572385
1237662225155752149	1237662225155752149
1237662225157128527	1237662225157128527
1237662225157652726	1237662225157652726
1237662225158504658	1237662225158504658
1237662225160011970	1237662225160011970
1237662225162305763	1237662225162305763
1237662225672831027	1237662225672831027
1237662225673289810	1237662225673289810
1237662225681875073	1237662225681875073
1237662225682268211	1237662225682268211
1237662225682792574	1237662225682792574
1237662225682858142	1237662225682858142
1237662225687380082	1237662225687380082
1237662225689477240	1237662225689477240
1237662225694195799	1237662225694195799
1237662225694326990	1237662225694326990
1237662225696948435	1237662225696948435
1237662225697341637	1237662225697341637
1237662225698783442	1237662225698783442
1237662225702388155	1237662225702388155
1237662225702650170	1237662225702650170
1237662226213503136	1237662226213503136
1237662226214486119	1237662226214486119
1237662226219597974	1237662226219597974
1237662226224185474	1237662226224185474
null	1237662226226544946
1237662340016898329	1237662226239586811
1237662236395307144	1237662236395307144
1237662236399042636	1237662236399042636
1237662236409725033	1237662236409725033
1237662236937945133	1237662236937945133
1237662236938141842	1237662236938141842
1237662236941877455	1237662236941877455
1237662237478551702	1237662237478551702
1237662237480845527	1237662237480845527
1237662237481107616	1237662237481107616
1237662237484908639	1237662237484908639
1237662237485105394	1237662237485105394
1237662237485564192	1237662237485564192
1237662237486285132	1237662237486285132
1237662237486678328	1237662237486678328
1237662237488709995	1237662237488709995
1237662237490545148	1237662237490545148
1237660614516670562	1237662238002905212
1237660614518964327	1237662238005264469
1237662238012997660	1237662238012997660
1237662238014308394	1237662238014308394
null	1237662238014308402
1237662238016471233	1237662238016471233
1237662238016864510	1237662238016864510
1237662238017847463	1237662238017847463
1237662238018109652	1237662238018109652
1237662238021189640	1237662238021189640
1237660615055114395	1237662238541414498
1237662238544363578	1237662238544363578
1237662238544822287	1237662238544822287
1237662238548689041	1237662238548689041
1237662238551638215	1237662238551638215
1237662238560878668	1237662238560878668
1237662238560944532	1237662238560944532
1237661949207118602	1237662238566450069
1237661948656484552	1237662239089623209
1237661948658712778	1237662239091851314
1237661948658909326	1237662239091982527
1237661948659237157	1237662239092310169
1237661948659499213	1237662239092572435
1237661971732365579	1237662246058197153
1237662246593429648	1237662246593429648
1237662246595526771	1237662246595526771
1237662246596182189	1237662246596182189
1237661977090130043	1237662262162423990
1237655745087930536	1237662262169043204
1237655744558333977	1237662262176317574
1237662262702899449	1237662262702899449
1237662262713778287	1237662262713778287
1237662262714040576	1237662262714040576
1237662262715416879	1237662262715416879
1237662263250518188	1237662263250518188
1237662263250846001	1237662263250846001
1237662263250911645	1237662263250911645
1237662263775789142	1237662263775789142
1237662263780245629	1237662263780245629
1237662263780704475	1237662263780704475
1237662263782080780	1237662263782080780
1237662263786078322	1237662263786078322
1237662263786209441	1237662263786209441
1237662263786275247	1237662263786275247
1237662263787127181	1237662263787127181
1237662263787323410	1237662263787323410
1237662263788830906	1237662263788830906
1237662263791387246	1237662263791387246
1237662263792763225	1237662263792763225
1237662264315019605	1237662264315019605
1237662264315215936	1237662264315215936
1237662264316919935	1237662264316919935
1237662264319344933	1237662264319344933
1237662264321638772	1237662264321638772
1237662264322032030	1237662264322032030
1237662264851366001	1237662264851366001
1237662264852349178	1237662264852349178
1237662264855625834	1237662264855625834
1237662264856477946	1237662264856477946
1237661948661858315	1237662264858574946
1237661948662317382	1237662264859099327
1237662198283632966	1237662264859164982
1237662264860082598	1237662264860082598
1237662264860213600	1237662264860213600
1237662198285598831	1237662264861130823
1237655742943527084	1237662266460602548
1237662266463289500	1237662266463289500
1237662266464076118	1237662266464076118
1237662245523751138	1237662266994000060
1237662245523816580	1237662266994065553
1237662267001143557	1237662267001143557
1237662267538211194	1237662267538211194
1237662267540111464	1237662267540111464
1237662267540176912	1237662267540176912
1237662268072001588	1237662268072001588
1237662268079866184	1237662268079866184
1237662268610183387	1237662268610183387
1237662268610314411	1237662268610314411
1237662268610969895	1237662268610969895
1237662268613591175	1237662268613591175
1237662268613722234	1237662268613722234
1237662268614443467	1237662268614443467
1237662262708863146	1237662269144760657
1237662262712009042	1237662269147971750
1237662262712664383	1237662269148561814
1237662236951773500	1237662269151379707
1237662300819947628	1237662300819947628
1237662504833777919	1237662300837249375
1237662504299462881	1237662300839805274
1237657856076546086	1237662301354917944
1237657856077922392	1237662301356294316
1237662301363175546	1237662301363175546
1237662301367828503	1237662301367828503
1237662301372154138	1237662301372154138
1237662301375758736	1237662301375758736
1237662301894082719	1237662301894082719
1237662301897425029	1237662301897425029
1237662301901881419	1237662301901881419
1237657857150222354	1237662302428594335
1237662302430429299	1237662302430429299
1237662302435082672	1237662302435082672
1237662302442356934	1237662302442356934
1237662302443274294	1237662302443274294
1237662302444585033	1237662302444585033
1237662302451794579	1237662302451794579
1237662302452252952	1237662302452252952
1237657857686503435	1237662302964809777
1237657857688338555	1237662302966710416
1237662302969069639	1237662302969069639
1237662302969593970	1237662302969593970
1237662302970773534	1237662302970773534
1237662302973657182	1237662302973657182
1237662302978375854	1237662302978375854
1237662302979489955	1237662302979489955
1237662302981259397	1237662302981259397
1237662302982898069	1237662302982898069
1237659153148739989	1237662302988271921
1237659131140767802	1237662303514656781
1237659118796341421	1237662303518589166
1237659119338717572	1237662303524094396
1237659119339635021	1237662303525012020
1237662305112424646	1237662305112424646
1237662305113407657	1237662305113407657
1237662226225627364	1237662305116291299
1237662226226085923	1237662305116749963
1237662226228838487	1237662305119502508
1237662663750516828	1237662305123106851
1237662225697341667	1237662305124876653
1237662663752548641	1237662305125138620
1237662305651196070	1237662305651196070
1237662305651589278	1237662305651589278
1237662305651654804	1237662305651654804
1237662305655914776	1237662305655914776
1237662305658470623	1237662305658470623
1237662306194227362	1237662306194227362
1237662306195472545	1237662306195472545
1237662306196914373	1237662306196914373
1237662306196979928	1237662306196979928
1237662306198356272	1237662306198356272
1237662306199798042	1237662306199798042
1237662306200650064	1237662306200650064
1237662306200912201	1237662306200912201
1237662306202354034	1237662306202354034
1237662306724413916	1237662306724413916
1237662306726772828	1237662306726772828
1237662306733523060	1237662306733523060
1237662306733916433	1237662306733916433
1237662306737717596	1237662306737717596
1237662306737783020	1237662306737783020
1237662306738045210	1237662306738045210
1237662306738307416	1237662306738307416
1237662306741452976	1237662306741452976
1237661967973417084	1237662307259580618
1237662307259777230	1237662307259777230
1237662307261546746	1237662307261546746
1237662307263447191	1237662307263447191
1237662307265871918	1237662307265871918
1237662307269935186	1237662307269935186
1237662307799990435	1237662307799990435
1237662307804315782	1237662307804315782
1237661849876496660	1237662307807723799
1237662620799795407	1237662335183225034
1237662335715508416	1237662335715508416
1237662335717605408	1237662335717605408
1237662335718129886	1237662335718129886
1237662335719375069	1237662335719375069
1237662336252575891	1237662336252575891
1237662336253165737	1237662336253165737
1237662336259195262	1237662336259195262
1237662336260833481	1237662336260833481
1237662336262472207	1237662336262472207
1237662336790495385	1237662336790495385
1237662337325990187	1237662337325990187
1237662337329070262	1237662337329070262
1237662337329856779	1237662337329856779
1237662337330250060	1237662337330250060
1237662337330446691	1237662337330446691
1237662337333002595	1237662337333002595
1237662337334837390	1237662337334837390
1237662502682165457	1237662337863713104
1237662502682820846	1237662337864433926
1237662502685442100	1237662337867055465
1237662473157738739	1237662337867251953
1237662503226245399	1237662337870987563
1237662339474915588	1237662339474915588
1237662663752941831	1237662339475243285
1237662339475243370	1237662339475243370
1237662663753073011	1237662339475374408
1237662340547281254	1237662340547281254
1237662341081596196	1237662341081596196
1237662341082841190	1237662341082841190
1237662341084610920	1237662341084610920
1237662341085659388	1237662341085659388
1237662341618467111	1237662341618467111
null	1237662473153085606
1237662473692577893	1237662473692577893
1237662473700967039	1237662473700967039
null	1237662474763829560
1237662474769662293	1237662474769662293
1237662474773856322	1237662474773856322
1237662474775429868	1237662474775429868
1237662498389753967	1237662498389753967
1237662498928656601	1237662498928656601
1237662498928722124	1237662498928722124
1237662498934227135	1237662498934227135
1237662499470311784	1237662499470311784
1237662499474637172	1237662499474637172
1237662499999711418	1237662499999711418
1237662500000170162	1237662500000170162
1237662500000366701	1237662500000366701
1237662500006265070	1237662500006265070
1237662500537237601	1237662500537237601
1237662501074567336	1237662501074567336
1237659118798831788	1237662501082955990
1237662503220805826	1237662503220805826
1237662503220871371	1237662503220871371
1237662503756824599	1237662503756824599
1237662503757807854	1237662503757807854
1237662504294416649	1237662504294416649
1237662504296186064	1237662504296186064
1237661068191465685	1237662524157264059
1237661069801619616	1237662525767417979
1237661070339014854	1237662526304813208
1237661070874575064	1237662526840373443
1237661070875295847	1237662526841094245
1237662200427839714	1237662528458326158
1237662528991592648	1237662528991592648
1237662528992116927	1237662528992116927
1237662528992182495	1237662528992182495
1237662529525514330	1237662529525514330
1237662529526693934	1237662529526693934
1237662529528922231	1237662529528922231
1237662533818188016	1237662529534230730
1237662533818843221	1237662529534885938
1237662530065727504	1237662530065727504
1237662534355320975	1237662530071298295
null	1237662530599845985
1237662530604433590	1237662530604433590
1237662531134226597	1237662531134226597
1237662531139665956	1237662531139665956
1237662533287084468	1237662533287084468
1237662534358270100	1237662534358270100
1237662619186561195	1237662619186561195
1237662619188723853	1237662619188723853
1237662619189444802	1237662619189444802
1237662619723235396	1237662619723235396
1237662619723235568	1237662619723235568
1237662619724873916	1237662619724873916
1237662619726708917	1237662619726708917
1237662619727298839	1237662619727298839
1237662620261154981	1237662620261154981
1237662620262334772	1237662620262334772
1237662620798156846	1237662620798156846
1237662635826348404	1237662635826348404
1237662635829690522	1237662635829690522
1237662635832443045	1237662635832443045
1237662635833229400	1237662635833229400
1237661950810849639	1237662635834278017
1237662199898505594	1237662635837620549
1237662636369117415	1237662636369117415
1237662636373901392	1237662636373901392
1237662636375015676	1237662636375015676
1237662636375408682	1237662636375408682
1237662636375670925	1237662636375670925
1237662636905463836	1237662636905463836
1237662636905791751	1237662636905791751
1237662636905857063	1237662636905857063
1237662636905988463	1237662636905988463
1237662636906119321	1237662636906119321
1237662636907102383	1237662636907102383
1237662637445152934	1237662637445152934
1237662637977501896	1237662637977501896
1237662637979074667	1237662637979074667
1237662637983465664	1237662637983465664
1237662637984317451	1237662637984317451
1237662637984645504	1237662637984645504
1237662637986939354	1237662637986939354
1237668331500929481	1237662637987135806
1237668330954424576	1237662638514372761
1237668348678504609	1237662638517518568
1237668348678766678	1237662638517846055
1237668331497455931	1237662638520533266
1237668332039897769	1237662638526104113
null	1237662640118890723
1237662341623775571	1237662640121053550
1237662341625282620	1237662640122626057
1237662640658776331	1237662640658776331
1237662640659169561	1237662640659169561
1237662641194992044	1237662641194992044
1237662641195450747	1237662641195450747
1237662641195581748	1237662641195581748
1237662641196695930	1237662641196695930
1237662641197219855	1237662641197219855
1237662641197351176	1237662641197351176
1237662641729241290	1237662641729241290
1237662641729700062	1237662641729700062
1237662642269192360	1237662642269192360
1237662642269192585	1237662642269192585
1237662661596938320	1237662661596938320
1237662661600084067	1237662661600084067
1237662661602967819	1237662661602967819
1237664854190588158	1237662661606113586
1237662662134333533	1237662662134333533
1237662662137610459	1237662662137610459
1237662662138855569	1237662662138855569
1237662662139773148	1237662662139773148
1237662662668583046	1237662662668583046
1237662662670614590	1237662662670614590
1237662663206043805	1237662663206043805
null	1237662663206174880
1237662663213973618	1237662663213973618
1237662663216988514	1237662663216988514
1237662663217447285	1237662663217447285
1237662663218889013	1237662663218889013
1237662663219216532	1237662663219216532
1237662663220265247	1237662663220265247
1237662663220265304	1237662663220265304
1237662663221051722	1237662663221051722
1237662663746322498	1237662663746322498
1237662663749140636	1237662663749140636
1237662663749337272	1237662663749337272
1237662663753924918	1237662663753924918
1237662305666269389	1237662663756808634
1237662340016963999	1237662663757791550
1237662340018406078	1237662663759233709
null	1237662664296038936
1237662307275964689	1237662665888498034
1237662341089853939	1237662665889546707
1237662306742108452	1237662665891512785
1237662620264563038	1237662667499110595
1237662668039586107	1237662668039586107
1237664672184336526	1237662683606745291
1237662684682387514	1237662684682387514
1237665129101525028	1237662695963623616
1237665129101525246	1237662695963689102
1237665129102639389	1237662695964737936
1237665129102704977	1237662695964868920
1237662696494596290	1237662696494596290
1237662696497086672	1237662696497086672
1237662696501936400	1237662696501936400
1237662696502067310	1237662696502067310
1237662696502526208	1237662696502526208
1237662696502919343	1237662696502919343
1237662697030680767	1237662697030680767
1237662697030942890	1237662697030942890
1237662697036120298	1237662697036120298
1237662697037103254	1237662697037103254
1237662697037168995	1237662697037168995
1237662697037430982	1237662697037430982
1237662697569124563	1237662697569124563
1237662697571025012	1237662697571025012
1237662697573777643	1237662697573777643
1237662685221159050	1237662698103242855
1237662698105274523	1237662698105274523
1237662698107175179	1237662698107175179
1237662698108027214	1237662698108027214
1237662698110124315	1237662698110124315
1237662698112418216	1237662698112418216
1237662698113990755	1237662698113990755
1237662698114449631	1237662698114449631
1237662698652172621	1237662698652172621
1237662700788449577	1237662700788449577
1237662700791070984	1237662700791070984
1237662700791595029	1237662700791595029
1237662701328269693	1237662701328269693
1237662701334233418	1237662701334233418
1237662701863698715	1237662701863698715
1237662701873463385	1237662701873463385
1237656908506398957	1237663204918034562
1237657234904318053	1237663204922294364
1237659756052021346	1237663277925335174
1237659756055560284	1237663277928874128
1237659756055625892	1237663277929005249
1237659756586008686	1237663278459387989
1237659756586991707	1237663278460305566
1237659756588499111	1237663278461813014
1237659756590661744	1237663278463975614
1237656568114250137	1237663457239696127
1237656569727746352	1237663458853257469
1237656908496568349	1237663462605324350
1237660025570853084	1237663478726918383
1237660026105233538	1237663479261364233
1237660026105495776	1237663479261561099
1237660026638434545	1237663479794565234
1237660026643611802	1237663479799677094
1237660027178778919	1237663480334909575
1237660027181203460	1237663480337268770
1237663529185312815	1237663529185312815
1237663529720873172	1237663529720873172
1237663529722118318	1237663529722118318
1237663529726050437	1237663529726050437
1237663530251911698	1237663530251911698
1237663530787995736	1237663530787995736
1237663530791403789	1237663530791403789
1237663530793959670	1237663530793959670
1237663530794942749	1237663530794942749
1237663530795532573	1237663530795532573
1237663530795532577	1237663530795532577
1237663530796581080	1237663530796581080
1237663547440103677	1237663530797039897
1237663530801168520	1237663530801168520
1237663530801365104	1237663530801365104
1237663531338760363	1237663531338760363
1237663531874386162	1237663531874386162
1237656893994369864	1237663542602367479
1237656893996728897	1237663542604661421
1237656906876518917	1237663542606823925
1237656906876977653	1237663542607282635
1237656906879598848	1237663542609903873
1237656906880712899	1237663542611017938
1237656894530781982	1237663543138714554
1237656907412406599	1237663543142711622
1237656907416141936	1237663543146446952
1237656907949474113	1237663543679779141
1237656907951833494	1237663543682138555
1237656907966251103	1237663543696556154
1237663546367344865	1237663546367344865
1237663546903822550	1237663546903822550
1237663546909655161	1237663546909655161
1237663547437875489	1237663547437875489
1237663547438792835	1237663547438792835
1237663547439841547	1237663547439841547
1237663547975663803	1237663547975663803
1237663547979071644	1237663547979071644
1237663547979858041	1237663547979858041
1237663548513779942	1237663548513779942
1237663655879442774	1237663655879442774
1237659756594856041	1237663716554703092
1237659756595052692	1237663716554899733
1237659756595642396	1237663716555554832
1237659753909584047	1237663782589431991
1237659753913188449	1237663782593036412
1237659753918038153	1237663782597886098
1237659754444488855	1237663783124336795
1237659754453663872	1237663783133511779
1237659754453991460	1237663783133839403
1237659754454253752	1237663783134101672
1237659754455957748	1237663783135805664
