name,objID,ra,dec,run,rerun,camcol,field,rowC,colC,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1237651272974467171_r,5.87726E+17,186.1339372,67.58957087,1350,40,4,372,1020.65778,911.759277,GALAXY,18.399511,17.182762,16.567503,16.165171,15.99173,18.215563,17.125355,16.581398,16.219622,16.15004
1237651273504653384_r,5.87726E+17,149.5103036,63.72111515,1350,40,5,270,491.216248,1501.26196,GALAXY,18.091377,16.781096,16.178291,15.83299,15.62099,18.170269,16.768145,16.232925,15.936816,15.775819
1237651273513566325_r,5.87726E+17,199.4258996,67.46853814,1350,40,5,406,619.899902,1775.11206,GALAXY,18.043331,16.94331,16.209408,15.809492,15.535078,18.609118,17.161238,16.509417,16.167906,16.015545
1237651273513762883_r,5.87726E+17,200.4573726,67.19079126,1350,40,5,409,650.759216,184.191132,GALAXY,18.332129,16.94096,16.308277,15.95395,15.703008,18.087641,16.849808,16.259174,15.937225,15.802826
1237651274029334947_r,5.87726E+17,116.5469698,43.26664946,1350,40,6,84,1414.71448,353.000397,GALAXY,19.075285,17.395773,16.492334,16.001574,15.627652,19.05969,17.510263,16.733608,16.27874,15.975469
1237651274040017074_r,5.87726E+17,142.8664458,62.09580691,1350,40,6,247,827.62793,1573.55774,GALAXY,18.583075,17.337257,16.607283,16.193968,15.852705,19.016647,17.421249,16.693336,16.321753,16.009552
1237651274044014695_r,5.87726E+17,161.0916523,66.72341182,1350,40,6,308,391.205963,1688.95813,GALAXY,18.44664,16.796442,16.07493,15.710166,15.469963,18.460577,16.740248,16.069269,15.739751,15.664498
1237651274046439648_r,5.87726E+17,175.274352,68.18106677,1350,40,6,345,1100.57849,1192.30176,GALAXY,18.895065,17.337875,16.462585,15.996858,15.645201,18.91164,17.498714,16.723316,16.311922,16.110237
1237651274051485741_r,5.87726E+17,205.5871881,67.04467113,1350,40,6,422,709.442261,277.065948,GALAXY,18.597628,16.793835,16.54315,15.909941,15.536145,18.514545,16.509676,16.522854,15.842755,15.538647
1237651274052468986_r,5.87726E+17,211.050951,66.2096719,1350,40,6,437,1405.3772,422.611023,GALAXY,18.806606,18.119736,16.688492,16.307596,16.075331,18.990017,17.903357,17.207312,16.928101,17.001421
1237651495221526951_r,5.87726E+17,121.6136914,46.3079038,1402,40,2,105,1244.74829,964.095398,GALAXY,18.399071,17.155865,16.662954,16.365641,16.289305,18.33741,17.088202,16.641743,16.597565,16.884279
1237651495754793244_r,5.87726E+17,115.0769047,39.43403661,1402,40,3,50,85.174179,962.101624,GALAXY,18.465288,17.2195,16.597284,16.226061,15.96287,18.281443,17.130383,16.55719,16.203566,16.007622
1237651495756497248_r,5.87726E+17,117.8466517,42.85321041,1402,40,3,76,1101.73022,533.40741,GALAXY,18.36199,17.258905,16.691957,16.34618,16.10729,18.402639,17.231735,16.710056,16.315464,16.124056
1237651495757087077_r,5.87726E+17,118.8537851,43.97829571,1402,40,3,85,1050.32214,309.57019,GALAXY,18.705482,17.269127,16.462378,16.032595,15.768427,18.459024,17.252789,16.509172,16.128101,15.939733
1237651495759904898_r,5.87726E+17,123.8828809,49.30003088,1402,40,3,128,153.725739,1482.40552,GALAXY,18.792692,17.387283,16.666477,16.264595,15.985435,18.694126,17.332066,16.680109,16.288271,16.003204
1237651496294220024_r,5.87726E+17,118.6837194,44.68165017,1402,40,4,89,417.89386,844.0755,GALAXY,18.971966,17.589968,16.718252,16.286921,15.971697,18.9991,17.732447,16.86397,16.505524,16.664574
1237651496295661797_r,5.87726E+17,121.181705,47.5245005,1402,40,4,111,719.515198,1764.6698,GALAXY,18.608135,17.40147,16.829908,16.422539,16.267376,18.517838,17.287699,16.795265,16.530394,16.548031
1237651496296710382_r,5.87726E+17,123.3763498,49.41479951,1402,40,4,127,602.47113,710.155518,GALAXY,18.5376,17.066511,16.248856,15.807293,15.475262,18.347012,17.212341,16.547531,16.139597,15.996197
1237651496828338661_r,5.87726E+17,113.9762022,39.56251506,1402,40,5,47,1383.80103,630.662476,GALAXY,18.23632,17.180124,16.692118,16.348415,16.147642,18.101454,17.145153,16.691893,16.384544,16.230438
1237651496830959825_r,5.87726E+17,117.9306188,44.63635446,1402,40,5,87,211.999619,943.953796,GALAXY,18.06465,17.046738,16.646931,16.337339,16.171518,17.881958,16.981472,16.631475,16.317259,16.138811
1237651503805497555_r,5.88849E+17,201.0684805,-0.46234389,756,44,2,569,1254.58667,1584.66614,GALAXY,18.900814,17.669359,17.041132,16.676989,16.438122,18.988405,17.683985,17.03684,16.644661,16.46302
1237651504881729688_r,5.88849E+17,206.8059966,0.28228462,756,44,4,608,336.79306,717.672424,GALAXY,18.337851,16.839716,16.127346,15.72326,15.469984,18.238138,16.798136,16.137508,15.733833,15.609439
1237651505953439937_r,5.88849E+17,202.1816684,1.16776622,756,44,6,577,479.786133,1142.00452,GALAXY,18.241312,16.926596,16.368412,16.031851,15.815738,18.104872,16.839687,16.41608,16.063381,15.939014
1237651535482781870_r,5.87726E+17,127.373136,53.38528104,1450,40,5,67,700.948975,644.105591,GALAXY,18.301386,17.04261,16.289661,15.861201,15.596664,18.561279,17.336599,16.645912,16.249691,16.088482
1237651537633542268_r,5.87726E+17,158.0484884,64.10893723,1412,40,1,93,348.692444,1602.30896,GALAXY,18.708448,17.312321,16.516176,16.10239,15.796854,18.487953,17.206848,16.436567,16.071404,15.801007
1237651537646584081_r,5.87726E+17,224.9691255,60.53465556,1412,40,1,292,801.271484,1710.61401,GALAXY,18.690453,17.537006,16.935225,16.573782,16.395416,19.290649,17.888971,17.322599,17.048815,16.942356
1237651537647304830_r,5.87726E+17,227.3507604,59.48783297,1412,40,1,303,211.232819,737.585327,GALAXY,18.781004,17.420589,16.745794,16.368839,16.117687,18.573666,17.344412,16.747408,16.385117,16.163448
1237651537649533053_r,5.87726E+17,234.5280083,56.10159154,1412,40,1,337,348.302734,821.208069,GALAXY,18.740234,17.097101,16.298153,15.875038,15.569683,18.705614,17.17865,16.462355,16.072552,15.844272
1237651538165629081_r,5.87726E+17,138.5524712,58.3507064,1412,40,2,20,279.546387,1481.89514,GALAXY,19.463284,17.595165,16.622196,16.200388,15.855974,19.179411,17.670506,16.821606,16.43924,16.217884
1237651538173362342_r,5.87726E+17,173.2954239,66.54667921,1412,40,2,138,789.324768,1087.22778,GALAXY,18.665915,17.291441,16.63205,16.234798,15.971602,18.499073,17.226892,16.596951,16.213228,16.009737
1237651538174083229_r,5.87726E+17,177.4761446,66.71339072,1412,40,2,149,947.256165,257.846771,GALAXY,19.060673,17.587702,16.966011,16.59786,16.415674,19.336855,17.530872,17.012527,16.807955,16.841618
1237651538175787123_r,5.87726E+17,187.1343262,66.98305953,1412,40,2,175,126.353859,1199.5365,GALAXY,18.42573,17.318388,16.709324,16.31179,16.079512,18.518476,17.353607,16.887562,16.54501,16.312359
1237651538176114882_r,5.87726E+17,189.3149154,66.89466677,1412,40,2,180,1118.65564,800.597229,GALAXY,19.33659,17.816801,16.87002,16.408285,16.117758,19.227293,17.774496,16.850386,16.438309,16.300489
1237651538177818825_r,5.87726E+17,199.0391323,66.3732287,1412,40,2,206,1077.34521,1283.93384,GALAXY,18.89974,17.451084,16.7152,16.312744,16.022366,18.607714,17.41408,16.73785,16.420095,16.251671
1237651538181619928_r,5.87726E+17,217.8444397,63.18436167,1412,40,2,264,181.515335,1270.57178,GALAXY,18.642065,17.065439,16.22418,15.792161,15.50034,18.639421,17.050734,16.243641,15.811386,15.642853
1237651538181882080_r,5.87726E+17,219.3073346,62.87508643,1412,40,2,268,1359.05151,1934.89832,GALAXY,19.126911,17.300768,16.399172,15.975771,15.598407,19.069372,17.381605,16.570488,16.24621,15.867393
1237651538183323838_r,5.87726E+17,224.7085817,60.98931056,1412,40,2,290,143.660889,541.153442,GALAXY,18.497141,17.116957,16.410112,15.979474,15.683369,18.271135,17.038073,16.364002,15.985492,15.736758
1237651538186076279_r,5.87726E+17,234.234926,56.9678149,1412,40,2,332,580.908569,1588.40869,GALAXY,18.685568,17.312132,16.629482,16.254389,15.958713,18.598906,17.242102,16.652279,16.316786,16.106943
1237651538187190469_r,5.87726E+17,237.3144068,55.02023975,1412,40,2,349,1051.31519,430.834442,GALAXY,18.981401,17.644415,16.88829,16.498558,16.212353,19.00281,17.674934,16.910946,16.519011,16.279211
1237651538712985649_r,5.87726E+17,189.0892488,67.30769955,1412,40,3,180,67.568657,679.364319,GALAXY,18.75868,17.210445,16.368462,15.948874,15.626846,18.563208,17.158337,16.384594,15.981438,15.736199
1237651538719604974_r,5.87726E+17,223.3051437,62.14283081,1412,40,3,281,1349.901,1726.63696,GALAXY,18.210207,16.802265,16.056326,15.666283,15.410533,18.174421,16.754745,16.059343,15.702347,15.515432
1237651538720587939_r,5.87726E+17,226.8299781,60.74275142,1412,40,3,296,817.757935,604.80072,GALAXY,19.363255,17.814377,16.928328,16.45175,16.120066,19.064318,17.941795,17.128481,16.725958,16.458393
1237651538722947295_r,5.87726E+17,234.6604557,57.16807505,1412,40,3,332,800.327515,547.932983,GALAXY,17.808271,16.805296,16.355736,16.037067,15.909692,17.896818,16.790886,16.317173,16.018286,15.926706
1237651538724913368_r,5.87726E+17,240.0357046,53.86508452,1412,40,3,362,781.597717,312.779358,GALAXY,18.622759,17.207088,16.53208,16.149546,15.912127,18.469601,17.00152,16.376114,16.055346,15.93768
1237651539242778771_r,5.87726E+17,150.5790553,63.66356262,1412,40,4,72,676.9552,676.252441,GALAXY,19.352331,17.566879,16.597023,16.127098,15.763803,19.572214,17.633905,16.810297,16.537104,16.298481
1237651539253723272_r,5.87726E+17,211.1548843,65.56492319,1412,40,4,239,958.603088,930.486023,GALAXY,18.32263,16.987951,16.39282,16.036535,15.779446,18.346182,16.906666,16.357929,16.003092,15.869001
1237651539253788856_r,5.87726E+17,211.5277119,65.60799697,1412,40,4,240,714.322266,1862.00159,GALAXY,19.230112,17.423615,16.514402,16.059679,15.742403,19.055012,17.518854,16.828856,16.44421,16.193079
1237651539254640779_r,5.87726E+17,215.5441521,64.7390879,1412,40,4,253,263.123718,1541.50586,GALAXY,19.000591,17.1173,16.16864,15.747906,15.373656,18.736197,17.214367,16.451363,16.064627,15.789559
1237651539262046448_r,5.87726E+17,241.4631329,53.73275872,1412,40,4,366,1202.27148,1573.99866,GALAXY,17.678049,16.514038,16.045092,15.802121,15.634247,17.580671,16.497383,16.082539,15.915384,15.980569
1237651539779190927_r,5.87726E+17,148.0915207,63.41082948,1412,40,5,65,474.980225,355.847198,GALAXY,17.95747,16.872131,16.2108,15.794247,15.575384,18.263903,17.126442,16.531397,16.203337,16.335707
1237651539785875554_r,5.87726E+17,184.092724,68.23517683,1412,40,5,167,365.286682,1033.01013,GALAXY,18.676174,17.172031,16.276241,15.89262,15.613758,18.491179,17.289557,16.535519,16.191879,15.97667
1237651539787317341_r,5.87726E+17,192.9082826,68.12424246,1412,40,5,189,201.893539,1705.41357,GALAXY,18.141014,16.845999,16.234612,15.892509,15.679408,18.00593,16.823809,16.269693,15.937058,15.788475
1237651539793805496_r,5.87726E+17,225.9607616,62.27875663,1412,40,5,288,184.663849,1727.70813,GALAXY,18.370443,17.2577,16.758671,16.452234,16.283649,18.280598,17.288527,16.844391,16.580776,16.430733
1237651539797803348_r,5.87726E+17,239.1422147,55.95593996,1412,40,5,349,1081.73975,1675.66528,GALAXY,18.294611,17.166887,16.693697,16.370955,16.189594,18.206486,17.079298,16.636953,16.305719,16.13172
1237651539798393075_r,5.87726E+17,240.7261195,54.92798867,1412,40,5,358,1246.25232,1738.65479,GALAXY,18.889357,17.281305,16.411797,15.972321,15.645362,18.459906,17.154835,16.366751,15.984192,15.758093
1237651539798720736_r,5.87726E+17,241.4725883,54.37391864,1412,40,5,363,825.037659,1516.78503,GALAXY,19.420753,17.97106,16.923073,16.42345,16.144936,19.293478,18.020428,17.127531,16.6756,16.439081
1237651540315078858_r,5.87726E+17,143.5684971,62.55492215,1412,40,6,50,1183.99951,1123.71558,GALAXY,18.158579,16.838495,16.279001,15.913598,15.713572,18.153008,16.781717,16.255215,15.933377,15.760778
1237651540320190597_r,5.87726E+17,168.5129825,67.85796296,1412,40,6,128,663.834106,1224.33313,GALAXY,17.687584,16.501165,16.113638,15.920469,15.843535,17.784964,16.446072,16.124445,15.996793,15.982831
1237651540333559931_r,5.87726E+17,236.3364121,58.09834487,1412,40,6,332,485.583954,846.514465,GALAXY,18.158585,16.796219,16.122776,15.781703,15.556309,18.001875,16.766195,16.156305,15.866385,15.74777
1237651714260009241_r,5.87726E+17,245.4617363,49.16543429,1453,40,2,31,1237.98096,1455.63708,GALAXY,17.899673,16.697241,16.255186,15.962206,15.807991,17.865126,16.537046,16.175833,15.946914,15.901329
1237651714797731856_r,5.87726E+17,247.641098,47.89631585,1453,40,3,44,569.813965,1572.90027,GALAXY,19.128157,17.427776,16.461931,16.034821,15.69395,19.347931,17.741201,16.796299,16.398743,16.074976
1237651714798977350_r,5.87726E+17,249.8358825,45.43555112,1453,40,3,63,912.996399,393.014252,GALAXY,17.687859,16.543274,16.164562,15.938704,16.024023,17.784264,16.462786,16.149639,15.974929,16.481674
1237651714799567080_r,5.87726E+17,250.871185,44.39767211,1453,40,3,72,206.523514,868.006775,GALAXY,18.470905,17.06488,16.421829,16.003151,15.78771,18.459297,17.018177,16.378227,16.004637,15.899519
1237651715334734070_r,5.87726E+17,248.4179515,47.83846753,1453,40,4,46,968.815979,1360.53845,GALAXY,18.120661,16.695984,16.073969,15.747493,15.55827,18.185093,16.75275,16.165003,15.885191,15.82296
1237651715871211777_r,5.87726E+17,248.1014722,48.78351183,1453,40,5,40,962.875977,820.868835,GALAXY,19.194513,17.662373,16.795771,16.359192,16.054621,18.858095,17.66567,16.82613,16.339432,16.181974
1237651735211737420_r,5.87728E+17,160.8901973,1.38051064,1992,40,1,73,1290.49744,1419.20178,GALAXY,18.354477,17.037703,16.424971,16.05475,15.82016,18.385538,17.025064,16.483524,16.15678,15.955482
1237651735220846767_r,5.87726E+17,181.7415714,1.4806733,1458,40,1,380,928.734192,365.285583,GALAXY,18.245871,16.837688,16.168415,15.798915,15.55167,18.058363,16.784433,16.21312,15.8573,15.734779
1237651735223140558_r,5.87726E+17,187.0068529,1.60819535,1458,40,1,415,1149.073,1502.38062,GALAXY,18.314808,17.220707,16.746599,16.39274,16.231581,18.35556,17.223169,16.770563,16.449389,16.31613
1237651735229759573_r,5.87726E+17,202.1216486,1.41303461,1458,40,1,516,1071.03284,719.946594,GALAXY,18.552,17.138142,16.512167,16.164892,16.045149,18.603743,17.265022,16.630194,16.372654,16.509232
1237651735235068121_r,5.87726E+17,214.2527355,1.29564426,1458,40,1,597,1092.54321,1542.72852,GALAXY,17.826534,16.644808,16.127954,15.787209,15.641573,18.21184,16.956547,16.442833,16.141115,16.048386
1237651735236313288_r,5.87726E+17,217.0766806,1.12956917,1458,40,1,616,928.65332,604.045898,GALAXY,18.437037,17.043213,16.34458,15.984039,15.701745,18.150883,16.848831,16.304277,15.974207,15.828848
1237651735243718897_r,5.88849E+17,233.9520594,0.77910276,756,44,5,789,796.003662,1373.32666,GALAXY,17.99571,16.842743,16.405704,16.089479,15.894382,17.820295,16.848217,16.460825,16.166285,16.041603
1237651735747821827_r,5.87728E+17,159.1601089,1.664148,1992,40,2,62,590.878479,470.453827,GALAXY,18.304556,16.898361,16.214293,15.825119,15.565193,18.265535,16.860266,16.206028,15.830047,15.603128
1237651735748018424_r,5.87728E+17,159.6106919,1.63741796,1992,40,2,65,597.265503,150.632278,GALAXY,18.40822,17.119225,16.600931,16.281902,16.128206,18.181278,17.089346,16.628208,16.391567,16.3899
1237651735750574245_r,5.87728E+17,165.4275995,1.90391627,1992,40,2,104,405.148804,1690.34595,GALAXY,18.258121,17.065874,16.640787,16.387154,16.284637,18.235701,17.009193,16.679264,16.484404,16.505125
1237651735759356054_r,5.87726E+17,185.4723181,2.06741209,1458,40,2,405,811.756348,1847.90381,GALAXY,19.505919,17.960491,17.052876,16.644642,16.353113,19.554695,18.126667,17.278715,16.905687,16.718498
1237651735765319748_r,5.87726E+17,199.1515236,1.98920942,1458,40,2,496,1241.76648,1823.57703,GALAXY,18.875345,17.292629,16.497385,16.130041,15.859523,18.831358,17.199196,16.480402,16.162157,16.086498
1237651735773184222_r,5.87726E+17,217.129465,1.64648668,1458,40,2,616,1299.86133,1497.10742,GALAXY,19.122234,17.334476,16.446568,16.009611,15.679207,18.541719,17.286867,16.445734,16.069014,15.853811
1237651735774363853_r,5.87726E+17,219.7877641,1.56535196,1458,40,2,634,969.57135,1340.0011,GALAXY,18.685692,17.461515,16.739561,16.348906,16.151217,18.474869,17.348282,16.709379,16.367083,16.301115
1237651735777968343_r,5.87726E+17,227.941121,1.29115576,1458,40,2,689,250.833755,874.686035,GALAXY,18.710537,17.489191,16.71764,16.314611,15.992767,18.748758,17.919106,17.167336,17.023027,16.745241
1237651736299897027_r,5.87726E+17,193.8635925,2.31511876,1458,40,3,461,816.452515,555.896973,GALAXY,18.562735,16.991684,16.210154,15.790502,15.495701,18.285862,16.885426,16.208834,15.825297,15.622551
1237651736301600848_r,5.87726E+17,197.7181932,2.29875288,1458,40,3,487,443.047607,692.380066,GALAXY,18.410082,16.866762,16.129536,15.711708,15.399665,18.178259,16.727221,16.056152,15.685184,15.46005
1237651736302846177_r,5.87726E+17,200.6715399,2.34779877,1458,40,3,506,1403.54614,1424.74048,GALAXY,19.117828,17.685089,16.868206,16.452505,16.166367,19.2402,17.988186,17.252762,16.887495,16.780191
1237651736303173653_r,5.87726E+17,201.3127965,2.3463691,1458,40,3,511,422.602356,1482.22668,GALAXY,18.590368,17.351421,16.556534,16.127716,15.794035,18.601385,17.287457,16.49181,16.108919,15.94205
1237651736303239368_r,5.87726E+17,201.5087373,2.28066729,1458,40,3,512,848.576416,906.628235,GALAXY,18.839128,17.31319,16.416372,15.954784,15.599733,19.023474,17.164782,16.48649,16.108934,15.846724
1237651736308875641_r,5.87726E+17,214.4338432,1.98130786,1458,40,3,598,1245.45129,179.676529,GALAXY,17.57118,16.583519,16.211855,15.927261,15.795721,18.034826,16.922384,16.48451,16.231243,16.177759
1237651736313528554_r,5.87726E+17,224.9583008,1.90539238,1458,40,3,669,217.416428,1860.02686,GALAXY,19.007332,17.71413,16.970688,16.575508,16.265226,18.758242,17.69479,16.987204,16.632212,16.248051
1237651736315232596_r,5.87726E+17,228.942411,1.76292381,1458,40,3,695,1051.84497,1620.69788,GALAXY,18.980358,17.657616,16.874514,16.481718,16.155142,19.196909,17.883869,17.08882,16.741755,16.532526
1237651736316215648_r,5.87726E+17,231.2117178,1.72331796,1458,40,3,710,1256.8728,1897.8866,GALAXY,18.474382,17.388988,17.00289,16.673296,16.556358,18.388205,17.291677,16.947412,16.65122,16.570576
1237651736316608823_r,5.87726E+17,232.0498714,1.65546362,1458,40,3,716,722.095032,1523.22717,GALAXY,18.542784,17.315369,16.710546,16.369078,16.094568,18.430622,17.369709,16.744999,16.419132,16.237686
1237651736316608869_r,5.87726E+17,232.0724905,1.55367404,1458,40,3,716,957.208313,604.886841,GALAXY,19.092445,17.218666,16.385973,15.968401,15.644653,18.541901,17.009026,16.269869,15.884536,15.574723
1237651736317001961_r,5.87726E+17,232.8776783,1.53026245,1458,40,3,722,110.657066,627.585388,GALAXY,18.124985,16.840662,16.158506,15.759336,15.532797,18.582071,17.195541,16.672503,16.386028,16.381378
1237651736833687724_r,5.87726E+17,186.835345,2.72876828,1458,40,4,414,938.5271,242.39064,GALAXY,18.621216,17.265413,16.59889,16.210987,15.93875,18.583641,17.219997,16.590759,16.203209,15.96816
1237651736838013064_r,5.87726E+17,196.7162225,2.76931918,1458,40,4,480,830.658325,1071.09802,GALAXY,18.587919,17.093153,16.35005,15.939008,15.647031,18.290806,16.919525,16.291483,15.879624,15.869904
1237651736839258335_r,5.87726E+17,199.6207311,2.6844574,1458,40,4,499,1352.3822,560.899902,GALAXY,19.315996,17.811693,17.000673,16.53194,16.226482,19.221449,18.050499,17.197418,16.780878,16.474548
1237651736839848039_r,5.87726E+17,200.8288329,2.69636458,1458,40,4,508,71.727219,794.822266,GALAXY,18.341585,16.928743,16.245955,15.871244,15.627996,18.205416,16.847527,16.223545,15.903222,15.765035
1237651736847319185_r,5.87726E+17,217.9329797,2.38489103,1458,40,4,622,275.407959,749.695313,GALAXY,18.776497,17.58231,16.934351,16.528776,16.216387,18.808477,17.495985,16.858082,16.452539,16.231247
1237651736852758838_r,5.87726E+17,230.4289774,2.16375479,1458,40,4,705,828.195068,1861.67896,GALAXY,18.409048,17.162556,16.649784,16.262772,16.156658,18.27256,17.168209,16.680225,16.306078,16.321764
1237651736854266358_r,5.87726E+17,233.9292481,1.91085077,1458,40,4,728,1381.25256,581.959412,GALAXY,19.455044,17.917334,17.033869,16.592205,16.384016,19.133034,17.849768,17.099216,16.709497,16.600336
1237651737375604894_r,5.87726E+17,198.4009893,3.15073744,1458,40,5,491,1121.67773,868.930847,GALAXY,18.087969,16.799883,16.167967,15.776556,15.490178,18.039185,16.749052,16.112055,15.749289,15.56118
1237651737384517867_r,5.87726E+17,218.8137266,2.8611643,1458,40,5,627,1362.06982,1455.96997,GALAXY,18.504017,16.902897,16.147339,15.735723,15.452773,18.612391,17.07584,16.429079,16.055851,15.845025
1237651737904545861_r,5.87726E+17,180.2780377,3.59662574,1458,40,6,370,1306.43604,566.34082,GALAXY,18.874668,17.117954,16.283646,15.877525,15.583598,18.677982,17.289494,16.568838,16.30312,16.031031
1237651737907691695_r,5.87726E+17,187.4893141,3.5946867,1458,40,6,418,1417.65466,492.991608,GALAXY,18.220356,16.866602,16.110428,15.720437,15.444703,18.073662,16.810383,16.137133,15.76241,15.612509
1237651737920602234_r,5.87729E+17,217.0156091,3.28454511,2190,40,1,234,614.075256,936.95459,GALAXY,18.508459,17.124712,16.124784,15.688134,15.397895,18.794374,17.43396,16.530081,16.124802,15.917556
1237651737930563727_r,5.87726E+17,239.7454314,2.64223707,1478,40,3,212,513.554932,1622.73608,GALAXY,18.085232,16.765182,16.294355,16.003597,15.83924,18.26112,16.665815,16.253166,16.033102,16.100489
1237651752388198462_r,5.87729E+17,153.6301579,0.99916462,2141,40,6,74,349.098633,1528.65552,GALAXY,19.519615,17.626551,16.686249,16.265348,15.993339,20.624458,17.857931,17.046082,16.692924,16.472897
1237651752396914869_r,5.87726E+17,173.5676825,1.31296463,1462,40,1,322,319.472229,1165.69556,GALAXY,18.960472,17.601559,17.030804,16.674463,16.474417,18.624968,17.45573,17.006029,16.730795,16.515507
1237651752400584763_r,5.87726E+17,181.9273882,1.42125403,1462,40,1,378,92.663017,1731.0459,GALAXY,18.29397,16.941137,16.207457,15.820298,15.541495,17.969164,16.875744,16.189808,15.811556,15.603454
1237651752405631141_r,5.87726E+17,193.5863448,1.28443127,1462,40,1,455,1272.19238,707.99353,GALAXY,18.682617,17.136269,16.461737,16.10924,15.803934,18.328888,17.063839,16.443056,16.116606,15.911476
1237651752918909173_r,5.87726E+17,139.6901664,0.92994755,1462,40,2,95,1310.50549,161.985168,GALAXY,18.238077,16.896645,16.205181,15.830617,15.589339,18.619019,17.360352,16.714258,16.361614,16.340897
1237651752925724825_r,5.87726E+17,155.1695089,1.41715709,1462,40,2,199,534.193787,856.703308,GALAXY,18.845547,17.087135,16.22378,15.802516,15.454916,18.804445,17.211586,16.438202,16.043592,15.81284
1237651752926445848_r,5.87726E+17,156.9047756,1.51873065,1462,40,2,210,1349.5979,1446.24561,GALAXY,19.111555,17.820885,16.934525,16.485298,16.158371,18.982317,17.759819,16.892147,16.469925,16.174107
1237651752933261524_r,5.87726E+17,172.4680288,1.80926759,1462,40,2,314,1256.0896,1951.81836,GALAXY,18.408714,17.052839,16.401217,16.065737,15.861986,18.363186,17.107584,16.491772,16.20595,16.048037
1237651752934441164_r,5.87726E+17,175.0404948,1.63703163,1462,40,2,332,120.407738,187.538544,GALAXY,18.28159,16.902224,16.074377,15.643227,15.337729,18.310555,17.098427,16.376812,15.971339,15.814917
1237651752936472790_r,5.87726E+17,179.7248088,1.73565019,1462,40,2,363,500.9823,837.420654,GALAXY,18.433718,17.22751,16.673658,16.309669,16.197197,18.538162,17.172743,16.721056,16.344799,16.412607
1237651752937586691_r,5.87726E+17,182.2400682,1.80073761,1462,40,2,380,221.048218,1358.8938,GALAXY,17.278599,16.740616,16.416241,16.107403,16.041637,17.641706,16.795879,16.321274,16.077986,16.133753
1237651752937783493_r,5.87726E+17,182.7870184,1.73928143,1462,40,2,383,1107.22192,790.640015,GALAXY,18.362331,17.039839,16.333109,15.919334,15.780599,18.381355,17.063814,16.433796,16.048567,15.995548
1237651752945254529_r,5.87726E+17,199.8468249,1.58185464,1462,40,2,497,984.968567,100.12574,GALAXY,18.549206,17.457346,16.983484,16.630007,16.422436,18.41844,17.437565,16.988594,16.650249,16.492336
1237651753453945126_r,5.87726E+17,135.4132188,1.2725283,1462,40,3,67,664.585815,710.262878,GALAXY,19.05018,17.682749,16.802094,16.350922,16.043625,19.66993,18.046749,17.199606,16.739874,16.482779
1237651753461022851_r,5.87726E+17,151.5340008,1.80162166,1462,40,3,175,249.460754,1293.44373,GALAXY,18.044203,16.745695,16.194822,15.878722,15.687605,17.739876,16.691202,16.201504,15.904249,15.902155
1237651753467838569_r,5.87726E+17,167.1479762,2.12489432,1462,40,3,279,592.220825,1559.18506,GALAXY,19.216709,17.782322,16.86132,16.398043,16.143885,19.218634,17.908327,17.089254,16.66659,16.595707
1237651753473605763_r,5.87726E+17,180.3199167,2.26968313,1462,40,3,367,482.010773,1857.93274,GALAXY,19.013992,17.677896,17.019127,16.645025,16.364426,18.937452,17.74346,17.080841,16.743139,16.477785
1237651753476554846_r,5.87726E+17,187.0848082,2.1538583,1462,40,3,412,685.388184,742.714966,GALAXY,18.638638,17.422722,16.705528,16.323719,16.008413,18.377493,17.290398,16.627996,16.268764,16.002155
1237651753479241846_r,5.87726E+17,193.1678448,2.1773685,1462,40,3,453,140.821686,1171.74121,GALAXY,18.551445,17.476662,17.041571,16.798939,16.762127,18.570738,17.493605,17.051929,16.867764,16.84894
1237651753488154979_r,5.87726E+17,213.6254391,1.91536837,1462,40,3,589,903.297241,1337.36047,GALAXY,17.748947,16.646307,16.27025,15.997474,15.862528,17.632116,16.578302,16.259127,16.008661,15.985326
1237651753488416855_r,5.87726E+17,214.1475631,1.91201854,1462,40,3,593,202.229172,1407.05054,GALAXY,18.663424,17.170362,16.396961,15.967422,15.609834,18.549696,17.260029,16.569752,16.202553,15.905561
1237651753998352534_r,5.87726E+17,152.5875843,2.22753819,1462,40,4,182,382.727478,1122.39221,GALAXY,18.345558,16.924486,16.283485,15.933273,15.753116,18.488737,16.96974,16.369696,16.025822,16.131866
1237651753999794339_r,5.87726E+17,155.9113491,2.27983256,1462,40,4,204,635.864685,923.833496,GALAXY,18.47118,17.209869,16.604155,16.233448,16.06052,18.733946,17.568106,17.040493,16.800627,16.819139
1237651754000122037_r,5.87726E+17,156.6679808,2.36389322,1462,40,4,209,717.879395,1543.52881,GALAXY,18.476406,17.112604,16.494884,16.163126,15.997315,18.330496,17.148581,16.587301,16.245583,16.13064
1237651754003267672_r,5.87726E+17,163.8293323,2.51635639,1462,40,4,257,445.973389,1742.7688,GALAXY,18.456913,17.361853,16.596941,16.165205,15.890882,18.942575,17.607098,16.889263,16.477558,16.254124
1237651754005758150_r,5.87726E+17,169.6152528,2.4778755,1462,40,4,295,1265.11877,673.176636,GALAXY,18.183771,16.881016,16.22249,15.830573,15.547323,18.036583,16.844194,16.204214,15.846342,15.578104
