name,objID,ra,dec,run,rerun,camcol,field,rowC,colC,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1237648702967251093_r,5.87723E+17,185.2106131,-1.1032998,752,40,1,278,946.661194,1512.9873,GALAXY,19.320518,17.520323,16.43371,16.004557,15.677164,18.894129,17.760628,16.676353,16.277302,16.079248
1237648702972821696_r,5.87723E+17,197.9088499,-1.05769709,752,40,1,363,725.589172,1920.23694,GALAXY,18.313288,16.846481,16.179979,15.806491,15.54603,18.204575,16.761677,16.171738,15.837984,15.630283
1237648702983241940_r,5.8773E+17,221.715631,-1.14686014,2379,40,6,84,417.86377,227.112518,GALAXY,18.710997,16.98337,16.52162,16.149422,16.066441,19.488321,17.57637,17.150606,16.871012,16.7698
1237648702986125622_r,5.8773E+17,228.2843154,-1.11179072,2334,40,5,217,127.599602,787.393188,GALAXY,19.176115,17.374521,16.440172,15.990781,15.670069,18.985193,17.337286,16.620655,16.200949,16.031687
1237648703510478979_r,5.87723E+17,199.6550324,-0.7074687,752,40,2,375,273.731049,1285.83362,GALAXY,18.197426,16.955708,16.296236,15.898094,15.627627,18.133478,16.878948,16.295336,15.935735,15.730595
1237648703511658641_r,5.87723E+17,202.3388964,-0.63261094,752,40,2,393,179.585342,1962.65259,GALAXY,18.550797,17.267653,16.872984,16.575262,16.524982,18.753704,17.178404,16.76202,16.625458,16.882885
1237648703513428079_r,5.87723E+17,206.3741643,-0.7816766,752,40,2,420,123.028503,604.51709,GALAXY,18.266768,17.152557,16.684317,16.327805,16.144905,18.208687,17.119438,16.697229,16.368093,16.227491
1237648703516115180_r,5.87723E+17,212.5420151,-0.75177289,752,40,2,461,402.796844,872.548035,GALAXY,18.427626,17.109299,16.497257,16.128893,15.879732,18.527849,17.097937,16.554289,16.19949,15.957977
1237648704040534123_r,5.87723E+17,184.1544426,-0.37780896,752,40,3,271,874.547424,478.378723,GALAXY,18.728235,17.405621,16.48764,16.059921,15.765527,18.599998,17.47991,16.672501,16.306084,15.999908
1237648704051478835_r,5.87723E+17,209.115393,-0.37312183,752,40,3,438,551.804443,502.616699,GALAXY,18.861927,17.424212,16.725849,16.330711,16.083244,18.828255,17.448944,16.772089,16.339741,16.231697
1237648704052068490_r,5.87723E+17,210.4187185,-0.3954838,752,40,3,447,153.105408,298.918091,GALAXY,18.022026,16.91184,16.495029,16.226749,16.131863,18.158276,16.893362,16.450176,16.223555,16.328312
1237648704052592784_r,5.87723E+17,211.6359692,-0.36101121,752,40,3,455,333.084076,611.704834,GALAXY,19.651558,17.922464,17.015709,16.595888,16.280464,19.210335,17.968704,17.186731,16.776468,16.660252
1237648704055017848_r,5.87723E+17,217.2907907,-0.351682,752,40,3,492,1391.61731,693.131714,GALAXY,17.655766,16.570173,16.200167,16.019178,15.869132,17.933424,16.446297,16.160114,16.18722,16.152361
1237648704057573731_r,5.87723E+17,223.0832184,-0.22581931,752,40,3,531,980.304016,1835.3302,GALAXY,18.477173,17.192127,16.698732,16.42333,16.28113,18.469465,17.264072,16.740036,16.472313,16.436384
1237648704057770240_r,5.87723E+17,223.4769808,-0.31627677,752,40,3,534,477.155334,1013.10168,GALAXY,18.627054,17.209982,16.550323,16.197823,15.925438,18.545765,17.172348,16.600056,16.243423,15.964771
1237648704059408699_r,5.87723E+17,227.2090709,-0.3968256,752,40,3,559,384.994263,279.491364,GALAXY,19.015068,17.253071,16.450638,16.022026,15.691247,18.879993,17.166573,16.408247,16.03286,15.734412
1237648704060194982_r,5.87723E+17,229.0972333,-0.28106772,752,40,3,571,1220.7063,1330.39307,GALAXY,18.821012,17.165527,16.220058,15.812926,15.546845,18.621677,17.371418,16.545561,16.207981,16.07321
1237648704060653941_r,5.87723E+17,230.0630491,-0.31782972,752,40,3,578,474.741028,995.022278,GALAXY,18.894753,17.628351,16.907127,16.524265,16.28039,18.932508,17.696278,16.951887,16.609346,16.395391
1237648704063406732_r,5.87723E+17,236.4137128,-0.28477999,752,40,3,620,1054.56604,1285.03223,GALAXY,19.396009,17.820606,17.090336,16.690674,16.446957,19.217409,17.801338,17.143986,16.785561,16.539816
1237648704063734223_r,5.87723E+17,237.1548817,-0.24384404,752,40,3,625,988.681091,1654.92773,GALAXY,18.499163,17.241856,16.727262,16.397383,16.239189,18.290758,17.214685,16.758924,16.436447,16.34338
1237648704585335016_r,5.87723E+17,202.208537,0.06080725,752,40,4,392,358.659271,637.313782,GALAXY,18.919703,17.507849,16.819967,16.457722,16.211754,18.932701,17.459389,16.812534,16.48905,16.451952
1237648704586514654_r,5.87723E+17,204.9722158,0.0483337,752,40,4,410,989.661865,521.271851,GALAXY,18.449266,17.02026,16.275633,15.892447,15.679219,18.432364,16.923115,16.271782,15.963115,15.948502
1237648704587038957_r,5.87723E+17,206.1403485,0.16491308,752,40,4,418,723.016724,1580.63623,GALAXY,19.310406,17.668198,16.731609,16.25441,15.905087,19.20154,17.795244,16.95096,16.514118,16.213907
1237648704595624148_r,5.87723E+17,225.7402006,0.14670718,752,40,4,549,641.196655,1405.69226,GALAXY,18.838894,17.508009,17.019621,16.662334,16.627462,18.827555,17.396181,17.015284,16.632938,16.880444
1237648704596803863_r,5.87723E+17,228.4174714,0.16041694,752,40,4,567,485.646362,1528.96558,GALAXY,19.400574,17.656345,16.686718,16.220234,15.913229,19.814672,17.863005,16.930538,16.482809,16.226915
1237648704598376626_r,5.87723E+17,231.970246,0.11651256,752,40,4,591,124.176773,1124.64209,GALAXY,19.081264,17.404413,16.550291,16.140173,15.844788,19.201256,17.613848,16.894678,16.515032,16.313614
1237648704599228577_r,5.87723E+17,234.0349411,0.09205537,752,40,4,604,1203.4906,899.954285,GALAXY,19.101576,17.18404,16.34927,15.947424,15.67066,18.98461,17.421286,16.725998,16.385906,16.254814
1237648704600736199_r,5.87723E+17,237.4020858,0.16609408,752,40,4,627,515.622925,1565.90869,GALAXY,18.831165,17.576517,17.054472,16.721441,16.593679,18.925549,17.513102,17.069763,16.784195,16.901119
1237648705114538151_r,5.87723E+17,184.7892948,0.43410554,752,40,5,275,1206.28931,229.406647,GALAXY,18.646669,17.476288,17.041613,16.758265,16.555696,18.434978,17.387327,17.043541,16.767738,16.6
1237648705115979950_r,5.87723E+17,188.0601356,0.55442109,752,40,5,297,1007.28278,1322.99854,GALAXY,18.321783,17.091623,16.480341,16.096546,15.859537,18.243292,17.020414,16.416986,16.037592,15.820531
1237648705120895197_r,5.87723E+17,199.318338,0.47006467,752,40,5,372,1300.66968,547.209229,GALAXY,18.298702,16.919823,16.295618,15.947884,15.715896,18.239347,16.94388,16.360271,16.04283,15.833921
1237648705122861310_r,5.87723E+17,203.7830352,0.47172237,752,40,5,402,1066.81921,557.31488,GALAXY,18.790058,17.513395,16.884811,16.540186,16.3668,18.595167,17.384825,16.883806,16.552944,16.62219
1237648705131905248_r,5.87723E+17,224.3795134,0.43744317,752,40,5,540,520.735229,234.942017,GALAXY,18.550058,17.30097,16.706867,16.326761,16.106123,18.136545,17.126032,16.66807,16.2983,16.202011
1237648705137213843_r,5.87723E+17,236.5025362,0.55685282,752,40,5,621,504.769684,1305.61267,GALAXY,18.091442,16.945127,16.302914,15.911501,15.674498,17.99073,16.89002,16.345142,15.96429,15.786205
1237648705658486867_r,5.87723E+17,200.8409337,0.92201611,752,40,6,383,176.676422,836.646606,GALAXY,18.871424,17.586971,16.844231,16.427038,16.132647,18.813398,17.517021,16.793875,16.396406,16.098875
1237648705663205633_r,5.87723E+17,211.6199815,0.8701023,752,40,6,455,193.501404,356.470367,GALAXY,19.464876,17.570509,16.645464,16.205465,15.84813,20.306677,17.560434,16.74728,16.349533,16.077026
1237648705664319688_r,5.87723E+17,214.199616,0.91144082,752,40,6,472,511.375214,731.319885,GALAXY,18.213421,16.924671,16.318237,15.940995,15.712374,18.22653,16.912184,16.370386,16.043695,15.814185
1237648705664909449_r,5.87723E+17,215.5132047,0.86205313,752,40,6,481,205.863998,280.851929,GALAXY,17.702673,16.585133,16.159101,15.977324,15.809346,17.837082,16.563282,16.218376,16.062843,16.073769
1237648720142925946_r,5.88849E+17,147.8075449,-0.88459464,756,44,1,214,148.866272,1562.36243,GALAXY,18.62537,17.138662,16.381592,16.02232,15.728995,18.497892,17.028538,16.350876,16.024687,15.733711
1237648720146006287_r,5.88849E+17,154.9193589,-0.87151589,756,44,1,261,846.09198,1684.62329,GALAXY,19.043177,17.734262,16.993929,16.598087,16.321093,18.938646,17.776072,17.042229,16.665001,16.392321
1237648720146006363_r,5.88849E+17,154.8926536,-1.00933329,756,44,1,261,603.316833,431.467438,GALAXY,18.356243,17.09454,16.619778,16.321396,16.240753,18.557943,17.586134,17.146816,16.968145,16.783718
1237648720146137223_r,5.88849E+17,155.1478929,-0.98448259,756,44,1,263,202.044647,657.563965,GALAXY,19.035065,17.461517,16.559813,16.11018,15.770054,19.150429,17.752666,16.987783,16.568428,16.335052
1237648720146137229_r,5.88849E+17,155.1818167,-1.01698104,756,44,1,263,510.520721,362.190948,GALAXY,18.4457,17.077286,16.454346,16.132387,15.889444,18.157942,16.998508,16.454458,16.190054,15.983212
1237648720149610779_r,5.88849E+17,163.1504644,-0.91723517,756,44,1,316,832.780701,1269.32007,GALAXY,18.636955,17.056561,16.248383,15.80749,15.495232,18.24638,16.94195,16.217447,15.819253,15.586807
1237648720152363027_r,5.88849E+17,169.4145171,-1.03439814,756,44,1,358,625.291931,202.595764,GALAXY,18.301624,17.084614,16.381334,15.965446,15.716664,18.591465,17.207785,16.457249,16.06768,15.843512
1237648720152494164_r,5.88849E+17,169.7580069,-0.97909126,756,44,1,360,1026.53345,705.677246,GALAXY,18.105015,17.064117,16.576273,16.283546,16.074547,18.044868,16.917147,16.434395,16.14303,16.028187
1237648720152559831_r,5.88849E+17,169.9248794,-0.92405937,756,44,1,361,1182.79968,1206.29626,GALAXY,18.696936,17.360645,16.609598,16.179533,15.8949,18.745554,17.70554,17.043545,16.685659,16.416496
1237648720156098722_r,5.88849E+17,177.9259791,-0.92268171,756,44,1,415,436.884857,1221.95703,GALAXY,19.116747,17.556145,16.605717,16.179216,15.840397,18.823584,17.484764,16.628887,16.26749,16.041323
1237648720158654584_r,5.88849E+17,183.7539769,-0.91847495,756,44,1,454,347.764679,1261.85168,GALAXY,19.486023,17.495502,16.497963,16.076063,15.737676,19.479818,17.54438,16.572155,16.16715,15.86974
1237648720160424046_r,5.88849E+17,187.8268471,-0.84871337,756,44,1,481,632.08429,1896.63452,GALAXY,17.8694,16.621828,16.082054,15.756514,15.558379,17.769789,16.581562,16.078989,15.867993,15.780465
1237648720162652349_r,5.88849E+17,192.9426776,-0.93949724,756,44,1,515,871.884583,1069.62463,GALAXY,17.916698,16.673075,16.093513,15.756546,15.546223,17.830061,16.683697,16.137266,15.80866,15.726448
1237648720165339292_r,5.88849E+17,199.0810719,-0.9468033,756,44,1,556,880.750244,999.091553,GALAXY,17.718342,16.63439,16.154394,15.779413,15.649405,18.162666,17.101568,16.604548,16.337236,16.200283
1237648720165732488_r,5.88849E+17,199.9287021,-0.89011709,756,44,1,562,421.178284,1514.42322,GALAXY,19.024889,17.228367,16.377724,15.909726,15.575173,18.68008,17.100651,16.274384,15.85625,15.601137
1237648720166125634_r,5.88849E+17,200.8114035,-0.85922762,756,44,1,568,280.834564,1793.90381,GALAXY,17.562227,16.587234,16.12479,15.751412,15.612316,17.418501,16.48139,16.086821,15.748355,15.727266
1237648720166256756_r,5.88849E+17,201.1224119,-0.84285168,756,44,1,570,386.490601,1941.90918,GALAXY,18.469387,16.954367,16.124126,15.684813,15.365711,18.519539,17.049402,16.268564,15.894524,15.653683
1237648720166322352_r,5.88849E+17,201.3097489,-1.01111679,756,44,1,571,728.591553,411.671814,GALAXY,18.083801,16.807264,16.133131,15.720238,15.471028,18.05257,16.955915,16.356932,15.996446,15.869695
1237648720172417178_r,5.88849E+17,215.2157979,-0.97404081,756,44,1,664,586.872681,729.07074,GALAXY,19.189796,17.607836,16.718769,16.292995,15.989746,19.091085,17.820919,17.016214,16.628471,16.428677
1237648720172679390_r,5.88849E+17,215.8544965,-1.03608381,756,44,1,668,949.57135,164.195343,GALAXY,18.630779,17.506411,17.107355,16.849842,16.687029,18.468733,17.470863,17.131577,16.905146,16.882406
1237648720681304371_r,5.88849E+17,151.3404021,-0.47178522,756,44,2,237,965.897766,1500.67358,GALAXY,18.779892,17.514307,16.890423,16.557907,16.398741,18.58251,17.505375,16.958652,16.645527,16.649084
1237648720685301897_r,5.88849E+17,160.4436414,-0.60055499,756,44,2,298,716.316467,332.624298,GALAXY,18.252697,17.037954,16.609102,16.354794,16.295517,18.438387,17.014359,16.612844,16.424311,16.658623
1237648720697360592_r,5.88849E+17,188.0369228,-0.58982871,756,44,2,482,1178.83435,433.59494,GALAXY,19.37249,17.849277,17.029057,16.615292,16.290697,19.209839,17.943045,17.216625,16.825481,16.595682
1237648720698671256_r,5.88849E+17,190.9150319,-0.4853227,756,44,2,502,126.700821,1382.77258,GALAXY,18.181873,17.092754,16.610302,16.25141,16.112732,17.984556,16.931755,16.504843,16.162109,16.127472
1237648720699130081_r,5.88849E+17,192.0819414,-0.51526051,756,44,2,509,1209.87195,1110.5697,GALAXY,18.944944,17.595709,16.722082,16.281284,15.985763,18.89752,17.740696,16.961763,16.587875,16.36602
1237648720708305073_r,5.88849E+17,212.9580428,-0.48036866,756,44,2,649,472.500244,1403.59741,GALAXY,18.26787,17.083315,16.503134,16.135212,15.951094,18.259897,17.045198,16.52449,16.145742,16.126032
1237648721217781939_r,5.88849E+17,150.3817864,-0.17424453,756,44,3,231,417.25528,392.224243,GALAXY,18.932749,17.468861,16.758324,16.373503,16.11754,18.497255,17.269888,16.678633,16.331917,16.177338
1237648721219748023_r,5.88849E+17,154.8642773,-0.03453779,756,44,3,261,343.86557,1663.93604,GALAXY,18.423855,16.876257,16.272554,15.928915,15.804518,18.219179,16.851076,16.30072,15.986547,16.096464
1237648721221779630_r,5.88849E+17,159.6019801,-0.19007514,756,44,3,292,1230.87708,250.788849,GALAXY,18.680769,17.333973,16.644762,16.233219,16.003534,18.893656,17.613226,17.022448,16.671551,16.679234
1237648721221845221_r,5.88849E+17,159.7668133,-0.03093157,756,44,3,293,1368.38745,1697.48792,GALAXY,19.187223,17.726244,16.897547,16.476572,16.112993,19.262333,17.674715,16.95603,16.596979,16.317566
1237648721223680257_r,5.88849E+17,163.961278,-0.11921426,756,44,3,321,1398.42871,893.519592,GALAXY,18.955944,17.627388,17.034555,16.703754,16.459421,18.770985,17.627958,17.068382,16.840261,16.641167
1237648721225122031_r,5.88849E+17,167.2528457,-0.09377024,756,44,3,343,1384.98816,1124.23779,GALAXY,19.033201,17.559496,16.837639,16.494528,16.248098,18.685623,17.565931,16.879293,16.620653,16.650217
1237648721226170501_r,5.88849E+17,169.5877015,-0.08659754,756,44,3,359,837.63501,1189.65088,GALAXY,18.273375,17.197929,16.801714,16.526949,16.406912,18.552759,17.560192,17.236311,17.020899,16.876801
1237648721226563768_r,5.88849E+17,170.4212633,-0.01335285,756,44,3,365,251.488312,1856.15637,GALAXY,18.350716,17.073124,16.342884,15.966952,15.660736,18.339077,17.066233,16.373915,16.011173,15.77077
1237648721227284638_r,5.88849E+17,172.1362774,-0.17168028,756,44,3,376,873.18512,416.775543,GALAXY,17.966625,16.712013,16.17868,15.848202,15.665508,17.916782,16.675077,16.208097,15.891787,15.770283
1237648721231216754_r,5.88849E+17,181.042216,-0.1248993,756,44,3,436,188.612457,845.682922,GALAXY,18.775242,17.523928,16.803421,16.463528,16.226574,19.078979,17.814995,17.186499,16.925489,16.620848
1237648721235935459_r,5.88849E+17,191.8839685,-0.02760074,756,44,3,508,772.344604,1730.41589,GALAXY,19.139034,17.474495,16.587084,16.10393,15.761992,19.04171,17.320553,16.504236,16.064163,15.758227
1237648721249435828_r,5.88849E+17,222.7842305,-3.26E-03,756,44,3,714,1345.67017,1911.97156,GALAXY,19.372309,17.767017,16.762293,16.303135,15.960192,19.370693,17.934641,17.036133,16.612843,16.302109
1237648721250353307_r,5.88849E+17,224.8843334,-0.0132606,756,44,3,728,1385.5437,1817.54443,GALAXY,18.014851,16.76708,16.302578,16.028791,15.881001,17.886326,16.688084,16.262892,16.034163,16.046289
1237648721252778376_r,5.88849E+17,230.4029954,-0.01499058,756,44,3,765,1201.3584,1791.45361,GALAXY,18.837473,17.588541,16.808199,16.360098,16.03476,19.0492,17.805744,17.074427,16.670967,16.348213
1237648721252909331_r,5.87723E+17,230.6422116,3.56E-03,752,40,4,582,298.324738,99.501045,GALAXY,19.246799,17.893099,17.13592,16.704605,16.461836,19.280613,17.859495,17.136843,16.72444,16.497484
1237648721747247472_r,5.88849E+17,133.4338423,0.34300251,756,44,4,118,101.765953,1271.51904,GALAXY,18.626614,17.513157,16.887722,16.523134,16.423073,18.647835,17.524776,16.95203,16.619598,16.551201
1237648721748099461_r,5.88849E+17,135.5208955,0.40605739,756,44,4,131,1385.77905,1844.74939,GALAXY,18.112513,17.067139,16.6838,16.412018,16.241524,18.135303,16.96718,16.593826,16.403183,16.350445
1237648721748951332_r,5.88849E+17,137.3268922,0.40589718,756,44,4,144,114.791367,1843.95544,GALAXY,18.237926,16.917009,16.271061,15.907026,15.68484,18.305605,16.914442,16.255539,15.928583,15.8848
1237648721754980554_r,5.88849E+17,151.1689431,0.32851722,756,44,4,236,763.992676,1147.70557,GALAXY,19.125879,17.621874,16.917372,16.52169,16.176706,19.015137,17.495203,16.882645,16.555668,16.227013
1237648721756291223_r,5.88849E+17,154.1720998,0.25874362,756,44,4,256,850.178711,514.260803,GALAXY,18.561636,17.1577,16.369118,15.942911,15.61171,18.408443,17.180048,16.431114,16.068567,15.936259
1237648721757864179_r,5.88849E+17,157.7616782,0.3902841,756,44,4,280,824.077026,1711.38708,GALAXY,18.96026,17.519598,16.804817,16.37281,16.068068,18.848043,17.494331,16.829611,16.41223,16.114256
1237648721758257293_r,5.88849E+17,158.632991,0.33240275,756,44,4,286,581.136719,1185.41638,GALAXY,18.858929,17.232365,16.462278,16.063732,15.715213,18.521381,17.210629,16.515427,16.146616,15.986167
1237648721763631246_r,5.88849E+17,170.8763775,0.31879225,756,44,4,368,301.045135,1060.96887,GALAXY,18.669065,17.558178,16.769917,16.362631,16.179174,19.038351,17.915792,17.198582,16.836863,17.05652
1237648721767563389_r,5.88849E+17,179.8957632,0.34328888,756,44,4,428,647.748352,1286.97473,GALAXY,19.115683,17.658302,16.995298,16.609547,16.419863,19.073139,17.635883,17.028994,16.655281,16.455853
1237648721768743049_r,5.88849E+17,182.564263,0.26932864,756,44,4,446,412.485352,614.800842,GALAXY,18.276493,16.831339,16.090746,15.706832,15.416131,18.345917,17.108795,16.468441,16.148548,15.900876
1237648721770184921_r,5.88849E+17,185.9066525,0.3346487,756,44,4,468,859.662354,1208.90637,GALAXY,18.992178,17.811876,17.064487,16.620321,16.322039,19.236557,17.976484,17.297283,16.891096,16.626728
1237648721770709129_r,5.88849E+17,187.0796762,0.22912464,756,44,4,476,637.63269,249.419312,GALAXY,18.515102,17.122501,16.410854,16.014725,15.747499,18.447601,17.170334,16.571095,16.247557,16.095356
1237648721772675092_r,5.88849E+17,191.5238111,0.31280292,756,44,4,506,214.365219,1009.55768,GALAXY,17.991028,16.973076,16.072578,15.649588,15.416185,18.224533,16.997715,16.09289,15.7137,15.631682
1237648721780408635_r,5.88849E+17,209.2817628,0.33531272,756,44,4,624,1070.11194,1194.74988,GALAXY,18.786564,17.022169,16.146969,15.732371,15.363391,18.498697,16.934052,16.134769,15.743004,15.435731
1237648721788469476_r,5.88849E+17,227.6608923,0.35270776,756,44,4,747,764.876709,1324.05969,GALAXY,19.105078,17.681751,16.9394,16.441536,16.106972,19.264587,17.704006,17.112993,16.707315,16.551678
1237648721788535067_r,5.88849E+17,227.8104245,0.35840406,756,44,4,748,763.434204,1375.79431,GALAXY,18.835442,17.533182,17.049559,16.762146,16.670971,18.869461,17.563969,17.091244,16.84337,16.828133
1237648721788862759_r,5.88849E+17,228.4961769,0.34572766,756,44,4,753,192.675125,1259.69153,GALAXY,18.686728,17.101639,16.230448,15.78599,15.411898,18.464901,17.046268,16.211994,15.769741,15.484853
1237648721790501128_r,5.88849E+17,232.2358834,0.41897502,756,44,4,778,167.010254,1916.23792,GALAXY,19.329927,17.77116,16.872444,16.391712,16.061312,19.027096,17.602354,16.787409,16.35866,16.06687
1237648721790828908_r,5.88849E+17,233.0611433,0.37002254,756,44,4,783,864.563538,1470.32483,GALAXY,18.72703,17.404819,16.689274,16.294231,16.07345,18.885042,17.622547,17.04781,16.70595,16.772039
1237648722288246924_r,5.88849E+17,142.8755154,0.64377326,756,44,5,181,207.550522,195.156815,GALAXY,18.274338,17.072397,16.607203,16.325796,16.130453,18.160069,17.030201,16.585772,16.330826,16.139652
1237648722290933840_r,5.88849E+17,149.1216452,0.70891339,756,44,5,222,1199.66577,791.342957,GALAXY,18.755308,17.186602,16.352892,15.932265,15.57608,18.792238,17.321396,16.530142,16.17012,15.823641
1237648722293031151_r,5.88849E+17,153.8480928,0.74685358,756,44,5,254,622.92157,1137.46069,GALAXY,18.645903,17.541983,16.947226,16.592316,16.432095,18.550297,17.570328,16.987646,16.645842,16.558784
1237648722296832040_r,5.88849E+17,162.4903469,0.70081129,756,44,5,312,264.612732,720.397034,GALAXY,18.057043,16.967634,16.566244,16.337046,16.206697,18.0084,16.846918,16.545294,16.349306,16.401361
1237648722300043510_r,5.88849E+17,169.8896597,0.63437866,756,44,5,361,853.251709,114.982353,GALAXY,19.3328,17.818798,16.992052,16.556501,16.225813,18.668728,17.580694,16.92,16.630514,16.417492
1237648722304303378_r,5.88849E+17,179.5718559,0.76727091,756,44,5,426,421.869537,1326.86597,GALAXY,17.890173,16.730711,16.152628,15.734119,15.507375,17.859097,16.646791,16.120369,15.702748,15.533697
1237648722305482951_r,5.88849E+17,182.3004975,0.74466848,756,44,5,444,733.34082,1121.75159,GALAXY,19.632246,17.905493,16.876999,16.438168,16.069235,19.382183,17.879316,17.009743,16.591408,16.27158
1237648722313150660_r,5.88849E+17,199.82172,0.78558828,756,44,5,561,800.718018,1487.9729,GALAXY,18.606567,17.188084,16.488359,16.121302,15.881937,18.385386,17.086943,16.483017,16.143373,16.055868
1237648722314789028_r,5.88849E+17,203.512031,0.68829004,756,44,5,586,327.787384,599.472961,GALAXY,18.861307,17.753414,16.840221,16.420507,16.160631,18.744383,17.987185,17.242954,16.941677,16.741095
1237648722316165292_r,5.88849E+17,206.679742,0.6474615,756,44,5,607,547.503357,223.122284,GALAXY,19.336496,17.460173,16.683588,16.244713,16.016516,18.927114,17.410671,16.690218,16.283947,16.18047
1237648722321014958_r,5.88849E+17,217.7256692,0.79468392,756,44,5,681,260.326385,1543.14099,GALAXY,18.974031,17.797657,17.061712,16.670689,16.400942,18.734444,17.745975,17.029995,16.661587,16.380285
1237648722321015098_r,5.88849E+17,217.8400347,0.68774158,756,44,5,681,1300.16687,570.790771,GALAXY,18.270975,17.023783,16.410963,16.032331,15.80772,17.948055,16.878164,16.311092,15.997079,15.941417
1237648722321801353_r,5.88849E+17,219.5140612,0.76199807,756,44,5,693,187.751541,1243.27332,GALAXY,18.841829,17.537525,16.801086,16.424124,16.140738,18.755163,17.51845,16.811903,16.50701,16.217836
1237648722322719055_r,5.88849E+17,221.6323928,0.76002253,756,44,5,707,392.884766,1222.02576,GALAXY,19.710968,18.146309,17.062531,16.574131,16.24828,19.125479,18.103065,17.072392,16.70677,16.532167
1237648722325995882_r,5.87723E+17,229.1783913,0.84308602,752,40,6,572,603.210022,102.278503,GALAXY,18.97455,17.579882,16.93185,16.535282,16.275391,18.824217,17.487123,16.871317,16.495266,16.331465
1237648722837569753_r,5.87726E+17,171.3874298,1.22674443,1462,40,1,307,910.241272,569.126526,GALAXY,19.268085,17.457209,16.532963,16.100231,15.787198,18.894728,17.480947,16.816526,16.448456,16.317961
1237648722841174194_r,5.88849E+17,179.6328903,1.13192419,756,44,6,426,975.507935,824.89624,GALAXY,18.132917,17.170443,16.824793,16.597712,16.44418,18.134789,17.173571,16.840416,16.621748,16.418257
1237648722841960596_r,5.88849E+17,181.4324409,1.07887085,756,44,6,438,1005.15948,342.623383,GALAXY,18.530926,17.21349,16.514114,16.158533,15.908817,18.431608,17.293827,16.557997,16.236044,16.036909
1237649918427398296_r,5.87724E+17,11.48445836,13.81214488,1035,40,1,40,224.624527,1508.74939,GALAXY,18.758015,17.55983,16.959278,16.575109,16.32552,18.983856,17.610174,16.970915,16.665125,16.359407
1237649918428512388_r,5.87724E+17,14.16542888,13.71586693,1035,40,1,57,783.732666,1471.35242,GALAXY,19.198732,17.805357,17.013729,16.603592,16.279835,19.049433,17.7637,17.034769,16.62351,16.359226
1237649918969970826_r,5.87724E+17,25.01913003,13.41705253,1035,40,2,127,1422.76611,1205.37732,GALAXY,18.135618,16.872232,16.331036,16.037561,15.839213,17.97197,16.848114,16.375639,16.123325,16.233744
1237649919500943550_r,5.87724E+17,11.17665635,14.70303131,1035,40,3,37,1369.06128,1897.17358,GALAXY,18.602636,17.349121,16.818289,16.474339,16.266071,18.960844,17.830997,17.306957,17.059595,16.895979
1237649919504482487_r,5.87724E+17,19.39306565,14.16796824,1035,40,3,91,364.408325,389.382385,GALAXY,18.950155,17.596231,16.914335,16.524511,16.25547,18.715103,17.39563,16.786238,16.395008,16.251253
1237649919509135574_r,5.87724E+17,30.41454096,13.35156244,1035,40,3,162,1334.62476,1574.20288,GALAXY,18.708996,17.225912,16.45672,15.997855,15.745837,18.351599,17.066582,16.447063,16.01351,15.842523
1237649920041681040_r,5.87724E+17,20.18535758,14.69436025,1035,40,4,96,205.130859,1811.24609,GALAXY,18.678873,17.350121,16.83898,16.551807,16.413681,18.697847,17.206116,16.773779,16.552847,16.703823
1237649920042139727_r,5.87724E+17,21.25812022,14.63617374,1043,40,4,139,306.069641,46.393257,GALAXY,18.588602,17.542976,16.841108,16.375364,16.160816,18.521572,17.470137,16.807858,16.359472,16.256311
1237649920042729790_r,5.87724E+17,22.74055139,14.43650785,1035,40,4,112,1025.68726,1125.87756,GALAXY,18.692762,17.295614,16.651995,16.259462,16.078529,18.742865,17.308678,16.748623,16.354597,16.352079
1237649920047120590_r,5.87724E+17,32.98134307,13.47302428,1035,40,4,179,617.697021,1498.46729,GALAXY,19.302868,17.587894,16.666058,16.209501,15.912678,19.338142,17.790924,17.045301,16.678961,16.85812
1237649920573767755_r,5.87724E+17,8.87884753,15.55629316,1035,40,5,23,85.823196,1563.01794,GALAXY,18.708025,17.352818,16.583954,16.139641,15.838656,18.750895,17.439581,16.860043,16.490278,16.304155
1237649920575799468_r,5.87724E+17,13.75829591,15.26695765,1035,40,5,54,721.659546,157.423157,GALAXY,18.385071,17.211975,16.598824,16.205996,15.988083,18.33474,17.196865,16.617403,16.22571,16.036032
1237649921111949481_r,5.87724E+17,12.1147565,15.77967162,1035,40,6,43,1137.34009,482.632446,GALAXY,18.266266,16.852251,16.156565,15.781084,15.512162,18.172215,16.856705,16.23176,15.873743,15.676187
1237649954403582130_r,5.87724E+17,19.79252196,14.7841916,1043,40,4,129,966.730957,495.885742,GALAXY,18.475533,17.09635,16.321566,15.929185,15.64795,18.460079,17.291882,16.599394,16.283878,16.265049
1237649961385394353_r,5.87724E+17,59.24010121,-6.73448267,1045,40,1,167,1023.5174,1923.52051,GALAXY,18.422615,17.125713,16.51581,16.111341,15.887266,18.44751,17.106262,16.514107,16.108082,15.944511
