gxyName	alenRank	math_initial_theta	pitch_angle	math_initial_radius	relative_theta_start	relative_theta_end	r_start	r_end	used2rev	failed2rev	hasUndefinedEndpoints	arc_length	num_pixels	err_per_len	err_per_pixel	mean_intensity	brt_ratio_score	anovaF_score	clusOutputColor
1237658204498296934	1	-2.522517	-16.681822	12.760960	0.000000	7.684186	12.760960	127.625436	1	0	0	400.145719	6943.000000	792.626134	45.681399	0.500456	1.115865	262.429501	[0.2857_1_0]
1237658204498296934	2	3.626377	-13.017867	37.295883	0.000000	4.064488	37.295883	95.447767	0	0	0	258.160355	4950.000000	809.361543	42.211124	0.463816	1.207435	1025.206346	[0_0.5714_1]
1237658204498296934	3	11.284512	-38.328678	57.940869	0.000000	0.741314	57.940869	104.113380	0	0	0	74.451168	959.000000	177.237707	13.759702	0.370151	1.235798	241.572779	[0_1_0.5714]
1237658204498296934	4	6.233568	-25.642244	100.137489	0.000000	0.537836	100.137489	129.634599	0	0	0	68.161924	804.000000	49.907298	4.231067	0.233018	1.258413	502.466476	[1_0_0.8571]
1237658204498296934	5	9.316139	-32.924616	74.366899	0.000000	0.622734	74.366899	111.302889	0	0	0	67.955111	966.000000	177.128707	12.460457	0.367367	1.327191	486.283556	[1_0_0]
1237658204498296934	6	7.885806	-22.936290	68.950361	0.000000	0.757947	68.950361	95.023298	0	0	0	66.903891	997.000000	465.069026	31.208553	0.336610	1.251176	302.200192	[1_0.8571_0]
1237658204498296934	7	11.568182	43.863783	118.417866	0.000000	0.215487	96.265911	118.417866	0	0	0	31.967783	394.000000	138.185627	11.211899	0.274078	1.357538	349.787374	[0.2857_0_1]
1237660614513131530	1	7.963144	-27.927138	20.024001	0.000000	3.256612	20.024001	112.527105	0	0	0	197.509188	3078.000000	309.244922	19.843637	0.411305	1.141453	187.445351	[0.2_1_0]
1237660614513131530	2	6.321326	-6.590787	69.274529	0.000000	2.377710	69.274529	91.176780	0	0	0	190.823690	2593.000000	156.326439	11.504353	0.349814	1.259186	1606.369819	[0.8_0_1]
1237660614513131530	3	4.713312	-16.607526	22.308047	0.000000	3.672129	22.308047	66.698462	0	0	0	155.312115	1878.000000	300.978009	24.891124	0.529878	1.106730	453.528545	[0.2_0_1]
1237660614513131530	4	10.412740	-8.207610	48.681734	0.000000	2.110685	48.681734	66.005920	0	0	0	121.351490	2017.000000	833.506886	50.147398	0.479534	1.205914	1116.330857	[0_0.4_1]
1237660614513131530	5	5.283814	-4.942393	81.432111	0.000000	1.026594	81.432111	88.991871	0	0	0	87.746965	1409.000000	162.018355	10.089864	0.334908	1.303435	995.481865	[1_0_0.6]
1237660614513131530	6	7.088637	-10.997174	37.639306	0.000000	1.421884	37.639306	49.618429	0	0	0	62.796640	397.000000	23.884382	3.777982	0.549809	1.090494	203.651061	[0_1_1]
