name	fit_state	warnings	star_mask_used	noise_mask_used	chirality_maj	chirality_alenWtd	chirality_wtdPangSum	chirality_longestArc	badBulgeFitFlag	bulgeAxisRatio	bulgeMajAxsLen	bulgeMajAxsAngle	bulgeAvgBrt	bulgeDiskBrtRatio	numElpsRefits	diskAxisRatio	diskMinAxsLen	diskMajAxsLen	diskMajAxsAngleRadians	inputCenterR	inputCenterC	iptSz	muDist	muDistProp	covarFit	wtdLik	likOfCtr	brtUnifScore	gaussLogLik	contourBrtRatio	standardizedCenterR	standardizedCenterC	hasDeletedCtrClus	failed2revDuringMergeCheck	failed2revDuringSecondaryMerging	failed2revInOutput	fitQuality	cpu_time	wall_time	bar_candidate_available	bar_used	alenAt25pct	alenAt50pct	alenAt75pct	rankAt25pct	rankAt50pct	rankAt75pct	avgArcLength	minArcLength	lowerQuartileArcLength	medianArcLength	upperQuartileArcLength	maxArcLength	totalArcLength	totalNumArcs	chirality_votes_maj	chirality_votes_alenWtd	alenWtdPangSum	top2_chirality_agreement	pa_longest	pa_avg	pa_avg__abs	pa_avg_domChiralityOnly	pa_alenWtd_avg	paErr_alenWtd_stdev	pa_alenWtd_avg__abs	paErr_alenWtd_stdev__abs	pa_alenWtd_avg_domChiralityOnly	paErr_alenWtd_stdev_domChiralityOnly	pa_totBrtWtd	pa_avgBrtWtd	pa_alenWtd_median	pa_alenWtd_lowQuartile	pa_alenWtd_highQuartile	pa_alenWtd_lowDecile	pa_alenWtd_highDecile	pa_alenWtd_median_domChiralityOnly	pa_alenWtd_lowQuartile_domChiralityOnly	pa_alenWtd_highQuartile_domChiralityOnly	pa_alenWtd_lowDecile_domChiralityOnly	pa_alenWtd_highDecile_domChiralityOnly	sorted_agreeing_pangs	sorted_agreeing_arclengths	numArcs_largest_length_gap	numDcoArcs_largest_length_gap	numArcs_arclength_function_flattening	numDcoArcs_arclength_function_flattening	bar_score_img	bar_cand_score_orifld	bar_angle_input_img	bar_half_length_input_img	bar_angle_standardized_img	bar_half_length_standardized_img	numArcsGE000	numArcsGE010	numArcsGE020	numArcsGE040	numArcsGE050	numArcsGE055	numArcsGE060	numArcsGE065	numArcsGE070	numArcsGE075	numArcsGE080	numArcsGE085	numArcsGE090	numArcsGE095	numArcsGE100	numArcsGE120	numArcsGE140	numArcsGE160	numArcsGE180	numArcsGE200	numArcsGE220	numArcsGE240	numArcsGE260	numArcsGE280	numArcsGE300	numArcsGE350	numArcsGE400	numArcsGE450	numArcsGE500	numArcsGE550	numArcsGE600	numDcoArcsGE000	numDcoArcsGE010	numDcoArcsGE020	numDcoArcsGE040	numDcoArcsGE050	numDcoArcsGE055	numDcoArcsGE060	numDcoArcsGE065	numDcoArcsGE070	numDcoArcsGE075	numDcoArcsGE080	numDcoArcsGE085	numDcoArcsGE090	numDcoArcsGE095	numDcoArcsGE100	numDcoArcsGE120	numDcoArcsGE140	numDcoArcsGE160	numDcoArcsGE180	numDcoArcsGE200	numDcoArcsGE220	numDcoArcsGE240	numDcoArcsGE260	numDcoArcsGE280	numDcoArcsGE300	numDcoArcsGE350	numDcoArcsGE400	numDcoArcsGE450	numDcoArcsGE500	numDcoArcsGE550	numDcoArcsGE600	_
1237648703509627162	OK	lgspFitting_highErrPerLenForLongArc_761.64|	unavailable	unavailable	Zwise	Zwise	Zwise	Zwise	false	0.9701930665	12.47923458	0.478531952	0.93080538	2.654529413	8	0.8499159208	55.09763231	64.82715638	1.341642349	54.68742408	53.99159285	[107_107]	0.6874754838	0.01285000904	[24.92468586_2.0780282692.078028269_33.3489573]	0.8806245131	0.005495508093	0.5137254902	-444443.4087	1.043078512	127.1109165	129.9806183	false	false	false	false	0.1674666667	134.41	110.206498	false	false	498.0276211	195.942109	74.41538085	1	3	8	86.64157799	14.55100016	25.11656458	51.63328342	80.65962251	498.0276211	1732.83156	20	[6_14]	[266.3764966_1466.455063]	-12988.33255	'agree'	-4.388369875	-6.004401343	19.95535716	-18.54268464	-7.495438596	18.6276537	14.9799162	13.37060929	-13.27896268	13.36622958	-11.40886002	-17.72394044	-4.388369875	-2.72004281	-17.12021635	25.06083372	-30.3559567	-4.388369875	-4.388369875	-19.52996082	-2.72004281	-33.80402639	[4.388369875_2.72004281_17.12021635_21.54696982_33.80402639_53.60383042_4.987705311_19.52996082_4.081194616_30.3559567_17.94122152_25.52670856_21.59604641_2.395335413]	[498.0276211_211.4994876_195.942109_102.6426741_84.04703158_77.27221344_75.54156747_52.76337484_50.07870213_32.34068863_27.99935401_22.23377515_21.51546392_14.55100016]	1	1	1	1	0.9085	6.0825	147.3704	20.9375	160.5000	84.0000	20	20	17	12	12	9	9	8	8	7	5	4	4	4	4	3	3	3	3	2	1	1	1	1	1	1	1	1	0	0	0	14	14	13	9	9	7	7	7	7	7	5	4	4	4	4	3	3	3	3	2	1	1	1	1	1	1	1	1	0	0	0	_
1237648703510216885	OK	lgspFitting_highErrPerLenForLongArc_5774.56|	unavailable	unavailable	Zwise	Zwise	Zwise	Zwise	false	0.8225743618	14.66717914	1.529548646	0.9332498957	2.343694193	9	0.8958162316	85.2059458	95.1154297	-1.468399524	90.90036138	92.30466919	[182_182]	1.003523285	0.01102772841	[62.1092075_1.550405861.55040586_77.03809283]	0.8493278476	0.00228147929	0.4745098039	-1531583.598	1.03149641	128.6970409	128.8076177	false	false	false	false	0.2356828194	105.43	89.344448	false	false	400.699798	88.32491262	73.10998957	1	4	9	78.5894836	16.54599289	29.78858921	70.63597652	79.69022072	400.699798	1493.200188	19	[9_10]	[580.8368418_912.3633466]	-2613.980096	'disagree'	-0.1920929954	-2.351038512	19.65404345	-20.90482786	-1.750589182	20.81351828	14.77984062	14.758842	-13.52708928	17.50367418	-4.851999919	-19.28545341	-0.1920929954	15.98735537	-11.23574429	22.16817133	-44.18307024	-3.84553459	-0.1920929954	-19.25911832	-0.1920929954	-45.35254042	[0.1920929954_3.84553459_45.35254042_44.18307024_19.25911832_12.48934114_11.23574429_48.95145676_4.598016378_18.94136345]	[400.699798_88.32491262_80.22746321_78.07849327_76.71463937_74.0504893_33.78675191_31.61956089_29.17826532_19.68297273]	1	1	5	3	1.2080	6.3204	356.3669	43.1953	170.5000	129.0000	19	19	16	11	10	10	10	10	10	7	5	4	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	0	0	0	0	10	10	9	6	6	6	6	6	6	5	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	_
1237648703510478979	OK	lgspFitting_highErrPerLenForLongArc_4063.86|	unavailable	unavailable	Swise	Zwise	Zwise	Zwise	true	0.7235802373	15.8091243	0.3510381861	0.9562908497	2.319153005	9	0.6912560233	60.14088107	87.00232481	0.001949112048	70.45132363	70.61122235	[140_140]	0.1214075786	0.00173439398	[62.58549681_0.063696874330.06369687433_29.90571744]	0.8902958968	0.003655890189	0.6509803922	-900819.8319	1.011233496	128.1905567	127.5078613	false	false	false	false	0.2347888332	158.71	128.062229	false	false	472.5726189	68.34105761	55.76132757	1	5	11	71.33834715	18.15464217	33.23550832	55.76132757	66.00107025	472.5726189	1498.10529	21	[11_10]	[512.7695424_985.3357477]	-320.5663121	'agree'	-5.082528903	6.48715938	26.67146984	-21.19352598	-0.2139811629	26.61779131	21.04559738	16.29832609	-16.16154044	14.52775408	-9.289776245	-21.76184597	-5.082528903	15.31201759	-20.23927416	47.22997331	-40.54664408	-5.082528903	-5.082528903	-23.29081962	-5.082528903	-40.54664408	[5.082528903_40.54664408_22.90434914_20.23927416_23.29081962_48.41931352_3.198316218_10.60448434_26.82006919_10.82946064]	[472.5726189_118.2632918_70.00933519_63.64188726_63.05745901_55.76132757_51.64513839_34.60752057_33.21461633_22.56255276]	1	1	2	3	0.8078	6.5666	285.6117	38.9375	15.5000	127.0000	21	21	20	13	13	12	8	6	4	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	10	10	10	7	7	6	5	3	3	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	_
1237648703511134403	OK	lgspFitting_highErrPerLenForLongArc_1085.18|	unavailable	unavailable	Zwise	Zwise	Zwise	Zwise	false	0.8943995902	15.06974423	-0.232308773	0.9323157111	2.406051226	9	0.98025479	53.38828084	54.46367759	0.5062622968	55.8121098	55.62308392	[110_110]	0.3355028752	0.006100052276	[23.33101875_0.3904647320.390464732_22.84329351]	0.8929789075	0.006868394146	0.4	-588886.1809	1.018853974	129.9573239	128.5828529	false	false	false	false	0.2249357326	167.56	134.90386	false	false	354.5748286	171.2723001	64.75820185	2	3	8	95.1921889	16.15392509	35.16048728	55.22097804	94.82867519	434.5540554	1808.651589	19	[7_12]	[463.6443036_1345.007286]	-6424.601812	'agree'	-9.2292272	-1.069518826	21.05968478	-17.51895286	-3.552150038	20.5515764	15.60349953	13.83892571	-12.87944549	10.39036938	-9.436021377	-14.28944555	-6.423685088	3.377338852	-9.2292272	26.34295709	-27.30202373	-9.2292272	-6.423685088	-12.8083416	-6.423685088	-33.35188324	[9.2292272_6.423685088_36.02099609_0.129154788_33.35188324_23.15944113_7.13101725_3.917727986_12.8083416_26.89263428_23.86130191_27.30202373]	[434.5540554_354.5748286_102.0822886_73.06783492_70.75286491_64.75820185_59.37110046_53.79908052_43.47369237_39.60453306_30.33231672_18.63648811]	2	2	3	3	1.0200	6.1558	45.5067	24.0469	106.5000	133.0000	19	19	17	13	11	10	8	7	7	5	5	5	5	5	5	3	3	3	2	2	2	2	2	2	2	2	1	0	0	0	0	12	12	11	9	8	7	6	5	5	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	_
1237648703511265430	OK	lgspFitting_highErrPerLenForLongArc_867.47|	unavailable	unavailable	Swise	Zwise	Zwise	Zwise	true	0.7131759195	17.39172973	-0.7572943245	0.9474279123	2.594574066	8	0.7701073752	79.89969513	103.7513699	-0.9064003392	82.47254233	83.5195824	[163_163]	1.591360081	0.01952589056	[68.79827794_18.1743749318.17437493_77.77068088]	0.882442478	0.002208803641	0.4392156863	-1021185.413	1.027098246	129.4559743	129.0043566	false	false	false	false	0.1861126921	100.94	85.245197	false	false	441.3247407	123.6699124	49.97223879	1	4	9	70.73032415	16.8068301	23.34739007	38.91629026	65.66968857	441.3247407	1556.067131	22	[12_10]	[479.2391059_1076.828025]	-4607.942078	'agree'	-4.072707184	-0.09543778273	17.95355755	-19.85389487	-2.961274604	20.03587882	15.0067018	13.60163551	-12.9822854	12.59577939	-9.11809619	-19.6732179	-4.072707184	0.7839149535	-16.3036576	31.76167575	-28.82508149	-4.753066746	-4.072707184	-18.19925432	-4.072707184	-32.68491206	[4.072707184_4.753066746_28.82508149_16.3036576_3.734211653_40.56227945_32.68491206_43.73712281_5.666655355_18.19925432]	[441.3247407_146.3122366_134.64946_123.6699124_59.61308082_49.97223879_46.38066328_29.36962305_23.09912627_22.43694356]	1	1	3	2	0.8292	5.7482	4.0671	45.5273	146.0000	111.0000	22	22	19	11	8	8	6	6	5	5	5	5	5	5	5	5	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	10	10	10	7	5	5	4	4	4	4	4	4	4	4	4	4	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	_
1237648703511265544	OK	lgspFitting_highErrPerLenForLongArc_3242.48|	unavailable	unavailable	EQ	Swise	Zwise	Swise	false	0.8383651433	15.45820694	-0.8935610207	0.9371292107	2.757778802	7	0.7194785068	54.91572057	76.32711756	-1.457352747	47.57191098	47.29761452	[94_94]	0.2147814476	0.004569818034	[24.84249055_2.5728520522.572852052_47.13155756]	0.8638342418	0.004612118202	0.4392156863	-248524.1196	1.032718567	128.2958348	130.0147928	false	false	false	false	0.2486368593	117.9	97.344749	false	false	443.8780146	96.05750534	42.24517697	1	3	8	65.96343034	19.40809923	26.72881229	30.90642119	54.75561612	443.8780146	1187.341746	18	[9_9]	[816.1355452_371.2062008]	-142.2854909	'agree'	2.547258888	-2.630260408	20.14689816	17.51663775	-0.1198353308	17.0081719	13.24067005	10.67599778	9.544318276	9.658884512	4.995966198	16.37064608	2.547258888	-16.6197244	12.352192	-23.74015723	18.89576138	2.547258888	2.547258888	12.352192	2.547258888	29.8852497	[2.547258888_12.352192_10.28709516_34.83832231_13.59630222_29.8852497_20.78395569_18.89576138_14.46360244]	[443.8780146_128.2744439_62.05464658_54.75561612_30.29520604_29.20026994_27.95327773_19.91485078_19.80921952]	1	1	1	2	1.2788	6.7149	242.9998	27.1562	56.5000	96.0000	18	18	15	8	6	4	4	3	3	3	3	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	9	9	7	4	4	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	_
1237648703511789676	OK	lgspFitting_highErrPerLenForLongArc_2538.41|	unavailable	unavailable	Swise	Zwise	Zwise	EQ	true	0.7155815694	11.35837985	1.18588636	0.9466022025	2.407571434	9	0.9313839755	75.29688596	80.84408573	-1.365711216	80.12368267	80.56946307	[160_160]	0.382674599	0.004783432488	[47.68613452_1.443355541.44335554_54.32479147]	0.8482919799	0.003100803835	0.6352941176	-1223789.934	1.014542528	128.3777447	127.1699803	false	false	false	false	0.241622575	156.62	126.553039	false	false	153.9478026	70.65163853	46.77543597	2	6	14	60.37760141	15.11349779	22.88921669	43.60968322	66.63691033	381.9220834	1811.328042	30	[16_13]	[710.1933048_719.2126542]	-1585.473681	'disagree'	0	0.6842070224	19.77297644	-22.02550318	-0.8753100728	20.28437825	15.43783663	13.18693933	-20.54222761	9.641348218	-20.81301527	-23.95252359	0	-20.28391005	11.51602317	-23.07260602	26.62087334	-20.47385935	-16.15932428	-23.07260602	-3.427490642	-36.84191855	[20.47385935_20.28391005_23.07260602_36.84191855_3.427490642_11.23435154_16.15932428_33.77586214_24.23213311_2.476193374_22.51483489_37.61820813_34.22084922]	[153.9478026_114.6414543_61.94453939_61.79327288_61.4682328_60.46159677_46.77543597_30.56107559_30.19383681_29.571724_24.63064089_21.9457589_21.27728321]	1	2	3	2	1.3508	7.2288	233.7505	24.3164	42.0000	75.0000	30	30	26	16	13	13	13	8	6	5	5	5	4	4	3	2	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	13	13	13	7	6	6	6	2	2	2	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_
1237648703513165966	OK	lgspFitting_highErrPerLenForLongArc_4641.20|	unavailable	unavailable	Zwise	Zwise	Zwise	EQ	false	0.8064611283	15.12542313	1.393532756	0.9248594543	2.593249947	8	0.7955727699	50.85673572	63.92468124	0.8974280111	47.59893659	48.85401076	[96_96]	0.9681109862	0.02016897888	[25.35454952_5.849060645.84906064_28.02038784]	0.8637936153	0.005886131592	0.5450980392	-326402.782	1.044004504	127.2624433	127.9255309	false	false	false	false	0.2428909953	100.74	87.074773	false	false	456.1488835	89.4518816	47.81703792	1	4	10	72.44741397	16.31555223	38.6139322	47.57039524	64.79229489	456.1488835	1448.948279	20	[9_10]	[426.5592546_566.2401413]	-5581.947337	'disagree'	0	-2.75587808	21.06835853	-23.82423661	-3.852413103	22.25086051	16.21902017	15.71258302	-25.68033117	15.282343	-21.2940443	-20.17744546	0	-16.34037928	13.20066996	-40.25130745	29.66939091	-30.85947654	-8.628460576	-40.25130745	-3.959352976	-40.25130745	[40.25130745_3.959352976_31.09998333_8.628460576_30.85947654_37.33086688_16.34037928_48.79669811_18.18757763_2.788263328]	[126.1241355_89.4518816_62.41838337_60.41084026_54.61087476_47.81703792_46.83975754_40.68112011_20.87778083_17.00832945]	1	1	2	2	0.9773	6.3516	101.9188	21.3281	140.5000	84.0000	20	20	18	14	9	8	7	5	4	4	4	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	10	10	9	8	5	4	4	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_
1237648703513428079	OK	lgspFitting_highErrPerLenForLongArc_1515.89|	unavailable	unavailable	Swise	Zwise	Zwise	EQ	true	0.7035602426	12.06681607	0.3740721864	0.960251755	2.773227983	8	0.7585130188	48.63091671	64.11348982	0.2137478363	48.584872	49.20504388	[96_96]	0.7101338836	0.01479445591	[32.15967976_2.8861707832.886170783_19.48973927]	0.9001712277	0.006369500908	0.4	-342149.5509	1.01784012	129.0924908	130.1380819	false	false	false	false	0.1400933956	103.29	94.730566	false	false	130.3647829	67.14444474	43.04658298	2	6	14	58.24651416	15.46399518	30.64260386	42.05161094	54.98888341	388.8350253	1630.902396	28	[14_13]	[580.8697282_661.1976431]	-1932.822676	'disagree'	0	2.362825408	24.86154224	-24.22938736	-1.185124677	25.62669583	19.75352262	16.36857977	-25.82351163	11.2454836	-24.99749207	-22.95690423	0	-20.23728806	13.56523205	-39.32233604	36.52086303	-22.53272162	-19.58773745	-39.32233604	-11.7059368	-39.55555147	[19.58773745_23.82859255_39.32233604_41.11669053_37.56112224_39.55555147_19.97244218_20.23728806_22.53272162_11.7059368_1.137753859_10.78299696_27.64086591]	[97.463516_77.34818555_67.14444474_56.62270775_53.35505907_52.3635099_50.32292939_47.7043505_43.86644422_35.16722315_33.95652773_23.66541326_22.21733181]	1	1	4	1	1.3251	6.0722	50.2468	27.7422	128.0000	111.0000	28	28	25	15	11	7	6	6	4	4	3	3	3	3	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	13	13	13	9	7	4	3	3	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	_
1237648703515590916	OK	lgspFitting_highErrPerLenForLongArc_673.89|	unavailable	unavailable	Swise	Swise	Swise	Swise	true	0.7397343488	19.58450128	0.5341836514	0.9587973856	2.569435783	8	0.5722786615	80.06804024	139.9109309	0.108836781	92.31284976	92.07244267	[184_184]	0.4667231274	0.005073077472	[169.7376352_12.4242144812.42421448_57.39174825]	0.8984210523	0.001613178131	0.3529411765	-1348889.997	1.020845046	128.4234847	128.7125195	false	false	false	false	0.2543745103	75.07	62.864155	false	false	388.0713335	55.58305747	36.09888414	1	5	12	53.52928989	14.69313261	22.57091706	35.40498558	50.54480356	388.0713335	1338.232247	25	[14_11]	[958.3257203_379.906527]	7802.635699	'agree'	3.708507501	3.7113375	18.64101432	19.95745698	5.830554237	18.53109524	14.79016142	12.59555392	14.39766567	11.83536964	8.660963311	15.61420185	3.708507501	-1.187189876	14.14838255	-23.22293448	31.67447754	13.48385569	3.708507501	26.34063241	3.708507501	31.67447754	[3.708507501_14.14838255_31.67447754_13.48385569_31.35280124_34.1702175_26.41989822_20.3510737_42.18556174_12.90230932_26.34063241_3.594036039_5.69732491_13.3753194]	[388.0713335_153.7912501_61.09463098_55.58305747_50.02083314_41.8578718_38.13041189_36.09888414_35.40498558_26.15993804_21.64583916_21.04764652_14.72590542_14.69313261]	1	1	3	2	0.6896	5.6683	302.7359	52.3242	26.5000	116.0000	25	25	22	10	7	5	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	14	14	12	6	5	4	3	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648703516115180	OK	lgspFitting_highErrPerLenForLongArc_1257.31|	unavailable	unavailable	Swise	Swise	Swise	Swise	true	0.6421207819	17.59478112	1.390944262	0.9587738893	2.595992525	9	0.5922803588	51.28102688	86.58235261	1.409968827	65.98187892	66.56494111	[133_133]	1.107179646	0.01664931798	[22.51346531_6.2875026146.287502614_60.25050034]	0.9092969407	0.004319111357	0.4274509804	-915632.9198	1.02020381	128.6710086	127.5257996	false	false	false	false	0.2488174078	109.71	94.246836	false	false	179.0085827	85.36825948	51.79906468	2	6	12	71.62109966	13.67620625	35.75930632	50.75211359	84.72389186	307.5033086	1718.906392	24	[14_10]	[1226.444064_492.4623281]	8336.331139	'agree'	6.796258196	-0.3982668033	21.17361566	17.80744188	4.849787736	24.58564914	20.81876465	13.94824804	17.98770937	12.81072514	15.43388672	18.4508613	10.02595311	-13.89132522	17.3265098	-31.21107976	29.62953208	13.48591522	6.796258196	29.62953208	6.796258196	34.56433094	[6.796258196_29.62953208_10.02595311_17.3265098_48.5628327_13.48591522_12.58439275_20.53040102_14.30733418_34.56433094_2.051275124_24.25786632_0.08534373136_15.09624111]	[307.5033086_179.0085827_128.731974_106.9324263_101.3963378_68.50986075_65.73452608_61.56022289_51.79906468_49.7051625_34.92357974_34.85333215_22.10947935_13.67620625]	1	1	3	3	0.8596	6.1641	15.2853	35.1133	24.5000	105.0000	24	24	22	16	12	11	11	10	7	7	7	6	5	5	5	3	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	14	14	13	10	9	8	8	7	5	5	5	5	5	5	5	3	2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	_
1237648703516442877	OK	lgspFitting_highErrPerLenForLongArc_2291.35|	unavailable	unavailable	Swise	Swise	Swise	Swise	true	0.7153296415	15.97675267	0.06074114648	0.9607294666	2.626383033	8	0.7739839804	66.22745294	85.56695567	-1.234973789	64.98093832	64.11662114	[129_129]	0.883584491	0.01369898436	[39.12219932_7.5949914757.594991475_58.23065107]	0.8984417657	0.003343348057	0.3960784314	-600730.55	1.015834675	128.4230883	129.4065711	false	false	false	false	0.251754386	115.47	119.082116	false	false	470.9643072	146.8144344	43.00547277	1	2	7	69.33858568	14.70564929	25.77514721	37.32759849	47.01880488	470.9643072	1109.417371	16	[11_5]	[928.4096119_181.0077589]	6333.883958	'agree'	1.656704972	8.143324912	20.15870014	20.58329095	5.709198471	16.42083402	12.01218164	12.56766602	10.58821811	12.91103488	3.518933306	15.96728219	1.656704972	1.656704972	17.24071937	-18.89932815	28.30407868	1.656704972	1.656704972	17.77836546	1.656704972	35.50145618	[1.656704972_17.77836546_1.135273242_17.24071937_38.33037727_9.835622127_49.19804045_35.50145618_14.69668101_12.73888165_28.30407868]	[470.9643072_146.8144344_65.87972089_46.73444878_43.00547277_35.40567661_30.82331047_28.13775371_23.4125407_22.52629711_14.70564929]	1	1	3	3	1.2303	5.9251	323.7412	36.0234	124.5000	124.0000	16	16	14	7	3	3	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	11	11	10	5	3	3	3	3	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	_
1237648703516770428	OK	lgspFitting_highErrPerLenForLongArc_2700.54|	unavailable	unavailable	Zwise	Swise	Swise	Swise	false	0.821187081	23.75065287	1.39863422	0.9439301404	2.293881624	9	0.6076712985	99.06975933	163.0318226	1.491838996	129.358892	128.9880177	[257_257]	0.3590919581	0.002794489947	[89.15264546_11.8478454111.84784541_237.9570402]	0.8745445934	0.001096043267	0.4588235294	-3271552.919	1.014212046	129.0998698	127.7692873	false	false	false	false	0.2253144233	108.5	88.933042	false	false	211.7482191	78.4823476	31.65337019	2	5	13	56.8255061	11.51681499	24.82408025	28.94942464	61.12332408	297.5225678	1647.939677	29	[14_15]	[984.7154492_663.2242278]	9116.200904	'disagree'	15.23840485	-0.2015159977	21.08249353	21.62672673	5.531877793	20.69294814	17.69058479	12.07654686	19.43161221	10.35343369	17.2315899	20.00217442	10.89723949	-4.070402409	15.92453149	-16.60032425	31.1616508	15.23840485	15.23840485	23.17839199	9.199641178	31.1616508	[15.23840485_15.92453149_31.1616508_8.288179134_11.571037_23.17839199_9.199641178_48.14508372_10.22037725_30.95626237_38.35109018_43.68896629_13.41144034_3.439117582]	[297.5225678_137.9037469_131.3849618_78.4823476_60.10571272_59.19809842_37.5177222_31.65337019_29.2141393_28.67962445_26.65328274_26.04736558_23.87582566_16.4766838]	1	1	2	1	0.5784	6.1858	13.4761	61.8750	18.0000	102.0000	29	29	25	10	10	9	8	6	5	5	4	4	4	4	4	4	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	14	14	13	6	6	6	5	4	4	4	3	3	3	3	3	3	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	_
1237648703516967076	OK	lgspFitting_highErrPerLenForLongArc_2219.45|	unavailable	unavailable	Zwise	Zwise	Zwise	Zwise	false	0.7504334731	15.57381376	-1.465977681	0.9533799534	2.644659829	8	0.7014107115	52.00948465	74.14982947	-1.487050424	52.37851274	53.14234964	[105_105]	0.63758124	0.01214440457	[22.05087157_1.8843816181.884381618_44.34124451]	0.9087392032	0.005073648163	0.4549019608	-403372.2488	1.022665104	128.75992	127.9312971	false	false	false	false	0.1604774536	80.77	70.913601	false	false	387.5407601	66.80698646	46.0512182	1	5	11	63.64787349	18.13422007	29.05453365	42.63120707	56.31778697	387.5407601	1463.90109	23	[11_12]	[394.7200215_1069.181069]	-6827.169989	'agree'	-1.214535897	-2.630073736	21.79672844	-23.40901876	-4.663682564	21.04531232	15.24922104	15.23536554	-13.63217239	15.24440041	-6.941517189	-17.59465947	-1.214535897	3.565386831	-12.24935798	19.71406434	-35.17057935	-9.317549651	-1.214535897	-16.79159707	-1.214535897	-36.8967597	[1.214535897_9.72984003_16.79159707_9.317549651_35.17057935_7.45492144_14.72169817_55.1646744_36.8967597_8.735707031_44.41884725_41.29151509]	[387.5407601_119.9005878_115.6361956_107.9789699_57.43243426_52.9738451_50.53627542_49.61367943_39.25285116_33.64504884_30.3000104_24.37041082]	1	1	1	1	0.6602	5.7983	354.7983	29.4766	170.0000	116.0000	23	23	21	12	9	6	5	5	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	12	12	12	8	7	5	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648703517622488	OK	lgspFitting_highErrPerLenForLongArc_713.34|	unavailable	unavailable	EQ	Zwise	Zwise	Zwise	true	0.5859352417	23.32741197	-0.2197311377	0.9581907663	2.330259355	9	0.3927196267	68.69079714	174.9105277	-0.177079786	106.4822085	106.2737147	[211_211]	0.5544770327	0.005255706471	[261.7630958_39.4242585339.42425853_48.51462511]	0.8950571432	0.001503920394	0.4039215686	-2588572.307	1.022946811	127.9048625	128.1545657	false	false	false	false	0.2077276205	123.48	103.401877	false	false	160.2243743	90.19858471	59.06425126	2	5	11	74.87341781	18.73337176	29.04262997	52.7169186	90.01434658	424.2238406	1796.962028	24	[12_12]	[497.8366167_1299.125411]	-8085.055628	'agree'	-1.253342785	3.768257203	23.78907065	-20.02081345	-4.499291306	23.50030475	18.9354056	14.62731556	-16.20754244	14.61512173	-10.54241834	-16.35266903	-1.253342785	12.51534219	-23.23635497	30.74063907	-28.29551971	-14.243	-1.253342785	-25.64459653	-1.253342785	-40.61065155	[1.253342785_22.51150065_25.64459653_23.23635497_9.311682536_51.5790765_28.29551971_3.59861351_40.61065155_14.243_13.43646154_6.528961125]	[424.2238406_160.2243743_147.2652705_116.7072112_89.98729546_76.90932195_63.34145068_62.38322242_59.06425126_39.82374092_36.87055339_22.32487811]	1	1	1	1	0.3156	5.9016	68.3541	68.4492	168.5000	112.0000	24	24	21	13	12	12	10	8	8	8	7	7	6	4	4	3	3	2	1	1	1	1	1	1	1	1	1	0	0	0	0	12	12	12	9	9	9	8	6	6	6	5	5	4	4	4	3	3	2	1	1	1	1	1	1	1	1	1	0	0	0	0	_
