name	fit_state	warnings	star_mask_used	noise_mask_used	chirality_maj	chirality_alenWtd	chirality_wtdPangSum	chirality_longestArc	badBulgeFitFlag	bulgeAxisRatio	bulgeMajAxsLen	bulgeMajAxsAngle	bulgeAvgBrt	bulgeDiskBrtRatio	numElpsRefits	diskAxisRatio	diskMinAxsLen	diskMajAxsLen	diskMajAxsAngleRadians	inputCenterR	inputCenterC	iptSz	muDist	muDistProp	covarFit	wtdLik	likOfCtr	brtUnifScore	gaussLogLik	contourBrtRatio	standardizedCenterR	standardizedCenterC	hasDeletedCtrClus	failed2revDuringMergeCheck	failed2revDuringSecondaryMerging	failed2revInOutput	fitQuality	cpu_time	wall_time	bar_candidate_available	bar_used	alenAt25pct	alenAt50pct	alenAt75pct	rankAt25pct	rankAt50pct	rankAt75pct	avgArcLength	minArcLength	lowerQuartileArcLength	medianArcLength	upperQuartileArcLength	maxArcLength	totalArcLength	totalNumArcs	chirality_votes_maj	chirality_votes_alenWtd	alenWtdPangSum	top2_chirality_agreement	pa_longest	pa_avg	pa_avg__abs	pa_avg_domChiralityOnly	pa_alenWtd_avg	paErr_alenWtd_stdev	pa_alenWtd_avg__abs	paErr_alenWtd_stdev__abs	pa_alenWtd_avg_domChiralityOnly	paErr_alenWtd_stdev_domChiralityOnly	pa_totBrtWtd	pa_avgBrtWtd	pa_alenWtd_median	pa_alenWtd_lowQuartile	pa_alenWtd_highQuartile	pa_alenWtd_lowDecile	pa_alenWtd_highDecile	pa_alenWtd_median_domChiralityOnly	pa_alenWtd_lowQuartile_domChiralityOnly	pa_alenWtd_highQuartile_domChiralityOnly	pa_alenWtd_lowDecile_domChiralityOnly	pa_alenWtd_highDecile_domChiralityOnly	sorted_agreeing_pangs	sorted_agreeing_arclengths	numArcs_largest_length_gap	numDcoArcs_largest_length_gap	numArcs_arclength_function_flattening	numDcoArcs_arclength_function_flattening	bar_score_img	bar_cand_score_orifld	bar_angle_input_img	bar_half_length_input_img	bar_angle_standardized_img	bar_half_length_standardized_img	numArcsGE000	numArcsGE010	numArcsGE020	numArcsGE040	numArcsGE050	numArcsGE055	numArcsGE060	numArcsGE065	numArcsGE070	numArcsGE075	numArcsGE080	numArcsGE085	numArcsGE090	numArcsGE095	numArcsGE100	numArcsGE120	numArcsGE140	numArcsGE160	numArcsGE180	numArcsGE200	numArcsGE220	numArcsGE240	numArcsGE260	numArcsGE280	numArcsGE300	numArcsGE350	numArcsGE400	numArcsGE450	numArcsGE500	numArcsGE550	numArcsGE600	numDcoArcsGE000	numDcoArcsGE010	numDcoArcsGE020	numDcoArcsGE040	numDcoArcsGE050	numDcoArcsGE055	numDcoArcsGE060	numDcoArcsGE065	numDcoArcsGE070	numDcoArcsGE075	numDcoArcsGE080	numDcoArcsGE085	numDcoArcsGE090	numDcoArcsGE095	numDcoArcsGE100	numDcoArcsGE120	numDcoArcsGE140	numDcoArcsGE160	numDcoArcsGE180	numDcoArcsGE200	numDcoArcsGE220	numDcoArcsGE240	numDcoArcsGE260	numDcoArcsGE280	numDcoArcsGE300	numDcoArcsGE350	numDcoArcsGE400	numDcoArcsGE450	numDcoArcsGE500	numDcoArcsGE550	numDcoArcsGE600	_
1237648703519392027	OK	lgspFitting_highErrPerLenForLongArc_1998.10|	unavailable	unavailable	Zwise	Zwise	Zwise	Zwise	false	0.7500946712	10.27118109	-0.80916911	0.9450980392	2.509048252	9	0.9048074255	61.8633621	68.37185501	-0.3644328683	73.0160429	73.3833795	[145_145]	0.3837150231	0.005292621009	[37.20103283_2.2992688052.299268805_32.05078484]	0.8505928606	0.004610307674	0.4745098039	-1187605.885	1.035646568	128.6015332	129.6735925	false	false	false	false	0.2087597217	144.69	121.525736	false	false	317.6219706	106.3297561	61.37604655	2	4	9	78.72398698	17.55785158	22.98098196	49.06443737	93.98342005	380.6680437	1810.6517	23	[9_14]	[457.9931944_1352.658506]	-10317.24629	'agree'	-3.200008047	-3.263592336	21.12564986	-20.03402038	-5.698084443	21.96612254	18.67742859	12.88923455	-16.31437792	12.20710166	-12.52884634	-20.25024913	-7.135687566	3.391529088	-20.28378689	26.73131561	-37.63127095	-13.86483287	-3.200008047	-26.58797893	-3.200008047	-37.63127095	[3.200008047_13.86483287_26.58797893_39.70427899_37.63127095_20.28378689_7.135687566_12.01092162_29.53110777_12.34167826_32.9235331_19.76812824_1.952508578_23.54056345]	[380.6680437_317.6219706_122.5695647_97.5696229_95.90667406_88.21365801_60.21502609_53.27990144_30.6584904_25.778483_22.31554643_22.15994939_18.14372369_17.55785158]	2	2	4	3	1.2669	6.9697	294.6195	34.6680	45.5000	142.0000	23	23	20	14	11	10	10	8	8	8	8	8	6	6	4	3	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	14	14	12	8	8	7	7	6	6	6	6	6	5	5	3	3	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	_
1237648703520244096	OK	lgspFitting_highErrPerLenForLongArc_917.66|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.8389669873	14.50211279	1.197131795	0.9292436975	2.595361786	9	0.7407486813	57.78836738	78.01345969	1.42007916	64.93132502	64.50420699	[129_129]	0.5005266891	0.007760103708	[27.83018502_3.3359411273.335941127_49.28949404]	0.8741045206	0.004294997309	0.4270588235	-744662.6603	1.036788089	128.5235735	127.6524043	false	false	false	false	0.1834215168	127.63	106.562635	false	false	159.8794189	92.85120412	52.62858245	2	6	12	77.68711479	20.22242497	35.39122821	50.41140874	87.26787969	362.8119705	1864.490755	24	[14_10]	[1068.2435_796.2472549]	5101.663029	'disagree'	0.2379037012	5.435688896	25.18210897	26.24382675	2.736223291	27.85191351	20.99017413	18.51022945	20.70578882	20.7419088	10.73478308	20.31831491	0.2379037012	-16.2068108	18.54029978	-27.94980051	48.9006337	14.48672239	0.2379037012	28.35655719	0.2379037012	59.03625592	[0.2379037012_59.03625592_18.69411332_26.59443883_14.22752489_18.54029978_56.22581428_39.97006666_48.9006337_12.3914516_14.48672239_11.44485219_28.35655719_18.30693999]	[362.8119705_137.5303204_92.85120412_81.68455527_75.49924997_60.81117439_38.14238544_37.49814943_36.26012655_34.52232987_32.25680905_31.18256897_26.97023111_20.22242497]	1	1	2	3	0.7676	6.4300	0.3645	29.7422	9.0000	117.0000	24	24	24	14	12	11	11	10	10	10	8	6	6	5	5	5	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	14	14	14	6	6	6	6	5	5	5	4	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648703520309420	OK	lgspFitting_highErrPerLenForLongArc_1149.13|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.7500256156	22.11596015	-0.4619084106	0.951082163	2.698947549	8	0.5540265779	63.20906205	114.0903064	-0.3369584463	77.57676013	77.32846093	[154_154]	0.1879302301	0.002440652339	[101.7858749_23.8154577923.81545779_42.146548]	0.9040215619	0.002600194443	0.3764705882	-1047136.181	1.015574137	129.1186958	128.1277784	false	false	false	false	0.2036282858	83.08	70.44965	false	false	394.5162271	83.40835043	62.11195621	1	5	10	67.601704	14.92639063	25.10772196	48.56483878	80.51351551	394.5162271	1419.635784	21	[11_10]	[947.1322469_472.5035371]	5701.916509	'agree'	0.4241210268	4.976911422	26.79131197	30.32421324	4.016464345	25.94354806	20.40236314	16.52099422	18.30042289	19.16648855	8.166755614	24.84234678	0.4241210268	-18.75900844	26.01062494	-28.27900336	47.34430848	10.1961192	0.4241210268	34.46284733	0.4241210268	49.48145824	[0.4241210268_26.01062494_10.1961192_49.48145824_13.10881459_38.23750416_54.82151357_47.34430848_34.46284733_25.88479058_33.59424353]	[394.5162271_99.38972852_89.17013875_79.54857054_71.03690756_62.11195621_48.56483878_33.80263425_25.94590041_22.59318661_20.4521582]	1	1	2	3	1.1248	5.5381	25.6937	46.1602	135.0000	107.0000	21	21	18	12	10	10	10	8	7	6	5	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	11	11	11	7	6	6	6	5	5	4	3	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648703520309546	OK	lgspFitting_highErrPerLenForLongArc_2220.92|	unavailable	unavailable	Swise	Swise	Swise	Zwise	true	0.6394867295	13.15043349	0.4519509598	0.9528074866	2.537091149	10	0.7304864607	74.25922209	101.657219	0.05209484397	106.362228	107.1942677	[212_212]	0.7078056379	0.006677411678	[87.61430382_2.1275612142.127561214_46.92204137]	0.8196879064	0.00247248223	0.6156862745	-3027036.358	1.048449481	129.2849322	127.3466485	false	false	false	false	0.2814383704	146.68	126.198576	false	false	174.870332	88.87300608	64.87776884	3	7	14	78.21478165	18.56272433	36.44486372	64.56972994	86.00147822	283.5361473	2190.013886	28	[15_13]	[1277.886249_912.1276367]	14173.77627	'agree'	-1.20424968	3.801444671	19.51616302	21.76310051	6.472002923	22.17493267	18.77978759	13.45117239	21.63798691	13.89525208	20.20713386	21.91002751	4.679403661	-11.82285268	24.0602075	-24.50186309	34.91467149	19.39412586	6.381083471	34.76076264	3.26560815	39.15362596	[19.39412586_6.381083471_34.91467149_17.02023178_39.15362596_28.51950061_3.26560815_24.0602075_1.28102166_51.18561053_24.21937777_31.25595449_4.679403661_6.355322041_34.76076264]	[174.870332_160.9604321_156.8045788_93.96083557_88.87300608_83.12995036_82.91759682_76.87932921_71.10783257_69.14831556_64.26169104_57.14140625_39.208847_35.44470559_23.17739049]	1	3	3	1	1.5646	5.9513	20.4848	24.5430	107.5000	82.0000	28	28	26	19	17	16	15	13	12	11	9	7	6	5	5	5	5	4	2	1	1	1	1	1	0	0	0	0	0	0	0	15	15	15	12	12	12	11	10	9	8	7	5	4	3	3	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	_
1237648703520833728	OK	lgspFitting_highErrPerLenForLongArc_896.94|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.847139643	15.11042583	-0.9844736446	0.9441692466	2.913805246	8	0.953217418	58.44919309	61.31779801	-0.1689233578	53.53390623	54.35975304	[106_106]	0.8604213603	0.01623436529	[30.198584_0.45850149660.4585014966_27.58838973]	0.898890918	0.005480714353	0.4588235294	-423490.8037	1.021201413	129.2307543	127.9648186	false	false	false	false	0.1383248731	113.4	92.688525	false	false	234.8763896	73.09203482	64.64831206	2	6	12	70.15323944	18.84763787	29.6319942	48.08912416	72.23063187	246.9012298	1753.830986	25	[14_11]	[1105.714369_648.1166176]	4063.013838	'agree'	5.042979629	5.953727158	22.98971701	25.84236086	2.316650732	22.71929621	16.74878194	15.52454813	15.12033647	15.25683027	10.73647545	21.80963672	5.042979629	-9.076577436	12.20812233	-24.78527194	29.38775186	5.60374829	5.042979629	22.73604134	5.042979629	42.50995177	[5.042979629_5.288913472_12.20812233_1.247985092_22.73604134_51.9523378_42.50995177_5.60374829_49.34810037_42.16372004_17.810606_29.38775186_26.65593099_49.83686308]	[246.9012298_234.8763896_213.088208_66.87237094_66.18980826_48.08912416_41.83327065_34.02330114_33.56132572_29.75329323_27.93408082_22.23932912_21.50499926_18.84763787]	3	3	5	3	1.1275	6.3060	276.3214	19.1953	16.0000	89.0000	25	25	24	16	12	12	12	11	7	5	4	3	3	3	3	3	3	3	3	3	2	1	0	0	0	0	0	0	0	0	0	14	14	13	7	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	2	1	0	0	0	0	0	0	0	0	0	_
1237648703520899459	OK	lgspFitting_highErrPerLenForLongArc_2734.51|	unavailable	unavailable	EQ	Zwise	Swise	Zwise	true	0.7211255013	11.29532019	-0.2369335552	0.9512841756	2.586501147	9	0.5824592833	43.09345741	73.98535597	-0.2719510828	58.09520961	58.59401783	[115_115]	0.601599576	0.01046260132	[41.64188273_7.475474077.47547407_16.91920711]	0.8905939706	0.006222545514	0.4078431373	-725041.2333	1.028067165	128.3554583	128.234152	false	false	false	false	0.1815699659	117.14	102.031734	false	false	105.0446195	58.78109343	48.34617683	2	7	14	56.25314545	11.5670139	25.22472652	46.53054251	58.64164166	339.6163284	1575.088073	28	[14_14]	[579.1045352_995.9835373]	1604.838773	'agree'	-1.520165929	5.066906228	26.82631187	-21.75940564	1.018888277	27.53683371	21.65524612	17.04011912	-16.3175795	13.76046346	-10.29836064	-21.37551799	-1.520165929	16.30581193	-20.63180415	50.82761685	-25.69007001	-17.41801071	-1.520165929	-25.39003284	-1.520165929	-33.81455859	[1.520165929_20.63180415_25.39003284_5.724027842_33.81455859_25.69007001_46.85554202_17.41801071_17.03936999_36.99846626_24.11849927_9.55072844_23.29059796_16.58980497]	[339.6163284_105.0446195_83.4475486_66.69714132_60.59569691_58.5021899_56.63272522_51.32465819_44.71490819_40.05541536_39.06352942_22.65534769_16.06641472_11.5670139]	1	1	1	5	1.0832	6.6484	299.9184	28.4180	45.5000	97.0000	28	28	25	17	12	10	6	5	4	4	4	3	3	3	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	14	14	12	10	8	7	5	4	3	3	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	_
1237648703521227072	OK	lgspFitting_highErrPerLenForLongArc_1793.79|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.8765481493	16.14877323	-0.182385934	0.9372765681	2.443823406	9	0.7042777153	58.45532695	83.00039271	-0.5951559549	72.89343343	72.82778003	[144_144]	0.5120835992	0.007112272212	[47.68217596_13.256412513.2564125_37.07772134]	0.8780026475	0.003987144257	0.4666666667	-1068292.99	1.024807102	127.8431339	128.5495342	false	false	false	false	0.1884164223	142.72	118.483067	false	false	512.6611511	170.8181023	79.99207324	1	3	7	104.2548303	16.30930913	31.00260249	70.58822399	86.29930333	512.6611511	1876.586945	18	[13_5]	[1544.933405_331.6535397]	10600.72078	'agree'	9.596546712	6.137840285	16.60319728	15.74379523	5.648936658	16.26366197	13.1105867	11.15928772	11.39333143	9.386587154	8.90051524	10.60672745	9.557392433	2.905223331	9.596546712	-14.75604761	14.39919597	9.596546712	7.013492493	9.596546712	4.93938751	14.65257713	[9.596546712_9.557392433_7.013492493_2.069958269_14.39919597_4.93938751_45.71912111_31.20996809_7.621244493_14.65257713_30.47473004_24.51050048_2.905223331]	[512.6611511_343.8315541_170.8181023_129.1201481_85.27102906_78.25886093_74.43975837_34.92403109_31.00260249_27.69117397_23.19949412_17.40619038_16.30930913]	2	2	2	2	0.7158	6.6449	47.9001	41.5039	172.0000	143.0000	18	18	16	12	11	11	10	10	9	8	6	6	4	4	4	4	3	3	2	2	2	2	2	2	2	1	1	1	1	0	0	13	13	11	7	7	7	7	7	7	6	5	5	4	4	4	4	3	3	2	2	2	2	2	2	2	1	1	1	1	0	0	_
1237648703522210023	OK	lgspFitting_highErrPerLenForLongArc_1916.82|	unavailable	unavailable	Zwise	Swise	Swise	Swise	true	0.464717133	32.51142156	0.1850912803	0.9563242914	2.2047818	9	0.4688440371	84.73852852	180.739269	0.2556328965	126.8723868	126.070525	[253_253]	0.9381944964	0.007416557284	[277.8173742_55.8095868755.80958687_78.86042194]	0.8881486912	0.001158289508	0.5647058824	-3672558.24	1.016994325	128.3271777	128.1169537	false	false	false	false	0.184439473	156.74	124.541403	false	false	584.1178733	414.1891661	138.9822077	1	2	4	110.1375226	19.91756993	25.03015358	38.42695604	119.9030839	584.1178733	1652.062839	15	[7_8]	[1371.199632_280.8632068]	12877.87966	'agree'	7.090396547	-4.077213985	22.8803374	20.14620366	7.795030164	18.53339653	16.15778433	11.96558765	14.42953812	11.5057049	12.30719436	19.9764682	7.090396547	7.090396547	12.71619423	-21.47744714	34.37989156	12.71619423	7.090396547	14.12372033	7.090396547	45.41823418	[7.090396547_12.71619423_14.12372033_45.41823418_34.37989156_14.65846971_12.63651908]	[584.1178733_414.1891661_146.8107512_138.9822077_38.42695604_27.31613246_21.35654552]	2	2	2	2	0.4534	6.0489	308.1467	60.0469	23.5000	109.0000	15	15	14	7	6	5	5	4	4	4	4	4	4	4	4	4	3	2	2	2	2	2	2	2	2	2	2	1	1	1	0	7	7	7	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2	2	2	2	2	2	2	2	2	2	1	1	1	0	_
1237648703522406797	OK	lgspFitting_highErrPerLenForLongArc_2448.77|	unavailable	unavailable	EQ	Zwise	Swise	Zwise	false	0.803907105	12.16740535	1.321238278	0.937745098	2.328288186	9	0.6593875829	69.7066561	105.7142383	1.197293411	97.55719777	97.33738239	[194_194]	0.1723835062	0.001777149549	[48.30121594_18.1838041118.18380411_87.57427331]	0.8400052826	0.002529672394	0.5294117647	-2281328.703	1.03902148	129.2306352	128.0224777	false	false	false	false	0.2344645218	159.99	133.014024	false	false	421.149988	310.0657868	172.6916256	1	3	4	140.0714342	20.96662639	32.94242538	71.45583727	241.3787062	421.149988	1680.85721	12	[6_6]	[428.4835959_1252.373614]	270.4930902	'agree'	-5.757631816	7.180987219	18.58132928	-11.40034206	0.1609256804	13.74840785	10.30963087	9.097039446	-6.810477361	4.59668884	-5.914709764	-8.943146455	-4.982716634	9.215230639	-5.757631816	22.90888945	-6.221740947	-5.757631816	-4.982716634	-6.221740947	-4.982716634	-6.221740947	[5.757631816_4.982716634_6.221740947_21.69102155_3.720551395_26.02839]	[421.149988_356.8505888_310.0657868_72.81938509_70.09228944_21.39557578]	3	3	1	1	0.5816	6.6604	343.0999	46.8125	4.5000	112.0000	12	12	12	9	8	8	7	7	7	5	5	5	5	5	5	4	4	4	3	3	3	3	3	3	3	2	1	0	0	0	0	6	6	6	5	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	0	0	0	0	_
1237648703522603269	OK	lgspFitting_highErrPerLenForLongArc_1190.31|	unavailable	unavailable	Zwise	Swise	Swise	Swise	true	0.6888990826	16.7496006	-1.085720081	0.9539215686	2.443383345	8	0.528580149	81.80271031	154.7593311	-1.114347483	106.7443765	107.0650383	[213_213]	0.2637675619	0.002476690722	[88.60933724_60.2361071960.23610719_181.7034334]	0.8742959543	0.001424619806	0.5019607843	-2156087.33	1.026787917	128.1243183	127.7915988	false	false	false	false	0.2672398352	108.11	91.370435	false	false	399.3567145	84.82242477	38.14970509	1	5	11	63.03319128	17.90488043	24.01392427	34.34447198	74.88160446	399.3567145	1575.829782	25	[12_13]	[918.9025246_656.9272573]	3142.363359	'disagree'	10.31586766	-0.883872973	23.38100935	23.43451706	1.994100756	23.41011959	19.31852675	13.37178602	18.27455702	12.92671473	13.62693629	20.11870263	10.31586766	-10.12244839	11.91819799	-35.76015503	39.29098315	10.31586766	10.31586766	24.96689911	10.31586766	43.57587886	[10.31586766_11.91819799_24.96689911_43.57587886_43.56649602_10.2106279_9.52203878_9.108418984_12.52738766_39.29098315_48.8656828_17.34572579]	[399.3567145_136.4555627_84.82242477_80.33014324_52.39023668_36.60928452_26.15177476_24.28595806_21.49635898_19.70305826_19.39612771_17.90488043]	1	1	1	2	0.6288	6.1251	7.6526	55.1953	161.5000	115.0000	25	25	22	10	9	8	8	7	7	6	6	4	4	3	3	3	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	12	12	9	5	5	4	4	4	4	4	4	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648703523520869	OK	lgspFitting_highErrPerLenForLongArc_1061.15|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.9376309735	23.30626509	-0.7865357505	0.9250157347	2.501718877	9	0.8308248081	98.99751542	119.1557046	-0.7247703711	111.9731603	111.9346683	[222_222]	0.6425085279	0.005788365116	[107.6219681_19.1516793419.15167934_102.9545747]	0.8830395683	0.00153761503	0.4901960784	-2308503.601	1.022201228	128.6993494	128.5834895	false	false	false	false	0.2336169234	82.51	72.486925	false	false	215.0193432	181.295621	35.58442986	2	3	9	62.38901081	15.80712485	24.82181476	30.89596083	47.88382988	263.4851651	1310.169227	21	[14_7]	[1006.950776_303.2184509]	7336.453612	'agree'	9.726924604	2.863105123	21.66842516	18.39864771	5.599622905	22.62572155	19.1110706	13.34338911	16.07585543	11.19068286	13.43567345	17.32013648	9.726924604	0.9285125883	26.29639934	-21.27787295	26.46833267	9.726924604	6.877803249	26.46833267	6.877803249	26.46833267	[9.726924604_6.877803249_26.46833267_26.29639934_18.53156068_42.21637762_26.44277213_8.148248804_4.860196242_0.9285125883_42.06949556_3.529908923_31.17988077_10.30465474]	[263.4851651_215.0193432_181.295621_50.22777063_44.75994324_44.41214362_33.45933516_30.2479646_28.709603_27.28530609_25.43687424_22.97663634_22.33739129_17.29767856]	4	3	1	1	1.6751	5.4510	312.4737	48.6836	84.0000	103.0000	21	21	18	8	5	4	4	4	4	4	4	4	4	4	4	4	3	3	3	2	1	1	1	0	0	0	0	0	0	0	0	14	14	13	6	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	0	0	0	0	0	0	0	0	_
1237648703524307076	OK	findClusterArcs_deletedAClusterThatIntersectedTheCenter_size=787|lgspFitting_highErrPerLenForLongArc_1411.95|	unavailable	unavailable	EQ	Swise	Zwise	Swise	false	0.8845227814	14.6666311	1.079001469	0.9381176471	2.434683209	8	0.9069582403	113.8363736	125.5144598	-1.165808722	105.9923258	106.6480321	[212_212]	0.5288161929	0.004988832008	[119.240562_9.0122827519.012282751_136.4002288]	0.8072471903	0.001246011642	0.5647058824	-1629941.117	0.9892282347	127.8782863	129.4371434	true	false	false	false	0.2723628163	119.41	103.175989	false	false	460.6276897	190.1235485	54.2204157	1	3	7	89.52882403	20.20429237	28.6726835	41.10015831	102.6686736	460.6276897	1611.518833	18	[9_9]	[1040.93867_570.5801622]	-3360.173811	'agree'	0.6910925889	0.5032576735	18.01067547	18.51393315	-2.085097452	17.67880882	12.36613432	12.80494571	7.958242404	12.50064768	3.578556342	11.58526835	0.6910925889	-18.23608628	1.376927861	-22.38962068	28.14716379	1.376927861	0.6910925889	5.851451078	0.6910925889	28.14716379	[0.6910925889_1.376927861_28.14716379_5.851451078_28.94186503_26.28101059_3.393036725_48.19400665_23.748844]	[460.6276897_261.4352939_123.1638553_47.77696758_40.05036708_32.88490007_28.6726835_26.12262093_20.20429237]	1	1	3	6	1.1265	6.6473	225.7041	8.9297	22.5000	25.0000	18	18	18	11	7	6	6	5	5	5	5	5	5	5	5	4	3	3	3	2	2	2	2	1	1	1	1	1	0	0	0	9	9	9	5	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	1	1	1	1	1	0	0	0	_
1237648703524963022	OK	lgspFitting_highErrPerLenForLongArc_1167.58|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.9067533668	11.90390006	0.5734993253	0.9298731257	2.653712938	9	0.8415643677	77.81149589	92.46054001	-0.35033991	84.88093646	84.70212635	[168_168]	0.431239668	0.005133805572	[69.83171934_6.8019684146.801968414_53.70282249]	0.8616435545	0.002613254884	0.537254902	-1274857.086	1.02455537	129.6094632	129.8078925	false	false	false	false	0.1807703973	109.24	92.082293	false	false	418.8966609	126.6432282	40.67351811	1	4	11	71.51232504	14.68106151	31.91311692	40.28097791	64.01350741	418.8966609	1644.783476	23	[13_10]	[1099.880307_544.9031687]	11068.85828	'disagree'	1.024068547	4.766970069	21.0762544	22.86131395	6.729675026	21.54289284	15.72084756	16.19381702	16.78648501	18.57353618	10.78251794	24.25758045	1.024068547	-2.119598993	17.50919674	-20.93024619	43.91320859	8.212789857	1.024068547	37.8348654	1.024068547	52.87668548	[1.024068547_8.212789857_52.87668548_15.32650908_37.8348654_17.50919674_43.91320859_1.313474506_38.53099199_27.03762317_18.5197467_26.53807094_8.559850414]	[418.8966609_147.0612425_126.6432282_64.02202749_63.98794718_59.68094375_52.28445002_40.28097791_35.61515444_30.42568797_26.87634074_19.4245846_14.68106151]	1	1	2	1	0.9926	6.0423	57.9270	33.3984	168.0000	115.0000	23	23	21	13	9	8	7	5	5	4	4	4	4	4	4	4	3	2	2	1	1	1	1	1	1	1	1	0	0	0	0	13	13	11	8	7	6	5	3	3	3	3	3	3	3	3	3	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	_
1237648703525159202	OK	lgspFitting_highErrPerLenForLongArc_2028.35|	unavailable	unavailable	Swise	Swise	Zwise	Swise	true	0.736611114	12.63916805	0.8954473846	0.9558307534	2.69746476	9	0.8254666902	56.59568268	68.56204297	0.9496962208	63.44769137	64.16400964	[127_127]	0.5761458028	0.009073162248	[30.04156119_5.7388904835.738890483_33.95499126]	0.8887279063	0.005042497779	0.4235294118	-788005.0234	1.026227569	129.8440397	127.3211335	false	false	false	false	0.1968911917	119.12	97.919642	false	false	154.2183224	85.32686181	46.50773181	2	6	13	69.71957305	15.01652457	36.04166994	46.0671505	75.14586751	357.8207836	1812.708899	26	[14_12]	[1187.026479_625.68242]	-365.4126792	'agree'	1.758194601	-2.751637277	25.26167585	20.90217867	-0.2015837619	25.51979523	21.06081286	14.41328366	15.92707108	12.31475743	9.447764838	21.55725616	1.758194601	-23.14567238	18.56993759	-39.98262962	29.76443989	15.30310035	1.758194601	24.51341714	1.758194601	30.06099127	[1.758194601_18.56993759_30.06099127_15.30310035_29.69002609_12.4142576_23.1869718_24.51341714_19.88050515_52.1911326_12.32870073_13.23249414_3.719413797_35.78135857]	[357.8207836_154.2183224_127.0709098_113.0993161_75.14586751_69.95848337_62.02310857_45.17775776_37.85823432_37.52759814_36.39980846_32.85783216_22.85193252_15.01652457]	1	1	3	2	1.2163	6.6529	8.4136	24.9609	44.0000	104.0000	26	26	24	15	12	12	12	11	7	7	6	6	5	5	5	3	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	14	14	13	8	7	7	7	6	5	5	4	4	4	4	4	3	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	_
1237648704040534123	OK	lgspFitting_highErrPerLenForLongArc_2011.06|	unavailable	unavailable	Swise	Swise	Swise	Swise	false	0.856135837	13.84474108	-1.465180782	0.9343443627	2.779654528	8	0.940412568	65.78211798	69.95027525	-0.1410879256	66.97477906	67.22790091	[133_133]	0.2292922128	0.003448003201	[40.00038168_0.64538390170.6453839017_35.5481006]	0.85109864	0.004218484148	0.4274509804	-789584.7615	1.038728606	127.59085	128.2511334	false	false	false	false	0.2398662766	142.32	117.972261	false	false	469.6964367	185.2353556	32.93112951	1	3	12	58.97416119	14.5244771	23.62243198	30.8732375	37.07051994	469.6964367	1710.250675	29	[17_12]	[1285.10876_425.1419145]	6848.736498	'agree'	8.082718374	-0.4132627532	20.20308628	16.87955536	4.004522027	19.16862592	15.21304233	12.33027817	12.7875762	10.68690429	10.09265166	16.83804446	8.082718374	2.489442027	10.20910819	-26.68062131	17.59400192	9.9997412	8.082718374	10.20910819	8.082718374	20.39927413	[8.082718374_9.9997412_10.20910819_54.19874596_13.4119361_2.489442027_5.013758773_17.59400192_6.297932814_18.96759332_28.1985958_20.39927413_33.81271367_17.43921694_17.13028284_16.533391_7.17398805]	[469.6964367_214.131424_185.2353556_61.26822224_39.64702345_36.21168544_34.10967645_32.93112951_30.8732375_29.42386778_24.18201005_24.04873064_23.68447805_23.43629375_20.55525177_18.06683685_17.60710025]	1	1	1	1	0.9990	4.8946	74.4163	15.2539	172.5000	55.0000	29	29	25	6	5	5	5	4	4	4	4	4	4	4	4	3	3	3	3	2	1	1	1	1	1	1	1	1	0	0	0	17	17	15	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	1	1	1	1	1	0	0	0	_
